총세대수,공가수,지하철역,버스정류장,단지내주차면수,연면적,위도,경도,subway_dist,환승역 수,총인구수,세대당_인구,남/여비율,남/여_0~19세,남/여_20~39세,남/여_40~69세,남/여_70세이상,0~19세_비율,20~39세_비율,40~69세_비율,70세이상_비율,상가비율,세대당_가능주차면수,공가비율,국민임대,영구임대,공공임대(단기),장기전세,행복주택,공공임대(분납),공공분양,공공임대(50년),임대료,임대보증금,대형전용면적,지역_경기도,지역_경상남도,지역_경상북도,지역_광주광역시,지역_대구광역시,지역_대전광역시,지역_부산광역시,지역_서울특별시,지역_세종특별자치시,지역_울산광역시,지역_전라남도,지역_전라북도,지역_제주특별자치도,지역_충청남도,지역_충청북도
601,9.0,0.0,4.0,117.0,6730.06,128.917042175361,37.764814393229706,0.4512934804272178,1,28590.0,2.38,0.98,1.9089230769230767,1.1056936143441334,0.952121390689452,0.6018254420992584,0.2041622945085694,0.2341378104232249,0.4634837355718783,0.0982161594963274,0.5,0.194675540765391,0.014975041597337771,0,596,0,0,0,0,0,0,177427.5,8498000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405,19.0,0.0,4.0,296.0,24.13,128.608327564331,34.886084330313395,0.3924831603182642,1,20722.0,2.08,1.32,1.866163996229972,1.6012084592145015,1.3034389750505733,0.7994579945799458,0.1825595984943538,0.290850304024708,0.4945468584113503,0.0320432390695878,0.0,0.7308641975308642,0.04691358024691358,405,0,0,0,0,0,0,0,198600.0,23844000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
518,12.0,0.0,3.0,527.0,108.54,126.58847878766242,36.98098165179281,0.3988386619339437,1,9700.0,1.67,1.45,2.0530973451327434,2.238249594813614,1.6372549019607845,0.7167167167167167,0.0903092783505154,0.2059793814432989,0.5269072164948454,0.1768041237113402,0.0,1.0173745173745175,0.023166023166023165,517,0,0,0,0,0,0,0,131255.0,20890250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
619,2.0,0.0,2.0,97.0,1237.9,127.134080250622,36.4481793066215,0.188963036866894,1,7940.0,1.89,1.01,1.6769230769230767,1.361198738170347,1.048891129032258,0.6548004314994607,0.1062972292191435,0.1885390428211587,0.5119647355163728,0.1931989924433249,0.8125,0.1567043618739903,0.0032310177705977385,0,592,0,0,0,0,0,0,154139.76553291865,6292631.879032617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
875,13.0,0.0,4.0,616.0,307.97700000000003,129.21290213879686,35.25432472707646,0.0112505939141457,1,52662.0,2.08,0.95,1.8662175168431183,1.1224563299117594,0.9532703213610586,0.6371226718047527,0.1404618130720443,0.2238046409175496,0.4905244768523793,0.1452090691580266,0.0,0.704,0.014857142857142857,875,0,0,0,0,0,0,0,129396.66666666667,13333000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
560,0.0,0.0,5.0,154.0,1174.25,128.87624540581,35.2461443032142,0.007485408504494,1,80359.0,2.6,1.0,1.8447925142392192,1.1060827759197325,0.9775871034841394,0.5997290890619709,0.2172127577495986,0.2507622046068269,0.4732388407023482,0.0587861969412262,0.8,0.275,0.0,0,552,0,0,0,0,0,0,1855964.134914621,12554428.533699721,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
595,3.0,0.0,3.0,509.0,3368.84,128.802133835456,35.197495878045004,0.0780511204639644,1,36313.0,2.54,1.01,1.7727639000805802,1.1234807972775886,1.0025992438563327,0.6140912730184147,0.2371327072949081,0.2405750006884587,0.4667749841654504,0.0555173078511827,0.0,0.8554621848739495,0.005042016806722689,594,0,0,0,0,0,0,0,39966.666666666664,15142666.666666666,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
625,2.0,1.0,7.0,517.0,8597.232,127.330835593709,36.29688931630358,0.0578129850126611,1,33120.0,2.515,0.935,2.0593242883745675,0.9781862250050496,0.916257520226817,0.6416382252559727,0.2278532608695652,0.2957125603864734,0.4183423913043478,0.0580917874396135,0.0,0.8272,0.0032,0,0,0,0,0,0,0,624,216393.33333333334,18541000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
880,4.0,1.0,5.0,736.0,203.8,127.3424999499111,36.29625448135917,0.0574755206458239,1,33120.0,2.515,0.935,2.0593242883745675,0.9781862250050496,0.916257520226817,0.6416382252559727,0.2278532608695652,0.2957125603864734,0.4183423913043478,0.0580917874396135,0.0,0.8363636363636363,0.004545454545454545,880,0,0,0,0,0,0,0,100365.0,25096000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1396,26.0,1.0,4.0,277.0,1799.19,127.37073298347131,36.36376899104686,0.0065230604151242,1,15925.333333333336,2.1466666666666665,1.01,1.836501901140684,1.1530612244897962,0.9432685634975708,0.6431199411331862,0.1549732083054253,0.2826523777628935,0.4688965170797053,0.0934778968519758,0.3333333333333333,0.1984240687679083,0.01862464183381089,0,1362,0,0,0,0,0,0,604314.5663426309,19027525.081909433,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
970,2.0,1.0,2.0,420.0,7783.03,127.39650439044024,36.30811656235957,0.021516745116249,1,17700.5,2.33,0.94,1.8,1.0292117854444724,0.9203560552822676,0.6853146853146853,0.1798819242394282,0.2276206886811107,0.4631507584531511,0.12934662862631,0.0,0.4329896907216495,0.002061855670103093,0,0,0,0,0,0,0,960,177500.0,13155000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
606,1.0,1.0,12.0,548.0,215.2,127.30987313244044,36.391214098452615,0.0047806579247381,1,31207.0,2.645,0.97,1.984175599795814,0.999379267535692,0.9408418657565416,0.7363844393592678,0.243839523183901,0.2580350562373826,0.4373377767808505,0.0607876437978658,0.0,0.9042904290429042,0.0016501650165016502,605,0,0,0,0,0,0,0,245797.5,18048000.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1507,1.0,1.0,2.0,407.0,9087.95,127.425592056753,36.3712393898,0.0398609124630568,1,14735.5,2.2750000000000004,0.93,1.7560192616372392,1.1939601494396015,0.8950561507680392,0.58271719038817,0.1465169149333242,0.2391164195310644,0.4981507244409759,0.1162159410946354,0.8125,0.27007299270072993,0.0006635700066357001,0,1488,0,0,0,0,0,0,415351.7171588267,21597956.41665096,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
639,34.0,1.0,7.0,162.0,46.28,127.468358514393,36.2846386541322,0.0338136373160381,1,20849.0,2.45,1.01,1.860282574568289,1.0892945239269858,1.0296967144060658,0.6911966987620357,0.2167010408173053,0.2031272483092714,0.4622284042400115,0.1179433066334116,0.5,0.2535211267605634,0.053208137715179966,0,624,0,0,0,0,0,0,149977.5,7576750.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
965,13.0,1.0,3.0,287.0,4224.78,127.41017978417509,36.34449331985525,0.0166558421887412,1,12978.0,2.09,0.95,1.7007299270072993,1.1507159005275056,0.9416036308623298,0.6524390243902439,0.1394667899522268,0.2199106179688704,0.4944521497919556,0.1461704422869471,0.8125,0.29740932642487045,0.013471502590673576,0,948,0,0,0,0,0,0,293820.1713667137,8138149.400449381,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
946,6.0,1.0,2.0,986.0,9075.983,127.446682505255,36.3147849625444,0.0119447300784971,1,24779.0,2.59,0.97,1.8623507228158391,1.0471662228984404,0.9542709232096636,0.7083641746854182,0.2326163283425481,0.2172000484281044,0.4570402356834416,0.0931433875459058,0.0,1.0422832980972516,0.006342494714587738,946,0,0,0,0,0,0,0,184135.0,27777166.666666668,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
785,7.0,1.0,10.0,150.0,32.75,127.45809050894138,36.31648647041364,0.0005819300146681,1,10515.0,1.875,0.96,1.933333333333333,1.2253521126760565,0.9828251640293324,0.6142625607779578,0.1116024726581074,0.2103661436043747,0.4885877318116976,0.1894436519258202,0.8125,0.1910828025477707,0.008917197452229299,0,768,0,0,0,0,0,0,802964.3727475078,8178372.8914761245,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2424,1.0,1.0,4.0,487.0,740.15,127.46005841781329,36.32164806366987,0.0049627546110799,1,10515.0,1.875,0.96,1.933333333333333,1.2253521126760565,0.9828251640293324,0.6142625607779578,0.1116024726581074,0.2103661436043747,0.4885877318116976,0.1894436519258202,0.7777777777777778,0.2009075907590759,0.00041254125412541255,0,2379,0,0,0,0,0,0,872670.0567034677,31111464.179987796,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
809,1.0,0.0,6.0,264.0,1225.75,129.10547385488312,37.51630337948946,0.1715920531861029,1,30441.0,2.26,0.99,1.8518057285180567,1.233204134366925,0.9392345126923582,0.7283511269276394,0.1927991853092868,0.2271278867317105,0.4843467691600145,0.0957261587989882,0.2857142857142857,0.3263288009888752,0.0012360939431396785,0,298,0,0,0,0,0,505,186495.7142857143,9851690.64039409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388,0.0,0.0,4.0,226.0,2302.5619133426944,128.503017070691,35.22900938495479,0.36392541905837,1,63921.0,2.56,1.01,1.7654091392136029,1.1471199524940618,0.9933190470187824,0.6778145695364238,0.1996996292298305,0.2262636692166893,0.4947669779884545,0.0792697235650255,0.0,0.5824742268041238,0.0,0,0,0,0,0,0,0,385,233793.33333333334,13485333.333333334,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,7.0,0.0,2.0,178.0,2114.618364648274,128.499758114294,35.243145273898705,0.3659815834145072,1,63921.0,2.56,1.01,1.7654091392136029,1.1471199524940618,0.9933190470187824,0.6778145695364238,0.1996996292298305,0.2262636692166893,0.4947669779884545,0.0792697235650255,0.7647058823529411,0.175715695952616,0.006910167818361303,0,996,0,0,0,0,0,0,191916.66012905503,7584083.570439954,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
453,6.0,0.0,5.0,107.0,337.08,128.77194139282284,35.4721906993506,0.2254641698216364,1,7888.0,1.91,0.87,1.5741935483870968,1.1123919308357348,0.9327111984282908,0.4955401387512389,0.1239858012170385,0.1858519269776876,0.4988590263691684,0.1913032454361054,0.5,0.23620309050772628,0.013245033112582781,0,447,0,0,0,0,0,0,161875.0,8426000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
861,21.0,0.0,5.0,612.0,4854.541,128.75043007946158,35.48027731761656,0.2422525416208928,1,18149.0,2.26,0.95,1.9828510182207928,1.1291816778178074,0.9181155356141336,0.5893984013462348,0.1968703509835253,0.227946443330211,0.4711003361066726,0.1040828695795911,0.0,0.710801393728223,0.024390243902439025,861,0,0,0,0,0,0,0,138980.0,18725333.333333332,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
806,11.0,0.0,2.0,804.0,4821.644,126.611774292734,36.347791964022605,0.5415705201980723,1,16450.0,2.22,1.01,1.9132762312633835,1.141158221302999,1.0056864337936635,0.64075382803298,0.2133130699088146,0.2517325227963526,0.4502735562310029,0.0846808510638297,0.0,0.9975186104218362,0.013647642679900745,805,0,0,0,0,0,0,0,134191.66666666666,16540666.666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
903,3.0,0.0,4.0,200.0,598.35,126.60309966660344,36.34250871469325,0.5511364652034543,1,15745.0,2.3,0.99,1.97072599531616,1.1638185032410135,0.9827302631578948,0.6323060573857598,0.2098443950460463,0.2332168942521435,0.4593839314067958,0.0975547792950142,0.375,0.22148394241417496,0.0033222591362126247,0,577,0,0,0,0,0,316,147315.0,8375125.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1116,10.0,1.0,3.0,262.0,954.37,129.019068437773,35.2680284599656,0.0115056482241572,1,38404.0,2.11,0.94,1.785665529010239,1.1634437086092717,0.9520298929509192,0.595517901065865,0.1320174981772732,0.2126601395687949,0.5033069471930007,0.1520154150609311,0.8125,0.23476702508960573,0.008960573476702509,0,1099,0,0,0,0,0,0,842825.638075102,12691896.259290304,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1486,2.0,1.0,3.0,405.0,453.94,129.01526826539498,35.26082130960629,0.0035921568744895,1,38404.0,2.11,0.94,1.785665529010239,1.1634437086092717,0.9520298929509192,0.595517901065865,0.1320174981772732,0.2126601395687949,0.5033069471930007,0.1520154150609311,0.8333333333333334,0.27254374158815614,0.0013458950201884253,0,1460,0,0,0,0,0,0,750962.6286970526,12540490.162722383,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1957,1.0,1.0,2.0,351.0,1344.17,129.014872618435,35.252829224818896,0.0063153041748742,1,38404.0,2.11,0.94,1.785665529010239,1.1634437086092717,0.9520298929509192,0.595517901065865,0.1320174981772732,0.2126601395687949,0.5033069471930007,0.1520154150609311,0.8823529411764706,0.17935615738375063,0.000510986203372509,0,1937,0,0,0,0,0,0,1639660.2342931076,13455447.808439922,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
802,7.0,1.0,14.0,375.0,563.59,129.0132227406043,35.25736789317972,0.0015133492646904,1,38404.0,2.11,0.94,1.785665529010239,1.1634437086092717,0.9520298929509192,0.595517901065865,0.1320174981772732,0.2126601395687949,0.5033069471930007,0.1520154150609311,0.0,0.46758104738154616,0.008728179551122194,0,0,0,0,0,0,0,802,168575.0,13253500.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1527,2.0,0.0,3.0,240.0,6.83,129.068630778137,35.086584408723695,0.0357358277946889,1,13806.333333333336,1.9066666666666665,1.01,1.6992046276211137,1.213248407643312,0.9870949240034412,0.6711009174311927,0.1124846085130012,0.2097346628358966,0.5018711219488641,0.1759096067022381,0.75,0.15717092337917485,0.0013097576948264572,0,1507,0,0,0,0,0,0,11692170.311115205,1739810.5717398683,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1005,25.0,0.0,2.0,166.0,1749.46,129.06744027229098,35.0832451580318,0.035840211854781,1,13806.333333333336,1.9066666666666665,1.01,1.6992046276211137,1.213248407643312,0.9870949240034412,0.6711009174311927,0.1124846085130012,0.2097346628358966,0.5018711219488641,0.1759096067022381,0.8333333333333334,0.16517412935323383,0.024875621890547265,0,976,0,0,0,0,0,0,5642888.618596206,4796394.223432917,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1988,1.0,0.0,2.0,217.0,2847.06,129.015499552443,35.2090908434614,0.0037740000063053,1,11561.333333333336,1.87,0.9733333333333332,1.9185185185185183,1.2007113821138211,0.9674778512952787,0.6713286713286714,0.0859474109099296,0.2497405143582054,0.5058240110713873,0.1584880636604774,0.8,0.10915492957746478,0.0005030181086519115,0,1968,0,0,0,0,0,0,8938603.570034463,7253939.412849432,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2428,1.0,0.0,1.0,756.0,4522.32,128.99818543316294,35.18486073812174,0.0106958681201565,1,19510.0,1.925,0.955,1.8560344827586208,1.2002590673575129,0.9958044687286564,0.6379888268156425,0.107842132239877,0.2176576114812916,0.524218349564326,0.1502819067145054,0.8709677419354839,0.3113673805601318,0.00041186161449752884,0,2385,0,0,0,0,0,0,11984856.927818095,850758.7690690287,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1755,29.0,1.0,3.0,270.0,1340.85,129.158669027927,35.2323331353141,0.0049157768348285,1,18839.0,1.87,0.98,1.6856600189933524,1.3003614853762735,1.0221074380165291,0.6174242424242424,0.0907160677318329,0.1857848081108339,0.5195074048516376,0.2039917193056956,0.8421052631578947,0.15384615384615385,0.016524216524216526,0,1710,0,0,0,0,0,0,1457287.6412067541,10299662.420216665,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
840,7.0,1.0,1.0,594.0,9.0,129.01063912194164,35.24586611613997,0.0022619682488443,1,38404.0,2.11,0.94,1.785665529010239,1.1634437086092717,0.9520298929509192,0.595517901065865,0.1320174981772732,0.2126601395687949,0.5033069471930007,0.1520154150609311,0.0,0.7071428571428572,0.008333333333333333,840,0,0,0,0,0,0,0,270373.3333333333,21287666.666666668,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
390,2.0,0.0,1.0,97.0,2242.5,126.92509051848472,36.28185643350585,0.2843497512925766,2,19868.0,2.04,0.99,1.7712264150943395,1.2896725440806045,0.9951030401958784,0.6799444187123669,0.1422891081135494,0.1830078518220253,0.4921481779746326,0.1825548620897926,0.0,0.24871794871794872,0.005128205128205128,0,0,0,0,0,0,0,390,132910.0,9447000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
451,0.0,0.0,4.0,109.0,214.73,128.08813440928148,34.9399392364532,0.8369480459989043,1,15428.0,2.12,0.95,1.6749688667496887,1.197003745318352,0.9458312531203196,0.598310291858679,0.1697562872698989,0.19010889292196,0.5052501944516463,0.1348846253564946,0.3333333333333333,0.24168514412416853,0.0,0,447,0,0,0,0,0,0,3132086.6666666665,5573033.333333333,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
410,0.0,0.0,10.0,120.0,1637.6,126.57391795605078,33.249795825732235,1.8851149016287976,1,13624.5,2.25,1.04,1.7480503899220157,1.064738292011019,0.9817130353235386,0.6874265569917744,0.2092553855187346,0.2200447722852214,0.4653014789533561,0.1053983632426878,0.3333333333333333,0.2926829268292683,0.0,0,400,0,0,0,0,0,0,1466873.3333333333,2279583.3333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
779,7.0,0.0,12.0,190.0,148.34,126.46374936166296,36.77152909040026,0.4876473711822036,1,15906.0,2.2,1.02,1.5695825049701788,1.3104886769964244,1.027370203160271,0.6568730325288562,0.2052684521564189,0.2437444989312209,0.451716333459072,0.099270715453288,0.3333333333333333,0.24390243902439024,0.008985879332477536,0,388,0,0,0,0,0,387,4847973.333333333,6965250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
755,1.0,0.0,4.0,88.0,121.5,128.57494434937192,38.19705246093376,0.913382097774418,1,15626.0,2.03,0.975,1.7146757679180888,1.2452579034941764,0.9732694489976044,0.629292511377741,0.1573339306284397,0.2158901830282862,0.5007679508511456,0.1260079354921285,0.6666666666666666,0.11655629139072848,0.0013245033112582781,0,478,0,0,0,0,0,0,1598100.1828472798,16381287.622864148,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
693,2.0,0.0,2.0,486.0,9.0,129.113577925583,35.5603010031757,0.2380696508560083,1,22159.0,2.02,1.07,2.14850136239782,1.2932749701551929,1.032693018101219,0.7310195227765727,0.1352497856401462,0.2600749131278487,0.4966379349248613,0.1080373663071438,0.0,0.7012987012987013,0.002886002886002886,693,0,0,0,0,0,0,0,92466.66666666667,12560333.333333334,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
753,23.0,0.0,2.0,682.0,3104.518,129.366253116155,35.5947956000564,0.3076730883070041,1,36060.0,2.66,1.04,2.3539772727272728,1.1119388729703916,1.0137092602172788,0.7093712930011863,0.2216583471991126,0.3066001109262341,0.4317803660565724,0.0399611758180809,0.0,0.9057104913678619,0.03054448871181939,753,0,0,0,0,0,0,0,218475.0,27465500.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
498,23.0,0.0,6.0,402.0,6028.136,127.8265880312306,37.31709887029712,0.2009967233938703,1,17665.0,2.05,1.05,1.732051282051282,1.2474837181764358,1.0961629559450496,0.6847041847041847,0.1519388621568072,0.2148881969997169,0.5009906594961789,0.1321822813472969,0.0,0.8072289156626506,0.04618473895582329,498,0,0,0,0,0,0,0,133882.5,19349250.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,5.0,0.0,8.0,131.0,3320.1,126.54686726803892,33.47376381443057,1.6659193964797798,1,38359.0,2.39,0.98,1.931847406772396,0.9749313186813188,1.034392228931478,0.6581071166544388,0.2372063922417164,0.2998514038426445,0.4040251309992439,0.0589170729163951,0.5,0.18424753867791843,0.007032348804500703,0,696,0,0,0,0,0,0,345852.90515,124037732.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
420,0.0,0.0,0.0,393.0,175.5,126.481502456653,33.4782787803149,1.671462777982246,1,55385.0,2.4,0.96,1.8886002886002888,1.0225266763272296,0.9012326415977532,0.6718913270637409,0.225006770786314,0.2772050194095874,0.4400108332581024,0.0577773765459962,0.0,0.9357142857142857,0.0,420,0,0,0,0,0,0,0,94375.0,15472000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
590,1.0,0.0,3.0,376.0,95.58,126.577082874753,33.5200790699234,1.6161549484858957,1,24300.0,2.51,0.99,2.0637219406227367,1.069050122677883,0.9737556561085972,0.6020015396458814,0.2226748971193416,0.2429218106995885,0.4487654320987654,0.0856378600823045,0.0,0.6372881355932203,0.001694915254237288,0,0,0,0,0,0,0,590,246675.0,15406500.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
657,2.0,0.0,4.0,166.0,1853.25,128.10987950232305,35.162019198547284,0.7412095609949403,1,27253.0,2.05,1.02,2.09362389023406,1.2440963292027123,0.9111969111969112,0.5690987124463519,0.1811543683264228,0.352181411220783,0.3995890360694235,0.0670751843833706,0.8421052631578947,0.2526636225266362,0.0030441400304414,0,627,0,0,0,0,0,0,791847.1674569586,10551353.773042107,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
495,2.0,0.0,4.0,117.0,740.15,128.05379801007948,35.16910229253018,0.7655920606248795,1,24288.0,2.555,0.915,1.6847383265434033,1.0368203716448727,0.8844008788237282,0.5620777027027027,0.2210762516469038,0.2437005928853755,0.4590744400527009,0.0761487154150197,0.5,0.23636363636363636,0.00404040404040404,0,480,0,0,0,0,0,0,139567.5,5126250.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
460,1.0,0.0,3.0,155.0,528.02,128.708078278682,35.1500493226726,0.1832681167393648,1,13389.666666666664,2.236666666666667,1.03,2.1214361140443505,1.1855283476726228,0.990482233502538,0.6584930896121265,0.1921880056760188,0.2466329756777614,0.4685702905225423,0.0926087281236774,0.2,0.33695652173913043,0.002173913043478261,0,456,0,0,0,0,0,0,161124.0,11615200.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
338,1.0,0.0,3.0,235.0,283.05,128.504926933693,35.53605399259521,0.263124304638467,1,16858.0,2.12,0.98,1.90224570673712,1.1723496590204587,1.0268886043533931,0.6137339055793991,0.1665084826195278,0.2078538379404437,0.4695100249139874,0.156127654526041,0.0,0.6952662721893491,0.0029585798816568047,338,0,0,0,0,0,0,0,98772.5,11249250.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
