단지코드,총세대수,전용면적,전용면적별세대수,공가수,지하철역,버스정류장,단지내주차면수,임대보증금,임대료,연면적,위도,경도,subway_dist,환승역 수,총인구수,세대당_인구,남/여비율,남/여_0~19세,남/여_20~39세,남/여_40~69세,남/여_70세이상,0~19세_비율,20~39세_비율,40~69세_비율,70세이상_비율,전용면적_std,전용면적별세대수_std,임대보증금_std,임대료_std,강원도,경기도,경상남도,경상북도,광주광역시,대구광역시,대전광역시,부산광역시,세종특별자치시,울산광역시,전라남도,전라북도,제주특별자치도,충청남도,충청북도,상가,아파트,공공임대(50년),공공임대(분납),국민임대,영구임대,임대상가,행복주택,"공공임대(5년,10년)",A,C,D,E,G,H,I,J,K,L,M,N
C1072,754.0,48.436249999999994,94.25,14.0,0.0,2.0,683.0,38120250.0,265843.75,13.319999999999997,126.88343293074,37.429352567364,0.01297387314839443,1.0,41315.0,2.58,0.9800000000000002,1.90905057675244,1.029885468861847,0.9858884924649873,0.7088791848617176,0.2030860462301827,0.2745491952075518,0.4513251845576667,0.0710395740045988,4.256366450053714,53.62502081251678,7194364.535622904,38479.15685796663,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
C1083,427.0,50.952,85.4,0.0,1.0,6.0,384.0,29962000.0,182260.0,8170.876000000001,127.43121681212133,36.340467611592736,0.008665909003557619,1.0,14259.0,2.14,1.03,1.7655172413793103,1.216793893129771,1.0599185573007563,0.7635658914728682,0.1401220281927203,0.2036608457816116,0.4966687706010239,0.15954835542464402,7.033919248896735,32.76888768328886,10295394.747167299,49037.327109050304,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1105,1044.0,45.128,104.4,4.0,0.0,6.0,893.0,23974200.0,228550.0,3593.7932075369617,126.7990563548835,37.51578295453259,0.010516565345627836,1.0,83045.0,2.3000000000000003,1.0,1.7775030902348585,1.1284447870495278,1.0082284607938041,0.6455496348924414,0.13399963875007523,0.26598831958576674,0.4996086459148653,0.1004033957492925,8.05408495388796,77.42551976648986,7655951.799453517,57600.53722743295,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1128,1354.0,46.178888888888885,150.44444444444446,9.0,0.0,3.0,1216.0,34125000.0,245516.66666666666,3773.77,126.88730257419431,37.434648888220245,0.01502477277083902,1.0,41315.0,2.58,0.9800000000000002,1.90905057675244,1.029885468861847,0.9858884924649873,0.7088791848617176,0.2030860462301827,0.2745491952075518,0.4513251845576667,0.0710395740045988,5.259844209775716,148.00262760430226,9064546.417223534,46424.52773050039,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
C1135,244.0,43.19,30.5,6.0,0.0,3.0,211.0,26637625.0,206760.0,225.224,127.00086727378502,37.3913978134006,0.026210067806021524,1.0,37180.0,2.49,0.9699999999999999,2.067264573991032,1.0651446565636686,0.934438916528469,0.7293689320388348,0.17052178590640127,0.2822216245293168,0.4706024744486283,0.0766541151156535,5.18932420593334,23.027933348125583,7171678.841855252,47159.08032545649,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1147,1124.0,36.58,160.57142857142858,3.0,0.0,2.0,980.0,15444000.0,190058.57142857142,184.66000000000003,128.55474091937597,35.1526948308655,0.32738004120588043,1.0,14101.0,2.5100000000000002,0.9800000000000002,2.695859872611465,0.9742441209406498,1.0084828711256115,0.7479935794542536,0.2361534642933125,0.25005318771718305,0.436564782639529,0.07722856534997512,9.638047865966774,113.8359303893944,8203692.014371741,85318.58950009497,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
C1149,531.0,48.912,106.2,16.0,0.0,8.0,537.0,24155000.0,164990.0,6572.884,127.08165483132368,37.797723961351366,0.03263988155636577,1.0,50148.0,2.6,0.96,1.6998548621190133,0.9808976261127595,0.9613679003922906,0.7474856321839081,0.2313751296163356,0.21298955092924937,0.4586224774666986,0.0970128419877163,2.7550444642509864,84.04284621548702,2713965.272438098,19005.972745429262,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1152,1301.0,54.52666666666667,433.6666666666667,33.0,0.0,2.0,1101.0,30968666.666666668,185810.0,6963.333000000001,129.164339552614,35.332523511158904,0.08340108012950348,1.0,81775.0,2.6,0.98,2.2405651248306557,0.9417340117729224,0.9876457282060204,0.7562599049128368,0.2751819015591562,0.2379944970956894,0.41906450626719655,0.0677590950779578,4.636812842172231,75.00888836220233,4291444.550886488,32181.50400462974,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1158,262.0,54.580000000000005,87.33333333333333,13.0,0.0,2.0,202.0,19974333.333333332,120950.0,13.5,126.98705101566651,35.310938124635406,0.17496083759546951,1.0,15172.0,2.04,1.02,2.1017241379310345,1.188235294117647,1.117407639323732,0.6631382316313823,0.1575270234642763,0.2206696546269443,0.44575533878196677,0.1760479831268125,4.589934640057527,26.102362600602525,2162176.758115149,18948.635834803517,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1166,359.0,55.715,179.5,12.0,0.0,2.0,254.0,14964000.0,132015.0,8.843,127.4892442941159,36.96772480081925,0.2926695281353926,1.0,15692.0,2.01,1.2,1.866481223922114,1.4384724186704383,1.2702027214662597,0.6984126984126984,0.1638414478715268,0.2197297986235024,0.5209660973744583,0.0954626561305123,5.451793282948279,16.263455967290593,1463711.0370561534,14587.612895878476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1189,307.0,44.6,38.375,7.0,0.0,3.0,309.0,18225750.0,140432.5,325.655,127.46160637089498,36.3099412093074,0.007706077491292118,1.0,24779.0,2.59,0.9699999999999999,1.862350722815839,1.0471662228984402,0.9542709232096636,0.7083641746854183,0.23261632834254814,0.21720004842810442,0.45704023568344165,0.0931433875459058,5.487979071180418,24.668878600953295,6329357.465696769,37907.32938929583,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1215,861.0,43.33166666666667,143.5,3.0,1.0,5.0,660.0,17955666.666666668,161453.33333333334,9.0,127.32401679880822,36.389663503051175,0.007161878510093127,1.0,25410.0,2.42,1.035,1.9511877643996087,1.144192439862543,0.994333461390703,0.6839650145772594,0.2276269185360094,0.3069460842188115,0.408598976780795,0.0568280204643841,5.124448913460513,57.16904756946717,2153895.138270818,19731.559154478055,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1216,320.0,46.95666666666667,106.66666666666667,7.0,0.0,1.0,259.0,22055000.0,134400.0,569.38,126.96694718467656,35.92987318175299,0.36669527860358375,2.0,22529.0,2.18,0.9700000000000001,1.868599033816425,1.1510439804531318,0.9862493215125746,0.6021917808219178,0.1680056815659816,0.2149229881486084,0.4872830573926938,0.129788272892716,8.700674303370594,56.58032638058333,7208795.461101667,26690.9029446364,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1225,203.0,54.583333333333336,67.66666666666667,8.0,0.0,3.0,159.0,19650000.0,178066.66666666666,4626.63,129.12174612272534,37.493988225934594,0.1525437282967703,1.0,3820.0,1.74,1.2,2.1235955056179776,1.8844765342960288,1.2116959064327486,0.7641723356009069,0.0921465968586387,0.2091623036649214,0.4950261780104712,0.2036649214659686,4.59570814274942,15.947831618540915,2126958.391694581,21263.81041425392,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1229,453.0,35.57125,56.25,23.0,0.0,2.0,317.0,28190875.0,112760.0,2434.7099999999996,127.297224543908,36.611439741743304,0.21994305834192104,1.0,43272.0,2.09,1.08,1.8442906574394462,1.2745544178991273,1.1013982164483098,0.7027027027027027,0.16812257348863002,0.2772231466075061,0.4410935477907191,0.11356073211314469,7.249217568616827,86.75210989612052,5241775.638014824,20966.766219765166,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
C1239,498.0,41.725,124.5,3.0,0.0,8.0,425.0,12736000.0,115335.0,6012.28,128.20734241923782,37.12115129267988,0.6009779562657945,1.0,15292.0,2.16,1.02,2.230428360413589,1.1044431621465671,1.0776463451622686,0.7103773584905658,0.1950039236201935,0.2384907140988752,0.4479466387653675,0.1185587235155637,5.975575286112626,81.0,3330156.3526857616,30524.508732055518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1250,981.0,50.73333333333333,163.5,9.0,0.0,2.0,989.0,21647333.333333332,229185.0,4020.6259999999997,127.16666408531252,37.2824539614903,0.01932745727120844,2.0,28277.5,2.78,0.93,1.747795823665893,0.9079340141398272,0.9371509478486589,0.7288495575221239,0.2634603483334807,0.2147290248430731,0.43545221465829714,0.0863584121651489,7.906406684876934,111.23263909482684,3505576.395782392,52980.29209055005,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1253,860.0,43.071666666666665,143.33333333333334,9.0,2.0,6.0,771.0,21614166.666666668,147756.66666666666,10.44,128.69173244488198,35.863648289043,0.00623122829689293,1.0,43034.0,2.14,0.96,2.1954154727793695,1.091974223784417,0.9452028269919645,0.6312479311486263,0.1696565506343821,0.2489426964725566,0.46688664776688205,0.11451410512617931,8.234960635404803,133.99054693024678,7473801.45352194,50353.344145812865,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1266,596.0,35.022000000000006,118.2,35.0,0.0,1.0,593.0,14355200.0,199878.0,207.45,127.92713080341407,36.95516533902111,0.4433357247099189,1.0,18468.0,2.51,0.9800000000000001,1.8931297709923665,1.0802951388888888,0.970236643083679,0.6373626373626373,0.23862897985705,0.2595299978340914,0.43729694606887576,0.0645440762399826,8.22038137801404,104.58584990332106,6690380.011628637,52180.28047069122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C1267,675.0,29.220000000000002,60.90909090909091,38.0,0.0,1.0,467.0,14708909.090909092,115017.27272727272,2718.8181273347977,128.58372007382496,35.15839380423163,0.297891541537222,1.0,960.0,1.6200000000000008,1.1099999999999999,2.625,1.2233009708737865,1.1741071428571426,0.8426966292134831,0.08333333333333329,0.2385416666666666,0.5072916666666668,0.17083333333333336,9.834338818649682,41.94628599877359,7148765.284362684,53834.324754919915,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0
C1282,745.0,43.85833333333333,124.16666666666667,25.0,0.0,3.0,705.0,22233500.0,167856.66666666666,2013.5920000000003,127.45141584523198,36.6139976308915,0.2606409267310124,1.0,43620.0,2.24,0.9699999999999999,1.8557772236076475,1.0750341064120057,0.9039439593129258,0.6982806433721577,0.1959880788629069,0.2789546079779917,0.4548601558917927,0.0701971572673085,9.185591797302267,97.2222539682488,8444397.758277377,53791.042624833615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1289,482.0,34.944,96.4,15.0,0.0,2.0,423.0,14696200.0,156770.0,154.32,127.73763633522574,37.911318406330366,0.03401371668499085,1.0,23027.0,2.41,1.01,2.287593984962406,1.11727078891258,0.9914257228315055,0.6950973807924782,0.1979415468797498,0.2587397403048595,0.4337082555261215,0.1096104572892691,8.3618616348275,28.78888674471453,7869257.951039602,44262.24237428556,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C1294,709.0,51.94333333333333,236.33333333333334,28.0,0.0,2.0,571.0,15762000.0,211960.0,13.36,127.923106361996,37.3360198836147,0.29933559937326043,1.0,32936.0,2.34,0.96,1.9203758654797232,1.0357739088957787,0.9005335365853658,0.6801007556675063,0.2258319164440126,0.2591692980325479,0.4542445955793053,0.060754189944134,0.05507570547286146,298.71446790092597,0.0,10793.164503517955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1297,449.0,47.674,89.8,8.0,0.0,3.0,448.0,27747800.0,154202.0,1938.6300000000003,126.903137374056,35.1078083294746,0.030874932372371273,1.0,45638.0,2.43,0.89,1.5678475935828875,0.9643039265680777,0.858995893990295,0.7532517214996175,0.2098689688417546,0.2532100442613611,0.436500284850344,0.1004207020465401,10.82145230549024,83.24181641458817,10856956.534867402,61580.44714030583,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1311,383.0,39.802499999999995,47.875,2.0,0.0,2.0,265.0,17318500.0,265747.5,802.913,129.027354431691,35.1702509249717,0.01701755349713181,1.0,15025.33333333334,2.233333333333334,0.9299999999999999,1.759604190919674,1.0880453922911368,0.9208322541655873,0.6567887931034483,0.1332194515928653,0.2367557014819415,0.4935886059100186,0.1364362410151743,0.07066015244008927,42.70643143268102,33818.84512685606,358.51877814936086,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1318,312.0,43.07333333333333,104.0,1.0,0.0,11.0,226.0,15741333.333333334,225256.66666666666,6792.783,127.11927653212429,36.80540631979517,0.011868123783841536,1.0,23441.66666666667,2.3833333333333333,0.9499999999999998,1.7882793017456358,1.0584435558289758,0.9108464176141492,0.6011925640126273,0.1979381443298969,0.2854745822964806,0.45167436900106644,0.064912904372556,5.990929254575903,75.43871685016919,2189344.726929346,29121.33982723552,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1323,503.0,45.42285714285714,71.85714285714286,19.0,0.0,3.0,507.0,20897571.42857143,143332.85714285713,7067.683000000003,127.08407383616887,37.796215854154035,0.035463877991642016,1.0,50148.0,2.6,0.96,1.699854862119013,0.9808976261127595,0.9613679003922906,0.7474856321839081,0.23137512961633558,0.2129895509292494,0.45862247746669865,0.0970128419877163,5.334534388571991,80.24842380887941,4370790.350235788,29804.97369807357,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1332,1297.0,46.45374999999999,162.125,11.0,0.0,2.0,1112.0,41334500.0,292880.0,361.789,127.11820805019103,37.400896770668915,0.009306728777792957,2.0,19109.5,2.86,0.955,1.8565957446808508,0.9240582021128165,0.9454321815945432,0.7738172391445237,0.2205970852193935,0.25257071090295397,0.45521860854548774,0.0716135953321646,4.5438873775656,69.80060887986579,8676169.974624254,61330.11797990096,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C1349,465.0,26.84714285714286,65.71428571428571,20.0,0.0,3.0,322.0,21275428.57142857,123571.42857142857,13.650000000000002,126.90565295996797,35.108362851224,0.0283862227114497,1.0,45638.0,2.43,0.8899999999999999,1.5678475935828877,0.9643039265680776,0.8589958939902951,0.7532517214996174,0.20986896884175457,0.2532100442613611,0.4365002848503439,0.10042070204654009,8.112263790676668,72.90796546723429,6778991.145619011,39622.62460958866,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
C1377,470.0,42.426,94.0,18.0,0.0,4.0,384.0,37771600.0,78404.0,5196.447,128.69551944416068,34.83780267962879,0.34248032485544344,1.0,8014.0,2.05,1.05,2.060810810810811,1.183553597650514,1.1082398829839102,0.6591276252019386,0.1467431994010481,0.1855502869977539,0.5395557773895683,0.1281507362116296,8.935464733297312,83.43860018001261,36472412.77047627,43613.85880657661,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
C1392,794.0,42.24,132.33333333333334,17.0,0.0,2.0,645.0,16226000.0,138311.66666666666,5451.773,128.68750484170948,36.57411251005983,0.5611456515791556,1.0,16142.0,2.2899999999999996,0.9399999999999998,1.9988193624557262,1.0679711637487126,0.9200310559006212,0.5376569037656904,0.2005327716515921,0.2487919712551108,0.4596084747862718,0.0910667823070251,5.209771588083301,79.72368949482122,4121098.0090262354,25284.4500961889,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1414,873.0,25.282857142857143,124.28571428571429,29.0,0.0,8.0,610.0,23605714.285714287,109571.42857142857,6095.510000000001,127.19384501783372,37.728375284390246,0.0790820088952061,1.0,92857.0,2.4899999999999998,1.0199999999999998,1.816252494104843,1.057097224995009,1.045551833240275,0.7253276792598304,0.20822339726676503,0.2219326491271525,0.4734484206898779,0.0963955329162045,8.835071616924814,137.90058530902408,7330354.37329569,34009.10242301387,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
C1416,948.0,47.09571428571429,135.42857142857142,6.0,0.0,1.0,831.0,26149571.42857143,224587.14285714287,356.491,127.15323807549296,37.292253768927004,0.0197332421711324,1.0,39189.0,2.6299999999999994,0.9399999999999997,1.7811550151975681,1.01142313184198,0.9059711007224821,0.7492795389048991,0.2026589093878384,0.21567276531679802,0.4577560029600143,0.1239123223353492,7.90943499276414,79.27769157179327,8945125.727775674,75827.44351800467,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1456,619.0,45.007777777777775,68.77777777777777,18.0,0.0,16.0,547.0,33965222.222222224,223624.44444444444,6035.78,129.10825680913698,35.1981747344362,0.007887259867330186,1.0,21096.5,2.305,0.9600000000000001,1.8609865470852012,1.1094306049822065,0.90451987656562,0.7828685258964142,0.15061740099068557,0.2247766217145024,0.49733368094233643,0.1272722963524755,7.919827614566141,41.1605933441738,10763920.124399124,46615.77927888557,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1457,736.0,45.04,245.33333333333334,30.0,0.0,2.0,704.0,28273000.0,301156.6666666667,3972.66,129.34224842005943,35.58231668068733,0.2872666199002434,1.0,20329.0,2.38,1.02,2.256438969764837,1.1435406698564594,1.00523138832998,0.6940789473684209,0.1913522553986915,0.2424123173791136,0.4902356239854395,0.0759998032367553,7.5219744748303965,168.88260222217485,11576273.148125004,64105.507823691194,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1472,548.0,44.35,109.6,2.0,0.0,1.0,442.0,12982200.0,118584.0,6066.181,127.09107894975573,36.21180334013323,0.10972865009578817,2.0,16173.0,2.22,0.9399999999999998,1.7274774774774777,1.1099744245524297,0.9568508705526118,0.6053846153846154,0.1874111172942558,0.2040437766648117,0.4795028751623075,0.1290422308786248,6.186497393517596,73.85661784836887,3908614.9337073355,23768.434529854927,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1474,190.0,36.9475,47.5,2.0,0.0,4.0,142.0,12166000.0,184670.0,3373.52,128.399862541572,35.2778940648239,0.4652428614085441,1.0,18317.0,2.18,1.01,1.8722222222222225,1.2038027332144978,1.0535714285714286,0.5823190262652146,0.172954086367855,0.202489490637113,0.4897090134847409,0.1348474095102909,8.169110008644353,33.481338085566414,6460197.313808096,47968.623078007986,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C1494,728.0,81.60000000000001,242.66666666666666,10.0,0.0,5.0,803.0,38256000.0,513730.0,164.35,127.976366653298,37.321039401213,0.34992669096881435,1.0,44533.0,2.4,0.9499999999999998,1.888243335611757,0.9050765995794533,0.9862651875330165,0.6813643926788685,0.2476365841061684,0.2848224911863112,0.42215884849437496,0.0453820762131453,5.759088469540982,293.95464502765276,5679394.598018348,37862.63065345566,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
