iter	RMSE
181	96.69107649
182	96.54921265
183	96.33794807
184	96.19847658
185	95.94915206
186	95.63155744
187	95.28883768
188	95.05690269
189	94.83056949
190	94.75599452
191	94.68636675
192	94.54543744
193	94.20033864
194	93.92790436
195	93.83783872
196	93.59477904
197	93.37524605
198	93.10748013
199	92.87075875
200	92.78395542
201	92.49752836
202	92.42611772
203	92.08906997
204	91.76269603
205	91.66022913
206	91.58958198
207	91.20651829
208	91.01691919
209	90.85540981
210	90.69046968
211	90.60702924
212	90.52767479
213	90.42278239
214	90.33854862
215	89.94986306
216	89.65224721
217	89.54489333
218	89.43545786
219	89.3396421
220	89.13282158
221	89.03825623
222	88.84760566
223	88.79742633
224	88.69159143
225	88.61022671
226	88.44666767
227	88.18878182
228	88.12620574
229	88.07858498
230	87.78246383
231	87.70463402
232	87.53425811
233	87.4510303
234	87.2245781
235	86.89494414
236	86.57241231
237	86.26530359
238	86.15515642
239	85.88948498
240	85.815583
241	85.69054136
242	85.30444629
243	85.24269378
244	85.17668364
245	84.85733571
246	84.77339839
247	84.60808139
248	84.23844583
249	84.16392466
250	83.96512229
251	83.56931406
252	83.36993558
253	83.29884414
254	83.01163117
255	82.70969237
256	82.64745554
257	82.59252185
258	82.52682142
259	82.44162614
260	82.06483371
261	81.71121913
262	81.55469615
263	81.49114918
264	81.42415506
265	81.26603362
266	81.19610801
267	81.13349661
268	80.83658892
269	80.73629559
270	80.41569398
271	80.35612589
272	80.30492083
273	80.23815953
274	79.9557536
275	79.89816849
276	79.72345266
277	79.3553009
278	79.30572117
279	79.25216656
280	78.97794079
281	78.83200615
282	78.57155283
283	78.51590941
284	78.4605566
285	78.41015439
286	78.24471234
287	77.91545645
288	77.71083479
289	77.66651616
290	77.61032688
291	77.51560327
292	77.45546098
293	77.15740143
294	76.92170064
295	76.75495249
296	76.43573925
297	76.27918048
298	76.23131632
299	75.87107129
300	75.54381208
301	75.41024101
302	75.36782688
303	75.14988502
304	74.92243756
305	74.86357894
306	74.76512225
307	74.52332845
308	74.47958562
309	74.30268192
310	74.25222419
311	74.20965463
312	73.81880259
313	73.57608117
314	73.43457202
315	73.16968261
316	72.79094569
317	72.74373827
318	72.47912795
319	72.42060096
320	72.37470201
321	72.21738427
322	72.16133983
323	72.11688068
324	71.8692543
325	71.53882274
326	71.49985522
327	71.45782126
328	71.20183847
329	70.91359259
330	70.76691361
331	70.7177104
332	70.66665125
333	70.62215891
334	70.47423085
335	70.32599864
336	70.0286501
337	69.73863106
338	69.69802965
339	69.39378909
340	69.35224958
341	69.1986195
342	68.97517481
343	68.87856234
344	68.67837261
345	68.44608321
346	68.41212569
347	68.24419569
348	67.9967406
349	67.80629826
350	67.70616245
351	67.50146897
352	67.46425848
353	67.43068178
354	67.39737028
355	67.11148571
356	67.0193193
357	66.75301092
358	66.64630883
359	66.32322505
360	66.03880381
361	66.00696982
362	65.97837258
363	65.94821218
364	65.918658
365	65.65219449
366	65.44669647
367	65.29918355
368	65.26322662
369	65.22292743
370	65.00817383
371	64.76943328
372	64.6982605
373	64.59081419
374	64.35207409
375	64.32168608
376	63.98710633
377	63.80407347
378	63.77615634
379	63.51841731
380	63.20828031
381	63.180439
382	62.93608054
383	62.90979462
384	62.65197842
385	62.3529896
386	62.07467414
387	62.04559122
388	61.87379042
389	61.84523343
390	61.57984913
391	61.35071163
392	61.16717916
393	61.14102066
394	61.1122185
395	60.94661931
396	60.79997101
397	60.77002071
398	60.48547329
399	60.45687458
400	60.42621764
401	60.40077251
402	60.34777051
403	60.32881685
404	60.30219917
405	60.27986523
406	60.21391449
407	59.97696447
408	59.95130501
409	59.92881321
410	59.76779828
411	59.60262657
412	59.52223565
413	59.43200477
414	59.23458044
415	58.92119721
416	58.89884462
417	58.6568181
418	58.44624603
419	58.42650599
420	58.3995454
421	58.34621335
422	58.26741748
423	58.24579374
424	58.07081278
425	57.98025662
426	57.96053844
427	57.94041864
428	57.89476321
429	57.78802808
430	57.76686641
431	57.71994563
432	57.69682711
433	57.61065266
434	57.4143782
435	57.3983482
436	57.22656717
437	57.09620952
438	57.02134964
439	56.99648297
440	56.78474824
441	56.70938098
442	56.51766663
443	56.49518747
444	56.35594182
445	56.33565329
446	56.11757117
447	56.03394101
448	56.01862903
449	55.83664051
450	55.6198439
451	55.60340415
452	55.42421155
453	55.20157403
454	55.06156146
455	54.88240327
456	54.67091323
457	54.50891835
458	54.35813897
459	54.33591801
460	54.32035886
461	54.1562339
462	54.13844864
463	54.09898985
464	54.05576507
465	54.03902034
466	53.79322938
467	53.7176567
468	53.69901715
469	53.58235859
470	53.34154666
471	53.11181423
472	52.99685865
473	52.86901401
474	52.76944072
475	52.75152193
476	52.58026325
477	52.45886894
478	52.4398011
479	52.29628874
480	52.02057872
481	51.79960309
482	51.62434425
483	51.51182651
484	51.34436413
485	51.20875611
486	51.050922
487	50.82815007
488	50.64570916
489	50.52305017
490	50.36800395
491	50.16776259
492	49.99224542
493	49.81367295
494	49.67449561
495	49.57298535
496	49.45517395
497	49.26424805
498	49.17091265
499	49.05491537
500	49.04031971
501	48.85273665
502	48.70663048
503	48.50073666
504	48.48407769
505	48.27995669
506	48.14901073
507	47.98496142
508	47.7693783
509	47.5818063
510	47.56422311
511	47.40417192
512	47.2297635
513	47.21537709
514	47.19939135
515	47.14050023
516	47.01173451
517	46.80095204
518	46.69839898
519	46.47120007
520	46.31165695
521	46.17088374
522	45.97056527
523	45.95865072
524	45.94389488
525	45.81126539
526	45.72950056
527	45.55419603
528	45.43587285
529	45.33801742
530	45.15563821
531	45.0538788
532	44.9147022
533	44.8945059
534	44.79956638
535	44.66631627
536	44.46261096
537	44.43048748
538	44.31187615
539	44.25985065
540	44.24704353
541	44.06225552
542	43.9831615
543	43.83229491
544	43.70335885
545	43.48852526
546	43.45012614
547	43.2600773
548	43.2459639
549	43.22770192
550	43.21156685
551	43.09392446
552	43.08350194
553	43.03756674
554	43.01903744
555	42.96656688
556	42.95102558
557	42.83474317
558	42.66692914
559	42.49774164
560	42.48617541
561	42.35188627
562	42.33754857
563	42.24559051
564	42.23040398
565	42.21688164
566	42.2032116
567	42.10355515
568	41.90777117
569	41.89610685
570	41.88376961
571	41.74680711
572	41.73750261
573	41.55341398
574	41.50228795
575	41.42137667
576	41.40839359
577	41.39712707
578	41.33079038
579	41.21048948
580	41.04090975
581	40.94627893
582	40.7949619
583	40.67647775
584	40.55049503
585	40.4513407
586	40.43937078
587	40.30615604
588	40.29459297
589	40.23117923
590	40.09591774
591	39.96876163
592	39.87572668
593	39.73770226
594	39.64528251
595	39.63260292
596	39.62148152
597	39.57555633
598	39.53220622
599	39.4738008
600	39.36341824
601	39.22869487
602	39.21918357
603	39.18120803
604	39.06249554
605	38.9062529
606	38.89661682
607	38.88550837
608	38.75220662
609	38.62174976
610	38.60055046
611	38.50793317
612	38.49440238
613	38.38773172
614	38.33690751
615	38.28672251
616	38.2750464
617	38.11533282
618	38.03263386
619	37.87362898
620	37.86304094
621	37.76867257
622	37.66604304
623	37.65638755
624	37.4817452
625	37.36537819
626	37.24007812
627	37.22775724
628	37.21856921
629	37.20891322
630	37.08234905
631	37.07308994
632	36.97068065
633	36.96021432
634	36.88645759
635	36.76882134
636	36.75828683
637	36.74995427
638	36.74184642
639	36.65087107
640	36.56337754
641	36.49197897
642	36.41714133
643	36.36336952
644	36.35318112
645	36.34318725
646	36.24224558
647	36.12471848
648	36.00939585
649	35.94677904
650	35.80652251
651	35.67002444
652	35.66192708
653	35.5429946
654	35.53324477
655	35.4500652
656	35.38103014
657	35.34891344
658	35.19492428
659	35.09795124
660	35.09008241
661	35.02374144
662	34.90242659
663	34.78877399
664	34.76403649
665	34.63997257
666	34.63066813
667	34.61940793
668	34.60908642
669	34.46837205
670	34.45997337
671	34.45195775
672	34.44478895
673	34.37653706
674	34.36150617
675	34.26485894
676	34.15763632
677	34.09708767
678	33.95075131
679	33.93873018
680	33.93121057
681	33.92100679
682	33.91125163
683	33.78087186
684	33.77281107
685	33.57663358
686	33.5402945
687	33.45885928
688	33.45176532
689	33.4075233
690	33.40029121
691	33.31288436
692	33.27949369
693	33.19786495
694	33.0747562
695	33.04691043
696	32.90708333
697	32.90095879
698	32.85528456
699	32.74925816
700	32.65853527
701	32.5347033
702	32.52561454
703	32.44207203
704	32.43268285
705	32.37378724
706	32.33483082
707	32.32624166
708	32.25233003
709	32.14903751
710	32.05051385
711	32.01054124
712	32.00412402
713	31.8873753
714	31.77751636
715	31.6830909
716	31.60307598
717	31.57634482
718	31.47290817
719	31.46599809
720	31.39784561
721	31.39109119
722	31.37428774
723	31.36640686
724	31.3598324
725	31.35381154
726	31.34859993
727	31.27061842
728	31.2572811
729	31.16623183
730	31.15864053
731	31.11242744
732	31.03646501
733	30.9327175
734	30.85015645
735	30.83656633
736	30.74096921
737	30.73329294
738	30.654478
739	30.57197673
740	30.44196813
741	30.39807475
742	30.3879889
743	30.38204838
744	30.33138764
745	30.23721231
746	30.23054884
747	30.16211725
748	30.05421932
749	29.99367804
750	29.98439599
751	29.93367661
752	29.84926896
753	29.82455055
754	29.81835077
755	29.755962
756	29.75110586
757	29.62080657
758	29.58332615
759	29.53326987
760	29.40766979
761	29.39992782
762	29.32475087
763	29.24396832
764	29.13403358
765	29.12844062
766	29.12322022
767	28.99100054
768	28.9833006
769	28.89262741
770	28.88263832
771	28.83036928
772	28.82319572
773	28.67162804
774	28.58865936
775	28.58306139
776	28.50260651
777	28.49574895
778	28.44599896
779	28.37755717
780	28.37117983
781	28.34290452
782	28.29484322
783	28.288397
784	28.22813659
785	28.09962957
786	28.09350506
787	28.03255792
788	28.02526653
789	28.01828311
790	27.9388169
791	27.81949281
792	27.81427254
793	27.728437
794	27.63206828
795	27.62223133
796	27.61342605
797	27.55350552
798	27.54818941
799	27.54272788
800	27.49420081
801	27.48761759
802	27.48277162
803	27.39336327
804	27.38724416
805	27.32594436
806	27.23424521
807	27.17640092
808	27.08998968
809	27.08363749
810	27.07908917
811	27.03628678
812	26.97701698
813	26.86796044
814	26.86174527
815	26.85645084
816	26.75832813
817	26.75266241
818	26.71325528
819	26.69830073
820	26.69392229
821	26.68789904
822	26.63386998
823	26.513675
824	26.43257684
825	26.35355997
826	26.34386118
827	26.29077273
828	26.22750669
829	26.11476149
830	26.02135685
831	25.94511556
832	25.92188509
833	25.91228196
834	25.86811795
835	25.86226666
836	25.7589704
837	25.72380322
838	25.67309562
839	25.66799756
840	25.57784175
841	25.51686055
842	25.42809162
843	25.3468712
844	25.31151514
845	25.20164832
846	25.13481218
847	25.05189392
848	25.04553664
849	24.97102105
850	24.91646533
851	24.83698346
852	24.72442903
853	24.67238865
854	24.59839876
855	24.50626451
856	24.42857047
857	24.42448216
858	24.33983515
859	24.28819725
860	24.21243947
861	24.17804028
862	24.17256628
863	24.11895511
864	24.11024158
865	24.0557516
866	24.00857705
867	23.92961827
868	23.90896879
869	23.9025093
870	23.82364746
871	23.81927894
872	23.77340346
873	23.76784092
874	23.76250381
875	23.7062882
876	23.60186682
877	23.55813556
878	23.55192833
879	23.47561614
880	23.44135836
881	23.40012537
882	23.33965695
883	23.26614647
884	23.19887056
885	23.19472753
886	23.18734438
887	23.18106768
888	23.17671541
889	23.12967301
890	23.07982752
891	23.01090985
892	23.00695894
893	22.95817751
894	22.89696397
895	22.89184817
896	22.88754569
897	22.85352302
898	22.78861444
899	22.78384443
900	22.76367972
901	22.75900176
902	22.72000258
903	22.71675205
904	22.68281047
905	22.67860679
906	22.60663792
907	22.51624661
908	22.42619302
909	22.38005511
910	22.3405126
911	22.33646721
912	22.28946719
913	22.18734321
914	22.16420555
915	22.12387215
916	22.11928843
917	22.05738547
918	22.0536798
919	22.04956719
920	22.03318812
921	22.01895278
922	21.96764119
923	21.90619488
924	21.84005462
925	21.82017773
926	21.76484421
927	21.70510034
928	21.67493801
929	21.62330095
930	21.61907674
931	21.61554243
932	21.56862904
933	21.48517866
934	21.46930077
935	21.40556021
936	21.31457649
937	21.26969034
938	21.19389496
939	21.1666471
940	21.07669714
941	21.07315954
942	21.06914287
943	21.06514508
944	21.00604205
945	20.93140396
946	20.84903141
947	20.84520292
948	20.80439939
949	20.80079493
950	20.74739341
951	20.6387097
952	20.59121697
953	20.5869906
954	20.53579871
955	20.51442797
956	20.43517327
957	20.3827394
958	20.34650188
959	20.34278546
960	20.28857794
961	20.24527671
962	20.20850038
963	20.14752384
964	20.09022641
965	20.08745712
966	20.06166194
967	20.02827175
968	19.94720771
969	19.891489
970	19.88768171
971	19.83861897
972	19.79076877
973	19.73340748
974	19.72998957
975	19.70534534
976	19.66546324
977	19.59047083
978	19.53775794
979	19.51863713
980	19.46248761
981	19.39865638
982	19.34089652
983	19.33788978
984	19.28023121
985	19.26244224
986	19.25942902
987	19.24549983
988	19.2060507
989	19.13999015
990	19.09707998
991	19.0571393
992	19.05459142
993	18.98716939
994	18.91691228
995	18.91373263
996	18.9102113
997	18.84779457
998	18.79046092
999	18.72482617
