단지코드,지역,단지명,도로명주소,전용면적,임대료,임대보증금
C2033,울산광역시,달동 주공3단지,울산광역시 남구 번영로107번길 5,15.0,160687.00747417472,5632056.399080842
C2033,울산광역시,달동 주공3단지,울산광역시 남구 번영로107번길 5,16.57,163946.26937484567,5791094.93838683
C2033,울산광역시,달동 주공3단지,울산광역시 남구 번영로107번길 5,18.38,167703.76239409047,5974445.101535771
C2033,울산광역시,달동 주공3단지,울산광역시 남구 번영로107번길 5,20.9,168000.0,7040000.0
C2033,울산광역시,달동 주공3단지,울산광역시 남구 번영로107번길 5,21.94,197000.0,4728000.0
C2033,울산광역시,달동 주공3단지,울산광역시 남구 번영로107번길 5,23.35,260200.0,11680000.0
C2033,울산광역시,달동 주공3단지,울산광역시 남구 번영로107번길 5,26.25,116800.0,4920000.0
C2033,울산광역시,달동 주공3단지,울산광역시 남구 번영로107번길 5,28.5,188712.5078939565,6999585.24024698
C2033,울산광역시,달동 주공3단지,울산광역시 남구 번영로107번길 5,33.15,168000.0,7040000.0
C2033,울산광역시,달동 주공3단지,울산광역시 남구 번영로107번길 5,33.31,198697.88989537506,7486830.701432842
C2033,울산광역시,달동 주공3단지,울산광역시 남구 번영로107번길 5,33.39,198863.96693489968,7494934.57604716
C2033,울산광역시,달동 주공3단지,울산광역시 남구 번영로107번길 5,33.51,179000.0,4296000.0
C2033,울산광역시,달동 주공3단지,울산광역시 남구 번영로107번길 5,40.39,213395.70789330505,8204023.604799972
C2033,울산광역시,달동 주공3단지,울산광역시 남구 번영로107번길 5,61.89,276600.0,11470000.0
C2033,울산광역시,달동 주공3단지,울산광역시 남구 번영로107번길 5,401.5,0.0,0.0
C1812,울산광역시,울산화정주공,울산광역시 동구 월봉10길 16,9.96,19978.33698030635,643424.5076586438
C1812,울산광역시,울산화정주공,울산광역시 동구 월봉10길 16,13.07,28303.428154631656,919037.1991247269
C1812,울산광역시,울산화정주공,울산광역시 동구 월봉10길 16,13.59,29695.404814004374,965120.3501094095
C1812,울산광역시,울산화정주공,울산광역시 동구 월봉10길 16,14.25,31462.14442013129,1023610.503282276
C1812,울산광역시,울산화정주공,울산광역시 동구 월봉10길 16,19.15,44578.847556528075,1457855.5798687092
C1812,울산광역시,울산화정주공,울산광역시 동구 월봉10길 16,22.89,54590.371991247266,1789299.7811816195
C1812,울산광역시,울산화정주공,울산광역시 동구 월봉10길 16,23.25,55554.048140043764,1821203.5010940921
C1812,울산광역시,울산화정주공,울산광역시 동구 월봉10길 16,27.75,67600.0,2220000.0
C1812,울산광역시,울산화정주공,울산광역시 동구 월봉10길 16,28.19,68777.82640408461,2258993.435448578
C1812,울산광역시,울산화정주공,울산광역시 동구 월봉10길 16,42.35,106682.42159008024,3513873.0853391686
C1812,울산광역시,울산화정주공,울산광역시 동구 월봉10길 16,55.17,141000.0,4650000.0
C1812,울산광역시,울산화정주공,울산광역시 동구 월봉10길 16,248.56,0.0,0.0
C1812,울산광역시,울산화정주공,울산광역시 동구 월봉10길 16,253.71,0.0,0.0
C2253,강원도,명륜주공2차아파트,강원도 원주시 예술관길 31,13.77,146500.0,3516000.0
C2253,강원도,명륜주공2차아파트,강원도 원주시 예술관길 31,22.89,189988.5693849628,6329467.475511795
C2253,강원도,명륜주공2차아파트,강원도 원주시 예술관길 31,22.91,189995.23424784382,6330719.028568036
C2253,강원도,명륜주공2차아파트,강원도 원주시 예술관길 31,23.79,190288.48821460942,6385787.363042647
C2253,강원도,명륜주공2차아파트,강원도 원주시 예술관길 31,23.86,263000.0,10180000.0
C2253,강원도,명륜주공2차아파트,강원도 원주시 예술관길 31,24.19,190421.7854722301,6410818.424167471
C2253,강원도,명륜주공2차아파트,강원도 원주시 예술관길 31,27.75,119000.0,2856000.0
C2253,강원도,명륜주공2차아파트,강원도 원주시 예술관길 31,28.19,191754.7580484373,6661129.035415704
C2253,강원도,명륜주공2차아파트,강원도 원주시 예술관길 31,28.69,270000.0,10450000.0
C2253,강원도,명륜주공2차아파트,강원도 원주시 예술관길 31,28.93,192001.35797503564,6707436.498496627
C2253,강원도,명륜주공2차아파트,강원도 원주시 예술관길 31,42.35,166000.0,6540000.0
C2253,강원도,명륜주공2차아파트,강원도 원주시 예술관길 31,42.4,174000.0,6860000.0
C2253,강원도,명륜주공2차아파트,강원도 원주시 예술관길 31,55.17,216000.0,8520000.0
C2253,강원도,명륜주공2차아파트,강원도 원주시 예술관길 31,55.5,200855.62831249187,8370124.733713021
C2253,강원도,명륜주공2차아파트,강원도 원주시 예술관길 31,82.92,209993.15532239212,10086003.973819662
C2253,강원도,명륜주공2차아파트,강원도 원주시 예술관길 31,248.56,0.0,0.0
C1729,강원도,춘천효자8단지,강원도 춘천시 공지로 234-16,13.02,132000.0,5120000.0
C1729,강원도,춘천효자8단지,강원도 춘천시 공지로 234-16,18.54,132000.0,5120000.0
C1729,강원도,춘천효자8단지,강원도 춘천시 공지로 234-16,19.08,132000.0,5120000.0
C1729,강원도,춘천효자8단지,강원도 춘천시 공지로 234-16,21.86,132000.0,5120000.0
C1729,강원도,춘천효자8단지,강원도 춘천시 공지로 234-16,22.28,132000.0,5120000.0
C1729,강원도,춘천효자8단지,강원도 춘천시 공지로 234-16,23.4,132000.0,5120000.0
C1729,강원도,춘천효자8단지,강원도 춘천시 공지로 234-16,27.57,132000.0,5120000.0
C1729,강원도,춘천효자8단지,강원도 춘천시 공지로 234-16,32.21,132000.0,5120000.0
C1729,강원도,춘천효자8단지,강원도 춘천시 공지로 234-16,32.46,132000.0,5120000.0
C1729,강원도,춘천효자8단지,강원도 춘천시 공지로 234-16,34.86,132000.0,5120000.0
C1729,강원도,춘천효자8단지,강원도 춘천시 공지로 234-16,35.76,132000.0,5120000.0
C1729,강원도,춘천효자8단지,강원도 춘천시 공지로 234-16,50.08,132000.0,5120000.0
C1729,강원도,춘천효자8단지,강원도 춘천시 공지로 234-16,240.22,0.0,0.0
