단지코드,지역,단지명,도로명주소,전용면적,임대료,임대보증금
C2597,부산광역시,동삼주공1단지,부산광역시 영도구 동삼북로 2,55.5,8889670.060517866,118137.38566360991
C2597,부산광역시,동삼주공1단지,부산광역시 영도구 동삼북로 2,248.56,,
C2310,부산광역시,덕천주공2단지,부산광역시 북구 덕천로 74,38.0,8310000.0,120800.0
C2310,부산광역시,덕천주공2단지,부산광역시 북구 덕천로 74,37.26,7776000.0,324000.0
C2310,부산광역시,덕천주공2단지,부산광역시 북구 덕천로 74,37.41,13570000.0,220200.0
C2310,부산광역시,덕천주공2단지,부산광역시 북구 덕천로 74,37.49,13570000.0,220200.0
C2310,부산광역시,덕천주공2단지,부산광역시 북구 덕천로 74,37.95,8310000.0,120800.0
C2310,부산광역시,덕천주공2단지,부산광역시 북구 덕천로 74,38.04,8310000.0,120800.0
C2310,부산광역시,덕천주공2단지,부산광역시 북구 덕천로 74,39.33,16950000.0,262900.0
C2310,부산광역시,덕천주공2단지,부산광역시 북구 덕천로 74,54.51,6144000.0,256000.0
C2310,부산광역시,덕천주공2단지,부산광역시 북구 덕천로 74,54.6,6144000.0,256000.0
C2310,부산광역시,덕천주공2단지,부산광역시 북구 덕천로 74,54.61,6144000.0,256000.0
C2310,부산광역시,덕천주공2단지,부산광역시 북구 덕천로 74,75.98,407772.6786083728,327623.1968876571
C2310,부산광역시,덕천주공2단지,부산광역시 북구 덕천로 74,583.4,,
C2132,부산광역시,모라주공3단지,부산광역시 사상구 모라로192번길 20-21,15.0,3500000.0,52000.0
C2132,부산광역시,모라주공3단지,부산광역시 사상구 모라로192번길 20-21,38.0,8560319.110201105,197363.76327902847
C2132,부산광역시,모라주공3단지,부산광역시 사상구 모라로192번길 20-21,16.57,7452000.0,104600.0
C2132,부산광역시,모라주공3단지,부산광역시 사상구 모라로192번길 20-21,18.38,4478000.0,64700.0
C2132,부산광역시,모라주공3단지,부산광역시 사상구 모라로192번길 20-21,20.9,9190000.0,129200.0
C2132,부산광역시,모라주공3단지,부산광역시 사상구 모라로192번길 20-21,21.94,9190000.0,129200.0
C2132,부산광역시,모라주공3단지,부산광역시 사상구 모라로192번길 20-21,23.35,12873000.0,180800.0
C2132,부산광역시,모라주공3단지,부산광역시 사상구 모라로192번길 20-21,26.25,5950000.0,91200.0
C2132,부산광역시,모라주공3단지,부산광역시 사상구 모라로192번길 20-21,28.38,6906000.0,97700.0
C2132,부산광역시,모라주공3단지,부산광역시 사상구 모라로192번길 20-21,28.5,5568000.0,232000.0
C2132,부산광역시,모라주공3단지,부산광역시 사상구 모라로192번길 20-21,33.15,9190000.0,129200.0
C2132,부산광역시,모라주공3단지,부산광역시 사상구 모라로192번길 20-21,33.31,8130000.0,115000.0
C2132,부산광역시,모라주공3단지,부산광역시 사상구 모라로192번길 20-21,33.39,8130000.0,115000.0
C2132,부산광역시,모라주공3단지,부산광역시 사상구 모라로192번길 20-21,33.51,8162000.0,115400.0
C2132,부산광역시,모라주공3단지,부산광역시 사상구 모라로192번길 20-21,37.26,8498740.257630445,193276.5284848988
C2132,부산광역시,모라주공3단지,부산광역시 사상구 모라로192번길 20-21,37.41,8511222.45747585,194105.02202424943
C2132,부산광역시,모라주공3단지,부산광역시 사상구 모라로192번길 20-21,37.49,8517879.630726732,194546.8852452364
C2132,부산광역시,모라주공3단지,부산광역시 사상구 모라로192번길 20-21,37.95,8556158.376919305,197087.5987659116
C2132,부산광역시,모라주공3단지,부산광역시 사상구 모라로192번길 20-21,38.04,8563647.696826547,197584.69488952195
C2132,부산광역시,모라주공3단지,부산광역시 사상구 모라로192번길 20-21,39.33,8670994.615497021,204709.7393279372
C2132,부산광역시,모라주공3단지,부산광역시 사상구 모라로192번길 20-21,40.39,7896000.0,329000.0
C2132,부산광역시,모라주공3단지,부산광역시 사상구 모라로192번길 20-21,54.51,9934193.239851903,288553.28551021876
C2132,부산광역시,모라주공3단지,부산광역시 사상구 모라로192번길 20-21,54.6,9941682.559759144,289050.3816338292
C2132,부산광역시,모라주공3단지,부산광역시 사상구 모라로192번길 20-21,54.61,9942514.706415504,289105.61453645263
C2132,부산광역시,모라주공3단지,부산광역시 사상구 모라로192번길 20-21,75.98,11720812.11105739,407138.3274426026
C2132,부산광역시,모라주공3단지,부산광역시 사상구 모라로192번길 20-21,407.97,81594000.0,1246500.0
C2132,부산광역시,모라주공3단지,부산광역시 사상구 모라로192번길 20-21,583.4,81594000.0,1246500.0
C1439,부산광역시,주공아파트,부산광역시 해운대구 신반송로 200,15.0,1670000.0,25600.0
C1439,부산광역시,주공아파트,부산광역시 해운대구 신반송로 200,19.25,4303285.3025936615,66354.68299711819
C1439,부산광역시,주공아파트,부산광역시 해운대구 신반송로 200,22.89,6558616.7146974085,101259.87031700293
C1439,부산광역시,주공아파트,부산광역시 해운대구 신반송로 200,23.88,7172017.291066282,110753.31412103747
C1439,부산광역시,주공아파트,부산광역시 해운대구 신반송로 200,23.91,7190605.187319886,111040.99423631131
C1439,부산광역시,주공아파트,부산광역시 해운대구 신반송로 200,24.38,7481815.561959656,115547.98270893375
C1439,부산광역시,주공아파트,부산광역시 해운대구 신반송로 200,27.5,9414956.772334296,145466.7146974064
C1439,부산광역시,주공아파트,부산광역시 해운대구 신반송로 200,27.75,9569855.907780984,147864.04899135453
C1439,부산광역시,주공아파트,부산광역시 해운대구 신반송로 200,28.19,9842478.38616715,152083.35734870326
C1439,부산광역시,주공아파트,부산광역시 해운대구 신반송로 200,28.88,10270000.0,158700.0
C1439,부산광역시,주공아파트,부산광역시 해운대구 신반송로 200,42.35,18615965.41786744,287868.3717579252
C1439,부산광역시,주공아파트,부산광역시 해운대구 신반송로 200,42.4,18646945.244956773,288347.8386167148
C1439,부산광역시,주공아파트,부산광역시 해운대구 신반송로 200,55.17,26559193.08357349,410803.6743515852
C1439,부산광역시,주공아파트,부산광역시 해운대구 신반송로 200,55.5,26763659.94236312,413968.1556195967
C1439,부산광역시,주공아파트,부산광역시 해운대구 신반송로 200,248.56,,
C1899,경상남도,사천벌리1주공,경상남도 사천시 주공1길 50,32.1,9150000.0,223100.0
C1056,제주특별자치도,동홍 주공3단지,제주특별자치도 서귀포시 태평로512번길 9,31.84,4250000.0,69750.0
C2644,충청남도,석림주공3단지,충청남도 서산시 석림4로 83,48.9,13610000.0,317700.0
C2644,충청남도,석림주공3단지,충청남도 서산시 석림4로 83,49.72,14900000.0,347800.0
C1925,강원도,춘천효자8 단지,강원도 춘천시 공지로 234-16,32.1,133000.0,5162000.0
C1925,강원도,춘천효자8 단지,강원도 춘천시 공지로 234-16,72.16,301400.0,11604000.0
C1874,충청남도,공주옥룡주공1차아파트,충청남도 공주시 우금티로 709-12,12.62,129005.61911037525,5025220.384753905
C1874,충청남도,공주옥룡주공1차아파트,충청남도 공주시 우금티로 709-12,17.4,131585.0,5274500.0
C1874,충청남도,공주옥룡주공1차아파트,충청남도 공주시 우금티로 709-12,22.89,150487.16980081325,5986420.660991701
C1874,충청남도,공주옥룡주공1차아파트,충청남도 공주시 우금티로 709-12,23.13,188700.0,7480000.0
C1874,충청남도,공주옥룡주공1차아파트,충청남도 공주시 우금티로 709-12,23.25,151240.17449882274,6020114.1468189275
C1874,충청남도,공주옥룡주공1차아파트,충청남도 공주시 우금티로 709-12,27.75,109700.0,4390000.0
C1874,충청남도,공주옥룡주공1차아파트,충청남도 공주시 우금티로 709-12,28.19,118100.0,4730000.0
C1874,충청남도,공주옥룡주공1차아파트,충청남도 공주시 우금티로 709-12,34.8,283900.0,11260000.0
C1874,충청남도,공주옥룡주공1차아파트,충청남도 공주시 우금티로 709-12,42.35,158920.0,6811999.0
C1874,충청남도,공주옥룡주공1차아파트,충청남도 공주시 우금티로 709-12,42.4,179200.0,7180000.0
C1874,충청남도,공주옥룡주공1차아파트,충청남도 공주시 우금티로 709-12,49.37,205874.84869884612,8464763.729616515
C1874,충청남도,공주옥룡주공1차아파트,충청남도 공주시 우금티로 709-12,55.17,218006.5910556661,9007603.223499594
C1874,충청남도,공주옥룡주공1차아파트,충청남도 공주시 우금티로 709-12,55.5,218696.8453621748,9038488.918841217
C2416,경상남도,김해구산주공1단지아파트,경상남도 김해시 가락로 222,19.69,177500.0,7520000.0
C2416,경상남도,김해구산주공1단지아파트,경상남도 김해시 가락로 222,27.12,172632.6193691896,7281560.954320825
C2416,경상남도,김해구산주공1단지아파트,경상남도 김해시 가락로 222,32.54,168615.15253741265,7035739.289561883
C2416,경상남도,김해구산주공1단지아파트,경상남도 김해시 가락로 222,36.43,167100.0,7070000.0
C2416,경상남도,김해구산주공1단지아파트,경상남도 김해시 가락로 222,46.89,157978.5014237597,6384901.487109702
C2416,경상남도,김해구산주공1단지아파트,경상남도 김해시 가락로 222,49.99,155680.68829119357,6244302.379959753
C2416,경상남도,김해구산주공1단지아파트,경상남도 김해시 가락로 222,51.14,154100.0,6080000.0
C2416,경상남도,김해구산주공1단지아파트,경상남도 김해시 가락로 222,317.17,0.0,0.0
C2621,대전광역시,대전둔산3,대전광역시 서구 월평북로 11,31.84,552100.0,21330000.0
C2621,대전광역시,대전둔산3,대전광역시 서구 월평북로 11,63.68,1104200.0,42660000.0
C2621,대전광역시,대전둔산3,대전광역시 서구 월평북로 11,137.49,0.0,0.0
C1616,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,38.0,339233.7461482253,11470453.475249415
C1616,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,37.26,336571.9385827887,11473847.556582525
C1616,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,37.41,337111.49417037715,11473159.56712311
C1616,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,37.49,544180.0,19590000.0
C1616,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,37.95,235000.0,5600000.0
C1616,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,38.04,233900.0,9120000.0
C1616,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,39.33,344017.80569150986,11464353.302042613
C1616,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,54.51,398620.8311554651,11394728.768749915
C1616,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,54.61,398980.53488052415,11394270.109110305
C1616,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,54.91,400059.6460557011,11392894.130191475
C1616,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,75.98,478600.0,11400000.0
C1616,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,109.11,0.0,0.0
C1616,대전광역시,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34,583.4,1500000.0,95000000.0
C1704,대전광역시,대전산내주공아파트,대전광역시 동구 산내로 1352-25,31.84,104660.0,3767000.0
C1704,대전광역시,대전산내주공아파트,대전광역시 동구 산내로 1352-25,126.65,255690.0,9205000.0
C2258,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,19.0,107900.0,2600000.0
C2258,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,14.1,70960.0,1710000.0
C2258,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,19.31,287470.0,6270000.0
C2258,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,21.19,184478.22509809688,4895906.961219965
C2258,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,22.95,198438.92519483023,5167586.99292333
C2258,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,23.4,337500.0,12150000.0
C2258,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,27.23,134230.0,3230000.0
C2258,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,31.85,269035.64727490256,6541423.516877849
C2258,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,32.29,174700.0,4200000.0
C2258,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,35.13,173750.0,4180000.0
C2258,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,36.47,486060.0,10602000.0
C2258,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,50.08,413639.9442995898,9355472.936168958
C2258,대전광역시,중촌주공2단지,대전광역시 중구 대전천서로 695,240.22,1565700.0,37800000.0
C2038,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,19.0,75294.20151205854,2528093.55047474
C2038,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,14.1,47210.0,1898000.0
C2038,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,19.31,76597.93556167831,2565536.1152811917
C2038,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,21.19,84504.45173356595,2792607.15346226
C2038,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,22.95,91906.29666043945,3005184.295589216
C2038,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,23.4,93798.81382924234,3059536.405792131
C2038,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,27.23,124700.0,3600000.0
C2038,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,31.85,129336.08066565215,4080148.252935759
C2038,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,32.29,145400.0,4200000.0
C2038,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,35.13,121600.0,4370000.0
C2038,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,36.47,148765.92359869517,4638163.25101902
C2038,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,50.08,206004.0539707114,6282012.628489408
C2038,대전광역시,대전판암3,대전광역시 동구 옥천로 152-9,240.22,0.0,0.0
C1859,대전광역시,대전판암4,대전광역시 동구 동부로 56-7,38.0,447189.6745027125,19579475.92676311
C1859,대전광역시,대전판암4,대전광역시 동구 동부로 56-7,31.84,104346.13019891408,24304672.129294794
C1859,대전광역시,대전판암4,대전광역시 동구 동부로 56-7,37.26,406003.92405063263,20147113.1329114
C1859,대전광역시,대전판암4,대전광역시 동구 동부로 56-7,37.41,356100.0,22625000.0
C1859,대전광역시,대전판암4,대전광역시 동구 동부로 56-7,37.49,479590.0,17265000.0
C1859,대전광역시,대전판암4,대전광역시 동구 동부로 56-7,37.95,444406.85352622037,19617829.792043395
C1859,대전광역시,대전판암4,대전광역시 동구 동부로 56-7,38.04,449415.93128390587,19548792.83453888
C1859,대전광역시,대전판암4,대전광역시 동구 동부로 56-7,39.33,518680.0,18672000.0
C1859,대전광역시,대전판암4,대전광역시 동구 동부로 56-7,54.51,1366077.1609403274,6915029.611211471
C1859,대전광역시,대전판암4,대전광역시 동구 동부로 56-7,54.6,1371086.238698013,6845992.653706945
C1859,대전광역시,대전판암4,대전광역시 동구 동부로 56-7,54.61,1371642.802893311,6838321.880650893
C1859,대전광역시,대전판암4,대전광역시 동구 동부로 56-7,75.98,894143.9860188445,39148646.86619634
C1859,대전광역시,대전판암4,대전광역시 동구 동부로 56-7,126.65,218930.0,7881000.0
C1859,대전광역시,대전판암4,대전광역시 동구 동부로 56-7,583.4,6865538.318549537,300596480.41246307
C1722,강원도,동해천곡 주공5차,강원도 동해시 동굴로 15,32.1,125400.0,4958000.0
C1722,강원도,동해천곡 주공5차,강원도 동해시 동굴로 15,72.16,285640.0,11201834.48275862
C2190,경상남도,중리주공1단지아파트,경상남도 창원시 마산회원구 내서읍 상곡로 49,16.0,102500.0,4680000.0
C2190,경상남도,중리주공1단지아파트,경상남도 창원시 마산회원구 내서읍 상곡로 49,14.17,90100.0,3940000.0
C2190,경상남도,중리주공1단지아파트,경상남도 창원시 마산회원구 내서읍 상곡로 49,18.9,126600.0,5530000.0
C2190,경상남도,중리주공1단지아파트,경상남도 창원시 마산회원구 내서읍 상곡로 49,20.52,179772.83757835548,7461416.238986071
C2190,경상남도,중리주공1단지아파트,경상남도 창원시 마산회원구 내서읍 상곡로 49,22.97,336000.0,14790000.0
C2190,경상남도,중리주공1단지아파트,경상남도 창원시 마산회원구 내서읍 상곡로 49,23.4,314300.0,13170000.0
C2190,경상남도,중리주공1단지아파트,경상남도 창원시 마산회원구 내서읍 상곡로 49,25.88,183400.0,6602000.0
C2190,경상남도,중리주공1단지아파트,경상남도 창원시 마산회원구 내서읍 상곡로 49,27.3,196500.0,7074000.0
C2190,경상남도,중리주공1단지아파트,경상남도 창원시 마산회원구 내서읍 상곡로 49,29.62,209600.0,7545000.0
C2190,경상남도,중리주공1단지아파트,경상남도 창원시 마산회원구 내서읍 상곡로 49,30.62,250820.46952722914,9569550.930689815
C2190,경상남도,중리주공1단지아파트,경상남도 창원시 마산회원구 내서읍 상곡로 49,35.91,288032.5460628273,10673712.56624554
C2190,경상남도,중리주공1단지아파트,경상남도 창원시 마산회원구 내서읍 상곡로 49,44.63,327600.0,11793000.0
C2190,경상남도,중리주공1단지아파트,경상남도 창원시 마산회원구 내서읍 상곡로 49,46.8,364637.36902552383,12946740.961557794
C1476,경상남도,밀양가곡1,경상남도 밀양시 중앙로 47,32.1,204800.0,8740000.0
C1476,경상남도,밀양가곡1,경상남도 밀양시 중앙로 47,72.16,183500.0,7570000.0
C1983,충청남도,명천주공2단지,충청남도 보령시 주공로 50,31.84,104700.0,4510000.0
C1983,충청남도,명천주공2단지,충청남도 보령시 주공로 50,63.68,157300.0,6255000.0
C1983,충청남도,명천주공2단지,충청남도 보령시 주공로 50,126.65,209900.0,8000000.0
C2135,부산광역시,부산금곡주공1단지,부산광역시 북구 효열로 268,14.1,199088.1866518304,3376359.527092338
C2135,부산광역시,부산금곡주공1단지,부산광역시 북구 효열로 268,18.98,189500.0,615000.0
C2135,부산광역시,부산금곡주공1단지,부산광역시 북구 효열로 268,19.36,182682.8872759668,5589035.101832189
C2135,부산광역시,부산금곡주공1단지,부산광역시 북구 효열로 268,21.46,176133.24303845468,6472422.688705512
C2135,부산광역시,부산금곡주공1단지,부산광역시 북구 효열로 268,22.83,97700.0,6150000.0
C2135,부산광역시,부산금곡주공1단지,부산광역시 북구 효열로 268,23.4,240500.0,15370000.0
C2135,부산광역시,부산금곡주공1단지,부산광역시 북구 효열로 268,27.55,157139.27474966965,9034246.690638153
C2135,부산광역시,부산금곡주공1단지,부산광역시 북구 효열로 268,29.17,152086.69205216033,9715717.114797575
C2135,부산광역시,부산금곡주공1단지,부산광역시 북구 효열로 268,31.92,143509.77697922784,10872534.192845976
C2135,부산광역시,부산금곡주공1단지,부산광역시 북구 효열로 268,32.6,139500.0,8790000.0
C2135,부산광역시,부산금곡주공1단지,부산광역시 북구 효열로 268,36.57,129006.99331045107,12828606.706636908
C2135,부산광역시,부산금곡주공1단지,부산광역시 북구 효열로 268,50.08,86870.94871579,18511733.51552196
C2135,부산광역시,부산금곡주공1단지,부산광역시 북구 효열로 268,240.22,0.0,0.0
C2034,부산광역시,부산금곡주공2단지,부산광역시 북구 금곡대로616번길 10-9,14.1,77500.0,5270000.0
C2034,부산광역시,부산금곡주공2단지,부산광역시 북구 금곡대로616번길 10-9,18.98,80000.0,4970000.0
C2034,부산광역시,부산금곡주공2단지,부산광역시 북구 금곡대로616번길 10-9,19.36,113131.08218346795,7982523.020251407
C2034,부산광역시,부산금곡주공2단지,부산광역시 북구 금곡대로616번길 10-9,21.46,117582.55060453936,8219789.1270650225
C2034,부산광역시,부산금곡주공2단지,부산광역시 북구 금곡대로616번길 10-9,22.83,64830.0,5340000.0
C2034,부산광역시,부산금곡주공2단지,부산광역시 북구 금곡대로616번길 10-9,23.4,121694.85952686248,8438977.816216648
C2034,부산광역시,부산금곡주공2단지,부산광역시 북구 금곡대로616번길 10-9,27.55,130491.80902564648,8907860.836824508
C2034,부산광역시,부산금곡주공2단지,부산광역시 북구 금곡대로616번길 10-9,29.17,144700.0,9840000.0
C2034,부산광역시,부산금곡주공2단지,부산광역시 북구 금곡대로616번길 10-9,31.92,139755.1028352094,9401600.306717604
C2034,부산광역시,부산금곡주공2단지,부산광역시 북구 금곡대로616번길 10-9,32.1,143900.0,9790000.0
C2034,부산광역시,부산금곡주공2단지,부산광역시 북구 금곡대로616번길 10-9,32.6,143900.0,9790000.0
C2034,부산광역시,부산금곡주공2단지,부산광역시 북구 금곡대로616번길 10-9,36.57,294600.0,20350000.0
C2034,부산광역시,부산금곡주공2단지,부산광역시 북구 금곡대로616번길 10-9,50.08,178249.70594314128,11453387.211353442
C2034,부산광역시,부산금곡주공2단지,부산광역시 북구 금곡대로616번길 10-9,72.26,175500.0,10230000.0
C2034,부산광역시,부산금곡주공2단지,부산광역시 북구 금곡대로616번길 10-9,240.22,0.0,0.0
C1109,부산광역시,덕천주공2단지,부산광역시 북구 덕천로 74,30.0,272024.26546026603,9828546.4793228
C1109,부산광역시,덕천주공2단지,부산광역시 북구 덕천로 74,21.85,275044.25868566165,11086806.64638628
C1109,부산광역시,덕천주공2단지,부산광역시 북구 덕천로 74,21.94,275010.90906722174,11072911.748835886
C1109,부산광역시,덕천주공2단지,부산광역시 북구 덕천로 74,21.98,274996.0870145817,11066736.23881349
C1109,부산광역시,덕천주공2단지,부산광역시 북구 덕천로 74,22.24,274899.74367242184,11026595.423667906
C1109,부산광역시,덕천주공2단지,부산광역시 북구 덕천로 74,23.35,274488.43171166244,10855225.020546377
C1109,부산광역시,덕천주공2단지,부산광역시 북구 덕천로 74,25.98,273513.88175058377,10449185.236573745
C1109,부산광역시,덕천주공2단지,부산광역시 북구 덕천로 74,26.53,273310.0785267841,10364271.97376578
C1109,부산광역시,덕천주공2단지,부산광역시 북구 덕천로 74,28.38,272624.55859218515,10078654.635229897
C1109,부산광역시,덕천주공2단지,부산광역시 북구 덕천로 74,28.45,272598.62000006513,10067847.4926907
C1109,부산광역시,덕천주공2단지,부산광역시 북구 덕천로 74,33.39,270768.0964990278,9305172.004924614
C1109,부산광역시,덕천주공2단지,부산광역시 북구 덕천로 74,33.51,270723.63034110784,9286645.474857423
C1109,부산광역시,덕천주공2단지,부산광역시 북구 덕천로 74,36.76,269519.3385641096,8784885.28553763
C1109,부산광역시,덕천주공2단지,부산광역시 북구 덕천로 74,52.5,263686.860850278,6354822.091724233
C1109,부산광역시,덕천주공2단지,부산광역시 북구 덕천로 74,401.5,0.0,0.0
C1775,제주특별자치도,제주아라주공아파트,제주특별자치도 제주시 인다12길 2,31.84,229800.0,91660000.0
C1775,제주특별자치도,제주아라주공아파트,제주특별자치도 제주시 인다12길 1,31.84,229800.0,91660000.0
C1775,제주특별자치도,제주아라주공아파트,제주특별자치도 제주시 인다12길 2,137.49,992311.6206,395801928.4
C1775,제주특별자치도,제주아라주공아파트,제주특별자치도 제주시 인다12길 1,137.49,992311.6206,395801928.4
C1790,경상남도,진주가좌주공아파트,경상남도 진주시 가호로 26,15.0,143392.05873099048,6002579.031758098
C1790,경상남도,진주가좌주공아파트,경상남도 진주시 가호로 26,19.15,157212.20408708046,6574183.415558427
C1790,경상남도,진주가좌주공아파트,경상남도 진주시 가호로 26,19.25,159500.0,6670000.0
C1790,경상남도,진주가좌주공아파트,경상남도 진주시 가호로 26,22.89,169666.98568509892,7089316.040959205
C1790,경상남도,진주가좌주공아파트,경상남도 진주시 가호로 26,23.25,170865.8416677959,7138900.999553933
C1790,경상남도,진주가좌주공아파트,경상남도 진주시 가호로 26,23.88,172963.83963751554,7225674.677094704
C1790,경상남도,진주가좌주공아파트,경상남도 진주시 가호로 26,23.91,173063.74430274032,7229806.756977599
C1790,경상남도,진주가좌주공아파트,경상남도 진주시 가호로 26,24.38,174628.91739126138,7294542.675142936
C1790,경상남도,진주가좌주공아파트,경상남도 진주시 가호로 26,27.5,185019.00257463503,7724278.9829639075
C1790,경상남도,진주가좌주공아파트,경상남도 진주시 가호로 26,27.75,143500.0,5980000.0
C1790,경상남도,진주가좌주공아파트,경상남도 진주시 가호로 26,28.19,146000.0,6080000.0
C1790,경상남도,진주가좌주공아파트,경상남도 진주시 가호로 26,28.88,275600.0,11530000.0
C1790,경상남도,진주가좌주공아파트,경상남도 진주시 가호로 26,42.35,230200.0,9590000.0
C1790,경상남도,진주가좌주공아파트,경상남도 진주시 가호로 26,55.17,277164.40546692663,11535433.994953087
C1790,경상남도,진주가좌주공아파트,경상남도 진주시 가호로 26,82.92,369576.2207998176,15357607.886629986
C1790,경상남도,진주가좌주공아파트,경상남도 진주시 가호로 26,248.56,0.0,0.0
C2109,경상남도,진주평거 주공2단지,경상남도 진주시 진양호로125번길 6,31.84,146400.0,5650000.0
C2109,경상남도,진주평거 주공2단지,경상남도 진주시 진양호로125번길 6,126.65,261250.0,8086000.0
C1698,경상남도,진해자은주공아파트,경상남도 창원시 진해구 진해대로901번길 11,32.1,157500.0,6620000.0
C1004,충청남도,주공6단지2차아파트,충청남도 천안시 서북구 쌍용대로 289-28,19.0,136200.86527534097,5731254.890438361
C1004,충청남도,주공6단지2차아파트,충청남도 천안시 서북구 쌍용대로 289-28,14.1,130572.38838928756,5206365.16428748
