단지명,도로명주소,위도,경도
정관신도시휴먼시아1단지,부산광역시 기장군 정관읍 정관4로 23,129.168081704618,35.3263937007063
제주아라주공아파트,제주특별자치도 제주시 인다12길 2,,
제주으뜸마을,제주특별자치도 제주시 진군1길 3,126.481502456653,33.4782787803149
제주화북 주공3단지,제주특별자치도 제주시 동화로1길 35,126.577082874753,33.5200790699234
진주가좌주공아파트,경상남도 진주시 가호로 26,128.10987950232305,35.16201919854728
진주평거 주공2단지,경상남도 진주시 진양호로125번길 6,128.05379801007948,35.16910229253018
진해자은주공아파트,경상남도 창원시 진해구 진해대로901번길 11,128.708078278682,35.1500493226726
창녕주공아파트,경상남도 창녕군 창녕읍 말흘5길 33,128.504926933693,35.5360539925952
백석주공그린빌3차,충청남도 천안시 서북구 백석3로 70,127.11926815857822,36.8209585899009
주공6단지2차아파트,충청남도 천안시 서북구 쌍용대로 289-28,127.133737691249,36.8239970540574
쌍용주공7단지1차아파트,충청남도 천안시 서북구 쌍용11길 57,127.126107624884,36.8026274534785
청양읍내2휴먼시아,충청남도 청양군 청양읍 고리섬들길 53,126.799144775919,36.4483307451826
석사주공3단지아파트,강원도 춘천시 후석로228번길 47,127.75766572882232,37.87114677836847
철암주공아파트,강원도 태백시 삼방길 40,129.040935317223,37.1158508536332
통영도남주공아파트,경상남도 통영시 발개로 153,128.4217322467,34.8266093993851
홍성남장2 주공아파트,충청남도 홍성군 홍성읍 문화로72번길 72,126.66586626249482,36.58994263005826
제주삼화 휴먼시아1단지,제주특별자치도 제주시 화삼북로2길 12,126.57491947685604,33.51608302156131
강저휴먼시아3단지,충청북도 제천시 청풍호로10길 18,128.20064255224,37.1199011645428
여수죽림휴먼시아1단지,전라남도 여수시 소라면 덕양로 97-9,127.63485696016554,34.76864197407875
여수죽림휴먼시아2차,전라남도 여수시 소라면 죽림로 38,127.640062474139,34.7648865358262
음성맹동휴먼시아,충청북도 음성군 맹동면 대동로 26,127.56453758833946,36.92891915488254
고령다산휴먼시아 3단지,경상북도 고령군 다산면 평리6길 30,128.452326202339,35.8292787620425
순창풍산 휴먼시아,전라북도 순창군 풍산면 풍산로 499,127.172757467358,35.3493474008614
부천범박 휴먼시아1단지,경기도 부천시 양지로 20,126.81479991391879,37.478049356274
남원금동2 휴먼시아,전라북도 남원시 가방뜰길 57,127.369359280453,35.4002484910302
원주무실 주공8단지,강원도 원주시 무실로 300,127.93171389266652,37.33584879221909
사천용현휴먼시아아파트,경상남도 사천시 용현면 진삼로 580,128.06288695094,35.00925179528803
진천벽암 휴먼시아,충청북도 진천군 진천읍 문화로 237-19,127.437012757791,36.8610721066216
부산지사휴먼시아,부산광역시 강서구 과학산단2로20번길 35,128.833707711425,35.1516949304858
첨단휴먼시아1단지,광주광역시 북구 첨단연신로 250,126.857604369625,35.2083839047182
첨단휴먼시아2단지,광주광역시 북구 첨단연신로 245,126.859857112397,35.2088552358168
양산금산휴먼시아,경상남도 양산시 동면 금산2길 12,129.025902230073,35.3018695894355
구미옥계 휴먼시아2단지,경상북도 구미시 옥계북로 43-52,128.425185873841,36.142561884033
무안성내휴먼시아,전라남도 무안군 무안읍 공항로 75-9,126.4739004291471,34.992639804479474
광교마을 41단지,경기도 용인시 수지구 광교마을로 90,127.074238930199,37.2963230790934
강릉회산주공아파트,강원도 강릉시 강변로 94,128.87928279519952,37.743907922890095
거창소만 주공아파트,경상남도 거창군 거창읍 소만2길 62,127.92296885174652,35.694898803096855
경산사동 휴먼시아 1단지,경상북도 경산시 백자로10길 57,128.75919031289718,35.80871270295293
경산사동 휴먼시아 2단지,경상북도 경산시 솔숲길 100,128.7616308530879,35.80801732930073
경산진량휴먼시아,경상북도 경산시 진량읍 금호강변로 830-3,128.82271955876328,35.90637095410233
고령다산주공1차아파트,경상북도 고령군 다산면 상곡길 28,128.450305746386,35.823330221295
고성동외 주공아파트,경상남도 고성군 고성읍 동외로47번길 12,128.33033369145738,34.967164045151456
고창읍내 휴먼시아,전라북도 고창군 고창읍 성산로 19,126.695383089524,35.4385007181209
고촌휴먼시아1단지,부산광역시 기장군 철마면 고촌로44번길 16,129.1682151080938,35.2415666384966
광명소하 휴먼시아6단지,경기도 광명시 소하로 161,126.890306606284,37.4473109708413
마동주공아파트,전라남도 광양시 진등6길 31,127.689384206748,34.9565465998658
동천마을6단지,광주광역시 서구 하남대로710번길 5,126.87150656227698,35.1701567868864
송화마을 휴먼시아1단지,광주광역시 남구 효우로60번길 50,126.900367094159,35.1092662987165
광주송화마을휴먼시아2단지,광주광역시 남구 효우로60번길 37,126.90062819236611,35.10742772458955
송화마을 휴먼시아3단지,광주광역시 남구 효우로60번길 10,126.90347028305494,35.11012691044084
아름마을 휴먼시아2단지,광주광역시 광산구 수등로123번길 22,126.822984003765,35.1840918508925
장자울마을 휴먼시아5단지,광주광역시 광산구 풍영로145번길 42,126.81148054053689,35.18492176519033
신용주공아파트,광주광역시 북구 연양로7번길 58,126.86917842943173,35.20913607123726
광주연제,광주광역시 북구 양산제로 110,126.87004429111622,35.20264726915688
광주용두2,광주광역시 북구 하서로483번길 22,126.875106178374,35.2166415713314
용봉주공아파트,광주광역시 북구 매곡로 20,126.895771056552,35.1867758680317
죽림마을,광주광역시 북구 유림로160번길 5,126.86602283636522,35.17725804419886
삼학주공,전라북도 군산시 미원로 61,126.711646671065,35.9787714301629
상리 주공 2단지 아파트,충청남도 금산군 금산읍 비단로 338,127.48443548846721,36.11110645122539
김천덕곡주공아파트,경상북도 김천시 무실7길 38,128.15717087864755,36.11279381824512
율곡마을 주공2단지 아파트,경상남도 김해시 율하1로 7,128.805501420768,35.1734484327457
김해 월산마을 주공14단지아파트,경상남도 김해시 월산로 81-14,128.803135185606,35.2030612141492
김해월산마을 주공11단지,경상남도 김해시 월산로 103,128.802160139773,35.2040526376969
진영휴먼시아아파트,경상남도 김해시 진영읍 김해대로 462,128.740317619969,35.3043857560737
남양주장현 휴먼시아3단지,경기도 남양주시 진접읍 금강로 1554-20,127.195486100426,37.7282482406566
남양주 진접 휴먼시아16단지,경기도 남양주시 진접읍 해밀예당3로 67,127.19648344684983,37.715888867240935
남양주 진접 휴먼시아17단지,경기도 남양주시 진접읍 해밀예당3로 37,127.197473743481,37.712960855853
남양주 퇴계원 주공3단지,경기도 남양주시 퇴계원읍 퇴계원로 120-11,127.14488549129005,37.65755594191933
남양주 퇴계원 주공4단지,경기도 남양주시 퇴계원읍 도제원로 116,127.14570909806872,37.65798829943887
남양주호평 주공20단지,경기도 남양주시 늘을1로 31,127.23901957720852,37.65416013571261
반석마을 8단지,대전광역시 유성구 반석동로 82,127.31164218760934,36.39460330408033
달성용계주공아파트,대구광역시 달성군 가창면 가창로216길 25,128.62464958614,35.8029001211775
대구서재휴먼시아,대구광역시 달성군 다사읍 서재로14길 2,128.496395993967,35.8689558837842
장기주공아파트,대구광역시 달서구 용산로 88,128.5316328249711,35.845816167214934
대전낭월 석천들마을,대전광역시 동구 산내로1257번길 40,127.467278695271,36.2775235381604
새들뫼 휴먼시아 2단지,대전광역시 동구 계족로 135,127.44306634178143,36.326690355590785
봉산 휴먼시아 2단지,대전광역시 유성구 와룡로136번길 75,127.38518308224975,36.439230743028624
송내주공3단지,경기도 동두천시 중앙로 41,127.05069980570391,37.88721865352271
동해묵호주공아파트,강원도 동해시 해맞이길 215,129.11349296224236,37.5595977489677
동해천곡6차아파트,강원도 동해시 평릉1길 37,129.100568132249,37.5282909272647
목포옥암주공1차아파트,전라남도 목포시 당가두로38번길 11,126.44055494794972,34.80995161486175
목포 포미타운 주공3단지아파트,전라남도 목포시 관해로5번길 29,126.39987198792,34.8191557080087
보령죽정주공,충청남도 보령시 지장골길 37,126.604427562915,36.3581241631101
내리휴먼시아1단지,부산광역시 기장군 기장읍 소정안길 68,129.205138109153,35.2074530834966
부안서외 주공아파트,전라북도 부안군 부안읍 부풍로 122,126.730262620676,35.7207426689773
여월휴먼시아2단지,경기도 부천시 여월로 65,126.80440602593085,37.51297359852973
사천용강 주공2단지아파트,경상남도 사천시 용강길 37,128.08267156727814,34.946693988737074
사천진사 주공아파트,경상남도 사천시 사남면 조동길 60,128.06595465615,35.0626049328755
관악산휴먼시아 3단지,서울특별시 관악구 난곡로 63,126.91852992413868,37.46072284721564
서천사곡휴먼시아,충청남도 서천군 서천읍 사곡로 17,126.68571067681482,36.084686728576905
섬마을휴먼시아2단지아파트,경기도 성남시 중원구 도촌남로 24,127.15093632808284,37.41348100318768
섬마을휴먼시아4단지아파트,경기도 성남시 중원구 도촌남로 69,127.155742695609,37.415092998348
섬마을휴먼시아8단지아파트,경기도 성남시 중원구 도촌남로 134,127.16054394831,37.4120951949278
섬마을휴먼시아9단지아파트,경기도 성남시 중원구 도촌남로 148,127.164979550668,37.4114763959296
봇들마을 5단지,경기도 성남시 분당구 대왕판교로644번길 65,127.11432275070939,37.400799676701624
송정 휴먼시아2단지,부산광역시 해운대구 해운대로 1188,129.20559817891785,35.19117753848096
순창경천 주공아파트,전라북도 순창군 순창읍 경천1로 102,127.141730379283,35.3687474096638
참샘마을휴먼시아,전라남도 순천시 고지1길 57,127.48226929451862,34.984240746312594
배들마을 선평주공2단지,전라남도 순천시 서면 강청길 80,127.50292986386947,34.98701878643823
연향주공아파트,전라남도 순천시 팔마1길 26,127.51345883039,34.9356512285659
안동옥동주공6단지,경상북도 안동시 옥서1길 46,128.6963561820953,36.56259510088288
안산신길휴먼시아2단지아파트,경기도 안산시 단원구 삼일로 13,126.779471855446,37.3347663777533
안산신길 휴먼시아5단지,경기도 안산시 단원구 신길로 94,126.78911100539557,37.3387124399594
안산신길 휴먼시아7단지,경기도 안산시 단원구 신길로 50,126.78888050161866,37.33397982194077
안산신길 휴먼시아9단지,경기도 안산시 단원구 도일로 26,126.78582417280137,37.33260836748122
안산팔곡주공아파트,경기도 안산시 상록구 정동1길 7,126.8867525965042,37.29850512920297
양산물금 휴먼시아 7단지아파트,경상남도 양산시 양주로 58,129.0317757396158,35.331009629107854
양주가납 주공아파트,경기도 양주시 광적면 삼일로65번길 156,126.98255720315558,37.82872951167129
산내들마을 휴먼시아4단지,경기도 양주시 고읍로 64,127.077974957757,37.7966633210321
은빛마을 휴먼시아7단지,경기도 양주시 고읍북로 78,127.08589020994155,37.795991105776956
은빛마을 휴먼시아8단지,경기도 양주시 고읍북로 120,127.085865053701,37.7938756683599
행복한마을 덕정주공8단지,경기도 양주시 고암길 172-14,127.0758150656652,37.832963416348896
휴먼시아,경기도 양주시 백석읍 고릉말로46번길 12,126.999618481769,37.8010749987718
여수무선 주공3단지,전라남도 여수시 덕양로 157,127.63637224643445,34.77364944105762
영광도동휴먼시아,전라남도 영광군 영광읍 물무로 227,126.51469668111129,35.2700226188246
예천대심주공아파트,경상북도 예천군 예천읍 봉덕로 52,128.44134485055875,36.652939716420754
물푸레마을2단지아파트,경기도 용인시 기흥구 구성3로 37,127.14957125471511,37.29546254619677
물푸레마을5단지아파트,경기도 용인시 기흥구 구성3로 38,127.15144014440254,37.295503419468446
백현마을주공7단지아파트,경기도 용인시 기흥구 동백8로 103,127.16317735245904,37.28449876979869
초당마을주공3단지아파트,경기도 용인시 기흥구 동백중앙로 41,127.162688131877,37.260481323643
호수마을주공3단지아파트,경기도 용인시 기흥구 동백8로 64,127.15763264907676,37.28396385843567
한보라마을4단지휴먼시아아파트,경기도 용인시 기흥구 한보라1로43번길 23,127.111439245266,37.2501930735135
한보라마을7단지휴먼시아아파트,경기도 용인시 기흥구 한보라2로 168,127.10848851649006,37.24479675658952
녹원마을새천년그린빌주공3단지아파트,경기도 용인시 기흥구 새천년로16번길 16,127.110403540382,37.2881314711908
내대지마을주공2단지아파트,경기도 용인시 수지구 대지로 158,127.12680643254109,37.329252678493376
내대지마을주공5단지아파트,경기도 용인시 수지구 디지털벨리로 21,127.132846283792,37.3298335239103
흥덕마을휴먼시아1단지아파트(101동~109동),경기도 용인시 기흥구 흥덕1로79번길 7,127.068981885126,37.2751194133424
흥덕마을 휴먼시아 3단지 아파트,경기도 용인시 기흥구 흥덕2로 80,127.07502018451167,37.27439851270741
흥덕마을 휴먼시아 4단지 아파트,경기도 용인시 기흥구 흥덕2로 46,127.07415593741,37.2715157273044
울산구영 주공2단지,울산광역시 울주군 범서읍 점촌3길 23,129.239213728523,35.572272661365
울산매곡휴먼시아,울산광역시 북구 신천로 60,129.351190257913,35.6427963929528
울진읍내휴먼시아,경상북도 울진군 울진읍 월변2길 56-21,129.39585778121221,36.99148292699064
원주개운LH2단지아파트,강원도 원주시 개운로 20,127.95330489133843,37.33802207662559
원주개운LH3단지아파트,강원도 원주시 남원로606번길 22,127.9533636235024,37.33659802698201
원주무실 주공7단지,강원도 원주시 시청로 40,127.92213983044844,37.33855292390887
원주봉화산주공아파트,강원도 원주시 백간길 16,127.924294180922,37.351179824266
율하휴먼시아 15단지,대구광역시 동구 금호강변로3길 9,128.69067164338793,35.86926374745216
율하휴먼시아 6단지,대구광역시 동구 안심로16길 45,128.694470547151,35.8639268895607
율하휴먼시아 7단지,대구광역시 동구 안심로22길 55,128.697477089659,35.8641259389727
율현마을 주공 12단지 아파트,경상남도 김해시 율하2로 178,128.819629949439,35.1695375115437
음성금왕 3단지주공아파트,충청북도 음성군 금왕읍 무극로324번길 15,127.59866401371674,36.99291307220403
의령서동 주공아파트,경상남도 의령군 의령읍 의병로9길 25-6,128.255148217196,35.3213353216251
장안마을주공아파트,경기도 의왕시 신장승길 12,126.95579744144517,37.3198857661361
청계마을 휴먼시아3단지,경기도 의왕시 청계1로 28,126.99970074024466,37.39268808060127
청계마을 휴먼시아6단지,경기도 의왕시 청계1로 9,126.999932245222,37.390302172828
이천갈산주공아파트,경기도 이천시 영창로314번길 51,127.45909672964494,37.281396286233516
갈산휴먼시아3단지아파트,경기도 이천시 영창로 315,127.45698831666361,37.28180450282852
송백마을 익산부송주공,전라북도 익산시 부송1로 123,126.995550379339,35.9593500690523
임실이도주공아파트,전라북도 임실군 임실읍 운수로 33-17,127.285510099511,35.6150582309673
영천주공아파트,전라남도 장성군 장성읍 문화로 23,126.775771841496,35.2984304074922
장수북동 휴먼시아,전라북도 장수군 장수읍 관두길 16,127.518102971481,35.6524318351573
장항원수휴먼시아,충청남도 서천군 장항읍 장항로 285,126.70664992467934,36.00706879123439
전주효자 휴먼시아5단지,전라북도 전주시 완산구 호암로 87,127.103210798118,35.8094755438523
전주효자 휴먼시아6단지,전라북도 전주시 완산구 호암로 88,127.10288611297942,35.80737317760299
정든마을 LH3단지,제주특별자치도 제주시 정존11길 68,126.47288842129012,33.489382512796276
고한주공아파트,강원도 정선군 고한읍 고한10길 30,128.857203239599,37.2002839779703
봉양주공1차아파트,강원도 정선군 정선읍 녹송로 23-34,128.670521173041,37.3792909518125
정읍농소주공아파트,전라북도 정읍시 서부산업도로 409,126.84977753481618,35.582780595906776
정읍신태인주공아파트,전라북도 정읍시 신태인읍 호남철로 32-13,126.884777697489,35.6944273669591
제주도련 LH아파트,제주특별자치도 제주시 도련2길 14,126.58938238440875,33.507662236963
제주한림 LH아파트,제주특별자치도 제주시 한림읍 대림4길 20,126.266160105394,33.4195761123045
제천강저 휴먼시아1단지,충청북도 제천시 청풍호로7길 20,128.20509538728913,37.124056485607554
제천장락 3주공아파트,충청북도 제천시 장락로 130,128.22576638929,37.1535452577072
죽곡휴먼시아1단지,대구광역시 달성군 다사읍 대실역북로1길 6,128.466609376644,35.8595285705419
증평송산 휴먼시아2단지,충청북도 증평군 증평읍 송산로 53,127.576285937312,36.7899190284642
장동주공아파트,충청북도 증평군 증평읍 증평로 31-11,127.589945749853,36.7870514413554
진주가좌 주공3단지아파트,경상남도 진주시 진주대로568번길 12,128.109729752378,35.1568930617873
진해자은 주공3단지아파트,경상남도 창원시 진해구 진해대로975번길 23,128.709415606925,35.1434803530683
도계휴먼시아아파트,경상남도 창원시 의창구 원이대로82번길 15-15,128.6358120043665,35.25409330332453
송정주공아파트,경상남도 창원시 의창구 동읍 용정길 26,128.70159423367275,35.27793229158769
동송 주공아파트,강원도 철원군 동송읍 이평2로10번길 40,127.223283995872,38.2022915091615
청원내수 주공아파트,충청북도 청주시 청원구 내수읍 청암로 35,127.53417124945445,36.72331646861697
가로수마을휴먼시아아파트,충청북도 청주시 흥덕구 서현중로32번길 23,127.43259238500865,36.621293637058145
춘천거두 주공아파트,강원도 춘천시 동내면 거두택지길 88,127.760226276288,37.8562099592877
춘천만천엘에이치아파트,강원도 춘천시 동면 후석로326번길 96,127.759549970383,37.8837539445194
퇴계8단지 주공아파트,강원도 춘천시 승지골길16번길 48,127.74587921297542,37.8478401515709
퇴계9단지 주공아파트,강원도 춘천시 안마산로 244,127.739765776768,37.8477525851534
충주연수주공6단지아파트,충청북도 충주시 금곡서1길 5,127.9401160710526,36.98891128831908
충주연수 주공7단지,충청북도 충주시 갱고개로 230,127.93935718484308,36.99150331017675
죽림주공아파트,경상남도 통영시 광도면 죽림1로 17-18,128.41543378916677,34.878090825794104
평택안중1,경기도 평택시 안중읍 안현로서6길 61,126.92243136615694,36.98356632508046
반지마을 주공3단지,경기도 평택시 이충로35번길 51,127.067689527774,37.0577329793178
도항가야 주공2단지아파트,경상남도 함안군 가야읍 성내북길 57,128.398470819178,35.2772360273657
함양교산 휴먼시아,경상남도 함양군 함양읍 함양로 1246,127.73284349754324,35.5289167247877
음성감곡휴먼시아,충청북도 음성군 감곡면 오향로 31,127.646564228166,37.1098499223698
성화휴먼시아4단지,충청북도 청주시 서원구 장전로 11,127.45079584671133,36.617712644353325
신완마을 휴먼시아 6단지,광주광역시 광산구 풍영로329번길 51,126.81178549584102,35.19931865286665
영천주공2차아파트,전라남도 장성군 장성읍 문화로 21-34,126.7762294009106,35.29716172205321
익산배산 휴먼시아5단지,전라북도 익산시 선화로1길 57-32,126.93636715399698,35.95679899549622
광명신촌 휴먼시아2단지,경기도 광명시 소하로 189,126.89357919903647,37.447440104777925
도안마을1단지,대전광역시 유성구 도안대로 560,127.34224347211764,36.35040713230049
경주건천휴먼시아,경상북도 경주시 건천읍 대곡용명길 27,129.10908591342962,35.84743378142078
신완마을 휴먼시아7단지,광주광역시 광산구 풍영로329번길 50,126.81277742890305,35.20155914885958
도안 휴먼시아 10단지,대전광역시 유성구 원신흥로 37,127.34048632522192,36.33958901664464
영암용앙휴먼시아2단지,전라남도 영암군 삼호읍 삼호중앙로 222,126.47544085454066,34.74562692683373
봉림휴먼시아1단지아파트,경상남도 창원시 의창구 소봉로 50,128.66999336256507,35.254260756311616
동편마을1단지,경기도 안양시 동안구 동편로 120,126.96721542166414,37.41173112092588
봉림휴먼시아2단지아파트,경상남도 창원시 의창구 대봉로 25,128.66569531369012,35.25103957778443
증평송산 1휴먼시아,충청북도 증평군 증평읍 송산로 35,127.574820724523,36.789947744751
양산소주 휴먼시아 아파트,경상남도 양산시 번영로 435,129.155795141193,35.4091845986069
포일숲속마을2단지,경기도 의왕시 이미로 17,126.98774815410638,37.401250758103885
LH 별빛마을 3단지,경기도 남양주시 별내5로 22,127.115886320109,37.6497629652724
청주율량2 LH 1단지,충청북도 청주시 청원구 율량로 17,127.488600264711,36.6737254480478
엘에이치 서초4단지,서울특별시 서초구 양재대로2길 33,127.02365429826015,37.45845999131226
경주외동아파트,경상북도 경주시 외동읍 본동길 14,129.3308485475346,35.714638262324385
영양동부아파트,경상북도 영양군 영양읍 영양창수로 93,129.12426761111846,36.662716838202485
영천망정휴먼시아5단지,경상북도 영천시 망정로 80,128.952498702923,35.9832268683941
양산가촌 휴먼시아아파트,경상남도 양산시 물금읍 가촌로 155,128.9958468679327,35.323813372495835
서천종천휴먼시아,충청남도 서천군 종천면 충서로302번길 88-34,126.656989794097,36.1113163467879
장흥건산휴먼시아2단지,전라남도 장흥군 장흥읍 북부로 3,126.903423829906,34.6842089664931
함안칠원 휴먼시아아파트,경상남도 함안군 칠원읍 구성길 141,128.522660983132,35.3037359157795
포남엘에이치 1단지,강원도 강릉시 경강로2301번길 6,128.91347677663867,37.76824870200079
동편마을2단지,경기도 안양시 동안구 동편로 80,126.97321125076238,37.41149836640925
평택소사벌2,경기도 평택시 경기대로 508,127.09796220180544,37.00508352554548
부산범천아파트,부산광역시 부산진구 신암로 66,129.05491581978333,35.14750417612039
포항장량휴먼시아5단지,경상북도 포항시 북구 장량중앙로 117,129.3944665220322,36.09027006573839
(NHF제15호)화성남양뉴타운(1단지 루나포레),경기도 화성시 남양읍 역골동로 152,126.83120351971803,37.21425726455499
강남 A5BL (LH강남힐스테이트),서울특별시 강남구 자곡로3길 21,127.08918058201952,37.47178169513862
논산내동2휴먼시아,충청남도 논산시 대학로65번길 19,127.103976519161,36.1796414818541
LH호평1단지,경기도 남양주시 늘을1로 107,127.2400672388512,37.662429003594944
괘법LH아파트,부산광역시 사상구 광장로21번길 66,128.980018466174,35.1666580958345
LH 별가람마을 1-3단지,경기도 남양주시 덕송3로 12,127.11482252839824,37.66832061685631
강남LH3단지,서울특별시 강남구 자곡로3길 22,127.09085584689772,37.47077128745827
춘천장학LH아파트,강원도 춘천시 동면 소양강로 100,127.751146925685,37.8957937983815
밀양내이아파트,경상남도 밀양시 창밀로 3535,128.73651341927444,35.50687290811859
엘에이치 서초 3단지,서울특별시 서초구 양재대로2길 34,127.021850360663,37.4583702373696
청주율량2 LH 2단지,충청북도 청주시 청원구 율량로 47,127.4913194295501,36.67420086680632
영주가흥4단지아파트,경상북도 영주시 가흥로 345-27,128.60964218421535,36.82633414252064
삼성마을LH1단지,경기도 군포시 삼성로 79,126.9349432154887,37.3416684942379
부산정관 5단지(A-19BL),부산광역시 기장군 정관읍 산단2로 60,129.1859216933032,35.3184633018533
해남해리아파트,전라남도 해남군 해남읍 교육청길 41,126.61008508009236,34.56747861534208
대전노은(3)지구 1단지,대전광역시 유성구 지족로190번길 15,127.30334115882461,36.382242579548404
전북혁신 엘에이치 10단지,전라북도 완주군 이서면 갈산1로 12,127.05399374347911,35.834936785229466
음성금석아파트,충청북도 음성군 금왕읍 대금로 1557-13,127.603927885043,36.9921979906932
천년나무7단지,충청북도 진천군 덕산읍 연미로 131,127.5298795517364,36.907056328328665
서울강남 A7BL (LH강남아이파크),서울특별시 강남구 자곡로 175,127.101393788617,37.4748352798466
거제하청 10년 공공임대,경상남도 거제시 하청면 거제북로 554,128.65768754725477,34.95770701092882
경북혁신 Ab-8블록 보금자리주택 공공임대,경상북도 김천시 혁신4로 72,128.18909359799423,36.12034468813282
빛가람LH3,전라남도 나주시 그린로 154,126.782804326431,35.0091685005543
빛가람1단지,전라남도 나주시 그린로 63,126.77827733981779,35.015725962522964
