submit,y1,y2,y3,y6
293.99133864255316,288.50226206631265,288.7600188566239,273.52688018102316,267.08091274229264
591.5528072828206,586.5001976455495,611.5063940374182,654.3969062236989,682.5538324732904
1169.73754155466,1231.7049960474735,1289.3904551417893,1215.5533602294004,1116.6310468648755
848.3420986611815,884.6223817302623,884.7120260837552,847.1595247821916,928.0503762868843
903.824686825482,966.7023817954248,881.5679513146135,936.3943266991388,902.8120447992967
788.0989301426166,798.7909653455603,780.9058823726223,869.637318590944,857.7634217314253
162.94581201073615,200.52836528428108,212.19708055460487,204.32454178869116,186.1061380626196
109.17419950325187,209.5780150429364,180.9458021905637,202.10494272920462,170.44501963032542
597.5437856137263,644.7186957871869,602.8061042803372,684.1601094458482,648.8996481020964
810.9897598614612,981.0816753015663,947.753703361157,983.8857545947862,1014.1627833801167
1463.6919115120968,1558.7770209788746,1473.8453136212622,1447.8751277140325,1459.0124775730224
551.2976879308628,548.3763984215155,556.529538009311,570.6438979040628,639.637533450016
919.303918013566,821.7277772368684,795.1173139742817,779.2576837331998,856.4867526730502
699.7396618406441,875.0203545197072,858.2846105382205,876.1646149965206,855.1248253200979
302.1222479243081,322.71069830865383,273.56402374559195,308.73069613330125,327.54528578479085
841.7603743877044,707.2874141266159,647.8299423200415,689.372436677072,705.4149222847159
272.50297144607146,246.8754909500013,276.0294561670613,277.5870281320533,246.17499810424277
378.75209395698806,438.54263582673553,463.6350669354756,426.5233782798332,434.06615172676567
584.1761966891006,531.3843713354855,614.2330877626059,609.064417464738,693.3923284850082
77.35042612010557,109.44409898894872,140.65905124288173,142.12840375100734,99.81355382454285
91.14877899277712,133.70552236947964,115.20030384575813,117.13508311764718,150.12309373825974
543.2076344355507,512.2860712986759,565.5009227523886,566.688471953989,564.6934851378966
558.7011456393633,550.3772835826875,558.3898809971147,532.5231992815197,533.663285182773
238.5214074990734,253.22132008978025,277.33238175490305,282.33965995938496,259.2159193005183
248.89379199316502,243.1237282453141,234.41607361805262,240.14026932989003,228.4288066216905
277.52514891982446,263.3233202321486,304.45883059362245,264.70534870329004,269.2270932721457
411.0626600235996,427.46933849823034,454.61191792891856,470.49126817648767,444.5396721670537
420.775532245044,606.7086306298247,575.0474618254149,544.2351291341121,533.8342748852009
499.09405443070193,487.6626532302459,458.7259834072658,503.26443581358393,495.23751721171743
127.33942984354995,147.49491484048892,158.2942302831483,134.21040422803222,109.61790754524304
89.55025262236649,99.85423374127777,95.59141783429249,108.6821820405833,110.45958166568732
129.29486608442107,104.61549947317765,141.91742944045558,127.93748188710168,137.08014792534766
242.6207471287805,187.3336033034426,164.3151486798473,126.997005452296,183.64161620907345
298.46579398999484,340.1649562055515,304.6715837956013,288.5413745638475,338.45901448418107
231.8749732165728,242.06820951157158,236.49130371412272,263.1629090223885,229.9287733582948
467.13485093225995,436.56581092146735,518.801904124928,504.8200918102372,529.9110112398648
106.95341984569285,20.046014579292148,14.004299937919825,13.476724158157142,30.478059508104877
350.7475258268862,409.2847877723455,420.13350061816396,481.9213231187449,383.6164766912351
266.08717661583376,265.7252368448848,247.1589607276992,275.79429367433374,268.54412495657635
