단지코드,지하철역,버스정류장,등록차량수,연면적,위도,경도,총인구수,세대당_인구,공가수_비율,세대당_가능주차면수,0~19 인구수,20~39 인구수,40~69 인구수,70세이상 인구수,sub_0,sub_1,sub_dist_0,sub_dist_1,sub_dist_2,type_0,type_1,type_2,type_3,type_8,type_9,type_10,type_11,type_12,type_13,apt임대료min,apt임대료25%,apt임대료50%,apt임대료75%,apt임대료max,apt임대보증금min,apt임대보증금25%,apt임대보증금50%,apt임대보증금75%,apt임대보증금max,store임대료min,store임대료25%,store임대료50%,store임대료75%,store임대료max,store임대보증금min,store임대보증금25%,store임대보증금50%,store임대보증금75%,store임대보증금max,apt전용면적min,apt전용면적25%,apt전용면적50%,apt전용면적75%,apt전용면적max,store전용면적mean,store전용면적std
C1312,0.0,3.0,359.0,108.54,126.58847878766242,36.98098165179281,9700.0,1.67,0.023166023166023165,1.0173745173745175,46.78020618556701,106.69731958762884,272.9379381443299,91.58453608247423,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,122210.0,122210.0,126575.0,135620.0,149660.0,17460000.0,17460000.0,18707000.0,22137250.0,28687000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.72,39.915,40.765,42.887499999999996,46.9,0.0,0.0
C1874,0.0,2.0,62.0,1237.9,127.134080250622,36.4481793066215,7940.0,1.89,0.0032310177705977385,0.1567043618739903,65.79798488664986,116.70566750629723,316.90617128463475,119.59017632241809,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,69900.0,69900.0,69900.0,76460.0,83020.0,3141000.0,3141000.0,3141000.0,3436000.0,3731000.0,109700.0,109700.0,131585.0,188700.0,283900.0,4390000.0,4390000.0,5274500.0,7480000.0,11260000.0,26.37,26.37,26.37,28.845,31.32,31.215555555555554,11.559260467871747
C2650,0.0,4.0,159.0,307.9770000000001,129.21290213879686,35.25432472707646,52662.0,2.08,0.014857142857142857,0.704,122.90408643803882,195.82906080285593,429.2089172458319,127.05793551327334,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,104930.0,123280.0,141630.0,141630.0,141630.0,11492000.0,12853500.0,14215000.0,14253500.0,14292000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.44,40.765,45.09,45.205,45.32,0.0,0.0
C2416,0.0,5.0,63.0,1174.25,128.87624540581,35.2461443032142,80359.0,2.6,0.0,0.275,121.63914433977526,140.42683457982307,265.01375079331495,32.9202702870867,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,69820.0,72565.0,75310.0,78055.0,80800.0,3138000.0,3261250.0,3384500.0,3507750.0,3631000.0,154100.0,157404.04814061816,167857.57626870633,173849.4645268922,17255414.387524653,6080000.0,6349751.710322214,7052869.644780941,7341170.715740618,71158781.22604504,26.34,27.375,28.41,29.445,30.48,72.62125,99.44718633346474
C2013,0.0,3.0,91.0,3368.84,128.802133835456,35.197495878045004,36313.0,2.54,0.005042016806722689,0.8554621848739495,141.09396084047032,143.1421254096329,277.731115578443,33.03279817145375,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,37360.0,37360.0,37360.0,41270.0,45180.0,13930000.0,13930000.0,13930000.0,15749000.0,17568000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.02,36.2,36.38,41.13,45.88,0.0,0.0
C1424,1.0,7.0,179.0,8597.232,127.330835593709,36.29688931630358,33120.0,2.515,0.0032,0.8272,142.4082880434783,184.8203502415459,261.4639945652174,36.307367149758456,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,198980.0,212040.0,225100.0,225100.0,225100.0,14247000.0,17210000.0,20173000.0,20688000.0,21203000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.99,44.97,49.95,49.95,49.95,0.0,0.0
C2100,1.0,5.0,671.0,203.8,127.3424999499111,36.29625448135917,33120.0,2.515,0.004545454545454545,0.8363636363636363,200.51086956521746,260.2270531400966,368.14130434782606,51.1207729468599,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,89210.0,89210.0,100365.0,111520.0,111520.0,22307000.0,22307000.0,25096000.0,27885000.0,27885000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.51,51.667500000000004,55.905,59.9325,59.99,0.0,0.0
C2621,1.0,4.0,133.0,1799.19,127.37073298347131,36.36376899104686,15925.333333333336,2.1466666666666665,0.01862464183381089,0.1984240687679083,216.34259879437374,394.5827193569994,654.5795378432687,130.49514400535833,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,79980.0,79980.0,87485.0,159960.0,159960.0,5787000.0,5787000.0,6330000.0,11574000.0,11574000.0,552100.0,552100.0,552100.0,552100.0,3127681.097083678,21330000.0,21330000.0,21330000.0,21330000.0,59875725.73718488,26.37,26.37,28.845,52.74,52.74,45.589,33.80558482788836
C2520,1.0,2.0,386.0,7783.03,127.39650439044024,36.30811656235957,17700.5,2.33,0.002061855670103093,0.4329896907216495,174.4854665122454,220.7920680206774,449.2562356995566,125.4662297675207,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,177500.0,177500.0,177500.0,177500.0,177500.0,13155000.0,13155000.0,13155000.0,13155000.0,13155000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.69,39.69,39.69,39.69,39.69,0.0,0.0
C2319,1.0,12.0,266.0,215.2,127.30987313244043,36.391214098452615,31207.0,2.645,0.0016501650165016502,0.9042904290429042,147.76675104944405,156.3692440798539,265.0266927291954,36.837312141506715,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,236220.0,236407.5,236590.0,245980.0,273790.0,17389000.0,17401000.0,17414000.0,18061000.0,19975000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.86,51.897499999999994,51.935,53.8625,59.57,0.0,0.0
C1616,1.0,2.0,98.0,9087.95,127.425592056753,36.3712393898,14735.5,2.2750000000000004,0.0006635700066357001,0.27007299270072993,220.8009908045197,360.3484442333141,750.7131417325508,175.13742322961554,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,28140.0,54060.0,79980.0,87485.0,94990.0,5787000.0,6330000.0,6873000.0,30456500.0,54040000.0,233900.0,337111.49417037715,344017.80569150986,399520.0904681126,1500000.0,5600000.0,11394499.43893011,11464353.302042613,11473159.56712311,95000000.0,26.37,28.845,31.32,35.82,40.32,75.1278947368421,124.4121125122714
C1704,1.0,7.0,131.0,46.28,127.468358514393,36.2846386541322,20849.0,2.45,0.053208137715179966,0.2535211267605634,138.4719650822581,129.79831166962447,295.36395030936734,75.36577293875006,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,119190.0,119485.0,119780.0,120075.0,120370.0,8625000.0,8646250.0,8667500.0,8688750.0,8710000.0,104660.0,104660.0,104660.0,104660.0,255690.0,3767000.0,3767000.0,3767000.0,3767000.0,9205000.0,39.3,39.397499999999994,39.495,39.5925,39.69,38.16066666666666,24.47983673692835
C2258,1.0,3.0,78.0,4224.78,127.41017978417507,36.34449331985525,12978.0,2.09,0.013471502590673576,0.29740932642487045,134.58545230389893,212.21374633995993,477.1463245492372,141.054476806904,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,79980.0,87485.0,94990.0,108640.0,122290.0,5787000.0,6330000.0,6873000.0,7860500.0,8848000.0,70960.0,174700.0,269035.64727490256,337500.0,1565700.0,1710000.0,4200000.0,6270000.0,12150000.0,37800000.0,26.37,28.845,31.32,35.82,40.32,39.09470588235294,52.52457783238803
C1032,1.0,2.0,316.0,9075.983,127.446682505255,36.3147849625444,24779.0,2.59,0.006342494714587738,1.0422832980972516,220.05504661205052,205.4712458129868,432.3600629565357,88.11364461842689,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,118580.0,159172.5,187260.0,220027.5,230950.0,16852000.0,24031750.0,28714000.0,33395500.0,34956000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.65,47.8125,51.88,57.9725,59.99,0.0,0.0
C2038,1.0,10.0,108.0,32.75,127.45809050894138,36.31648647041364,10515.0,1.875,0.008917197452229299,0.1910828025477707,87.60794103661438,165.13742272943415,383.5413694721826,148.7132667617689,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,79980.0,87485.0,94990.0,108640.0,122290.0,5787000.0,6330000.0,6873000.0,7860500.0,8848000.0,47210.0,84504.45173356595,93798.81382924234,129336.08066565215,11205052.20642808,1898000.0,2792607.15346226,3059536.405792131,4200000.0,66326684.61057426,26.37,28.845,31.32,35.82,40.32,39.09470588235294,52.52457783238803
C1859,1.0,4.0,116.0,740.15,127.46005841781329,36.32164806366987,10515.0,1.875,0.00041254125412541255,0.2009075907590759,270.52439372325256,509.92753209700425,1184.336661911555,459.21141226818827,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,79980.0,79980.0,79980.0,94990.0,159960.0,5787000.0,5787000.0,5787000.0,6873000.0,11574000.0,104346.13019891408,104346.13019891408,356100.0,518680.0,6865538.318549537,6838321.880650893,18672000.0,22625000.0,24304672.1292948,300596480.41246307,26.37,26.37,26.37,31.32,52.74,57.12685714285715,93.28416039718856
C1722,0.0,6.0,649.0,1225.75,129.10547385488312,37.51630337948946,30441.0,2.26,0.0012360939431396785,0.3263288009888752,155.97454091521308,183.7464603659538,391.83653625045173,77.44246246838145,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,125000.0,138130.0,189240.0,221030.0,221030.0,7744000.0,8813000.0,10043000.0,13101000.0,13101000.0,125400.0,125400.0,125400.0,125400.0,285640.0,4958000.0,4958000.0,4958000.0,4958000.0,11201834.48275862,26.37,31.32,37.67,49.69,49.69,38.776666666666664,16.35442651598235
C1850,0.0,4.0,254.0,2302.5619133426944,128.503017070691,35.22900938495479,63921.0,2.56,0.0,0.5824742268041238,77.48345614117426,87.79030365607547,191.96958745952034,30.75665274322992,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,212540.0,228480.0,244420.0,244420.0,244420.0,11620000.0,13019000.0,14418000.0,14418000.0,14418000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.74,44.68,49.62,49.62,49.62,0.0,0.0
C2190,0.0,2.0,129.0,2114.618364648274,128.499758114294,35.243145273898705,63921.0,2.56,0.006910167818361303,0.175715695952616,202.29572440981835,229.20509691650633,501.1989487023044,80.3002299713709,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,69900.0,69900.0,69900.0,73180.0,83020.0,3141000.0,3141000.0,3141000.0,3288500.0,3731000.0,90100.0,183400.0,288032.5460628273,314300.0,364637.36902552383,3940000.0,7074000.0,10673712.56624554,13170000.0,14790000.0,26.37,26.37,26.37,27.6075,31.32,26.464117647058828,8.931011322089685
C1476,0.0,5.0,70.0,337.08,128.77194139282284,35.4721906993506,7888.0,1.91,0.013245033112582781,0.23620309050772628,56.16556795131845,84.1909229208925,225.9831389452333,86.66037018255578,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,123200.0,126400.0,129600.0,132800.0,136000.0,8133000.0,8415000.0,8697000.0,8979000.0,9261000.0,183500.0,204800.0,204800.0,204800.0,204800.0,7570000.0,8740000.0,8740000.0,8740000.0,8740000.0,26.37,27.6075,28.845,30.082500000000003,31.32,38.776666666666664,16.35442651598235
C1077,0.0,5.0,236.0,4854.541,128.75043007946158,35.48027731761656,18149.0,2.26,0.024390243902439025,0.710801393728223,169.50537219681527,196.26188770731173,405.61738938784515,89.61535070802799,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,84880.0,116090.0,147300.0,166030.0,184760.0,12483000.0,16228000.0,19973000.0,21846500.0,23720000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.65,41.775,46.9,49.415,51.93,0.0,0.0
C1068,0.0,2.0,510.0,4821.644,126.611774292734,36.347791964022605,16450.0,2.22,0.013647642679900745,0.9975186104218362,171.93033434650457,202.8964133738602,362.92048632218837,68.25276595744681,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,106090.0,110775.0,137320.0,149810.0,168520.0,11234000.0,12170750.0,16853500.0,18726000.0,24343000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.65,38.1225,44.205,46.95,51.93,0.0,0.0
C1983,0.0,4.0,253.0,598.35,126.60309966660343,36.34250871469325,15745.0,2.3,0.0033222591362126247,0.22148394241417496,189.48948872657985,210.5948555096856,414.8236900603366,88.09196570339789,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,124180.0,142850.0,145290.0,145290.0,149010.0,8083000.0,9670000.0,10060000.0,10060000.0,10363000.0,104700.0,104700.0,104700.0,104700.0,209900.0,4510000.0,4510000.0,4510000.0,4510000.0,8000000.0,26.37,31.32,35.28,35.28,36.0,44.504999999999995,30.548139514179546
C2135,1.0,3.0,127.0,954.37,129.019068437773,35.2680284599656,38404.0,2.11,0.008960573476702509,0.23476702508960573,147.3315279658369,237.32871575877513,561.6905530673888,169.6492032079992,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,124390.0,124390.0,124390.0,131025.0,137660.0,9363000.0,9363000.0,9363000.0,10027500.0,10692000.0,86870.94871579,143509.77697922784,176133.24303845468,240500.0,11205052.20642808,615000.0,6472422.688705512,9715717.114797575,15370000.0,66326684.61057426,26.37,26.37,26.37,28.845,31.32,38.81764705882353,52.55542568677041
C2034,1.0,3.0,132.0,453.94,129.01526826539498,35.26082130960629,38404.0,2.11,0.0013458950201884253,0.27254374158815614,196.178002291428,316.01296739922924,747.9141235287991,225.89490678054372,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,124390.0,124390.0,124390.0,131025.0,137660.0,9363000.0,9363000.0,9363000.0,10027500.0,10692000.0,64830.0,121694.85952686248,143900.0,143900.0,11205052.20642808,4970000.0,8438977.816216648,9790000.0,9790000.0,66326684.61057426,26.37,26.37,26.37,28.845,31.32,38.03692307692309,42.73486714796064
C1109,1.0,2.0,313.0,1344.17,129.014872618435,35.252829224818896,38404.0,2.11,0.000510986203372509,0.17935615738375063,258.35824393292364,416.17589313613166,984.9716956567024,297.4941672742423,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,79980.0,83732.5,87485.0,91237.5,94990.0,5787000.0,6058500.0,6330000.0,6601500.0,6873000.0,263686.860850278,270756.9799595478,273411.9801386839,274996.0870145817,23886045.22224687,6354822.091724233,9300540.372407816,10406728.605169762,11066736.23881349,76454306.99060191,26.37,27.6075,28.845,30.082500000000003,31.32,47.065999999999995,83.764713987894
C1497,1.0,14.0,382.0,563.59,129.0132227406043,35.25736789317972,38404.0,2.11,0.008728179551122194,0.46758104738154616,105.87803353817311,170.55343193417352,403.6521716487866,121.91636287886679,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,165340.0,166957.5,168575.0,170192.5,171810.0,12953000.0,13103250.0,13253500.0,13403750.0,13554000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.41,39.415,39.42,39.425,39.43,0.0,0.0
C2289,0.0,3.0,364.0,6.83,129.068630778137,35.086584408723695,13806.333333333336,1.9066666666666665,0.0013097576948264572,0.15717092337917485,171.76399719935296,320.26483015041407,766.3572032159154,268.6139694343176,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,79980.0,79980.0,87485.0,94990.0,94990.0,5787000.0,5787000.0,6330000.0,6873000.0,6873000.0,9560000.0,13761000.0,14621655.909550158,15177485.942108016,30072000.0,76100.0,109500.0,119407.90363775325,124257.2654552993,1253000.0,26.37,26.37,28.845,31.32,31.32,71.3515,120.96836190443393
C2597,0.0,2.0,94.0,1749.46,129.06744027229098,35.0832451580318,13806.333333333336,1.9066666666666665,0.024875621890547265,0.16517412935323383,113.04703155556629,210.78333615007608,504.3804775586084,176.7891547357493,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,79980.0,79980.0,79980.0,87485.0,94990.0,5787000.0,5787000.0,5787000.0,6330000.0,6873000.0,4330000.0,4400000.0,5685748.320466615,8390000.0,11860802.96133835,44723.36463081074,61726.41444038249,62700.0,85600.0,66850397.22620814,26.37,26.37,26.37,28.845,31.32,37.72172413793103,41.817978111689634
C2310,0.0,2.0,189.0,2847.06,129.015499552443,35.2090908434614,11561.333333333336,1.87,0.0005030181086519115,0.10915492957746478,170.86345288894015,496.48414254411244,1005.5781340099179,315.0742705570292,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,79980.0,79980.0,79980.0,87485.0,94990.0,5787000.0,5787000.0,5787000.0,6330000.0,6873000.0,407772.6786083728,6144000.0,8310000.0,13570000.0,38188330.87190857,120800.0,195350.0,256000.0,262900.0,87876767.99585383,26.37,26.37,26.37,28.845,31.32,71.3515,120.96836190443393
C1672,0.0,1.0,873.0,520.984,129.034555520206,35.2039489959096,20524.666666666668,2.4633333333333334,0.011111111111111112,0.7725925925925926,204.75606587195892,344.9873323155877,660.3322831065059,139.9243187059473,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,213320.0,221572.5,229825.0,238077.5,246330.0,17417000.0,18067250.0,18717500.0,19367750.0,20018000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.88,53.8175,55.755,57.6925,59.63,0.0,0.0
C2132,0.0,1.0,359.0,4522.32,128.99818543316294,35.18486073812174,19510.0,1.925,0.00041186161449752884,0.3113673805601318,261.8406970784214,528.4726806765761,1272.8021527421836,364.8844695028191,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,67260.0,67260.0,73575.0,83665.0,94990.0,3912000.0,3912000.0,4279000.0,5202750.0,6873000.0,3500000.0,8130000.0,8556158.376919305,9190000.0,81594000.0,52000.0,115400.0,194105.02202424945,204709.7393279372,1246500.0,26.37,26.37,28.845,31.32,31.32,55.75279069767441,100.9628707643506
C1439,1.0,3.0,172.0,1340.85,129.158669027927,35.2323331353141,18839.0,1.87,0.016524216524216526,0.15384615384615385,159.20669886936673,326.0523382345135,911.735495514624,358.00546738149575,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,79980.0,87485.0,94990.0,108640.0,122290.0,5787000.0,6330000.0,6873000.0,7860500.0,8848000.0,38000.0,69000.0,90106.0623822501,158700.0,24133720.86708708,25600.0,1296000.0,3140800.562524195,6202649.393567777,76652112.11521181,26.37,28.845,31.32,35.82,40.32,42.97866666666667,79.37961965368464
C1613,1.0,1.0,498.0,9.0,129.01063912194164,35.24586611613997,38404.0,2.11,0.008333333333333333,0.7071428571428572,110.8946984689095,178.63451723778775,422.77783564212064,127.69294865118218,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,255200.0,256415.0,257630.0,277960.0,298290.0,20163000.0,20254000.0,20345000.0,21850000.0,23355000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.49,51.72,51.95,55.795,59.64,0.0,0.0
C2216,0.0,1.0,149.0,2242.5,126.92509051848472,36.28185643350585,19868.0,2.04,0.005128205128205128,0.24871794871794872,55.492752164284276,71.3730622105899,191.93778941010672,71.19639621501913,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,132480.0,132695.0,132910.0,133125.0,133340.0,9401000.0,9424000.0,9447000.0,9470000.0,9493000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,39.0975,39.195,39.292500000000004,39.39,0.0,0.0
C1899,0.0,4.0,31.0,214.73,128.08813440928148,34.9399392364532,15428.0,2.12,0.0,0.24168514412416853,76.5600855587244,85.73911070780399,227.8678376976925,60.8329660357791,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,117060.0,120095.0,123130.0,126165.0,129200.0,7721000.0,7984500.0,8248000.0,8511500.0,8775000.0,9150000.0,9150000.0,9150000.0,9150000.0,9150000.0,223100.0,223100.0,223100.0,223100.0,223100.0,26.37,27.6075,28.845,30.082500000000003,31.32,32.1,0.0
