단지코드,총세대수,임대건물구분,지역,공급유형,전용면적,전용면적별세대수,공가수,자격유형,임대보증금,임대료,지하철역,버스정류장,단지내주차면수,등록차량수,단지명,도로명주소
C2650,875,아파트,부산광역시,국민임대,36.44,557,13.0,A,11492000.0,104930.0,0.0,4.0,616.0,159.0,기장교리 주공아파트,부산광역시 기장군 기장읍 차성로397번길 7
C2650,875,아파트,부산광역시,국민임대,45.09,20,13.0,A,14215000.0,141630.0,0.0,4.0,616.0,159.0,기장교리 주공아파트,부산광역시 기장군 기장읍 차성로397번길 7
C2650,875,아파트,부산광역시,국민임대,45.32,298,13.0,A,14292000.0,141630.0,0.0,4.0,616.0,159.0,기장교리 주공아파트,부산광역시 기장군 기장읍 차성로397번길 7
C2416,560,아파트,경상남도,영구임대,26.34,360,0.0,C,3138000.0,69820.0,0.0,5.0,154.0,63.0,김해구산주공1단지아파트,경상남도 김해시 가락로 222
C2416,560,아파트,경상남도,영구임대,30.48,192,0.0,C,3631000.0,80800.0,0.0,5.0,154.0,63.0,김해구산주공1단지아파트,경상남도 김해시 가락로 222
C2013,595,아파트,경상남도,국민임대,36.02,90,3.0,A,13930000.0,37360.0,0.0,3.0,509.0,91.0,젤미마을 주공2단지,경상남도 김해시 능동로 76
C2013,595,아파트,경상남도,국민임대,36.38,237,3.0,A,13930000.0,37360.0,0.0,3.0,509.0,91.0,젤미마을 주공2단지,경상남도 김해시 능동로 76
C2013,595,아파트,경상남도,국민임대,45.88,267,3.0,A,17568000.0,45180.0,0.0,3.0,509.0,91.0,젤미마을 주공2단지,경상남도 김해시 능동로 76
C1424,625,아파트,대전광역시,공공임대(50년),39.99,268,2.0,A,14247000.0,198980.0,1.0,7.0,517.0,179.0,구봉마을8-2단지,대전광역시 서구 관저로 84
C1424,625,아파트,대전광역시,공공임대(50년),49.95,119,2.0,A,20173000.0,225100.0,1.0,7.0,517.0,179.0,구봉마을8-2단지,대전광역시 서구 관저로 84
C1424,625,아파트,대전광역시,공공임대(50년),49.95,237,2.0,A,21203000.0,225100.0,1.0,7.0,517.0,179.0,구봉마을8-2단지,대전광역시 서구 관저로 84
C2100,880,아파트,대전광역시,국민임대,51.51,46,4.0,A,22307000.0,89210.0,1.0,5.0,736.0,671.0,느리울마을아파트 13단지,대전광역시 서구 관저동로 42
C2100,880,아파트,대전광역시,국민임대,51.59,35,4.0,A,22307000.0,89210.0,1.0,5.0,736.0,671.0,느리울마을아파트 13단지,대전광역시 서구 관저동로 42
C2100,880,아파트,대전광역시,국민임대,51.9,589,4.0,A,22307000.0,89210.0,1.0,5.0,736.0,671.0,느리울마을아파트 13단지,대전광역시 서구 관저동로 42
C2100,880,아파트,대전광역시,국민임대,59.91,118,4.0,A,27885000.0,111520.0,1.0,5.0,736.0,671.0,느리울마을아파트 13단지,대전광역시 서구 관저동로 42
C2100,880,아파트,대전광역시,국민임대,59.94,46,4.0,A,27885000.0,111520.0,1.0,5.0,736.0,671.0,느리울마을아파트 13단지,대전광역시 서구 관저동로 42
C2100,880,아파트,대전광역시,국민임대,59.99,46,4.0,A,27885000.0,111520.0,1.0,5.0,736.0,671.0,느리울마을아파트 13단지,대전광역시 서구 관저동로 42
C2621,1396,아파트,대전광역시,영구임대,26.37,890,26.0,C,5787000.0,79980.0,1.0,4.0,277.0,133.0,대전둔산3,대전광역시 서구 월평북로 11
C2621,1396,아파트,대전광역시,영구임대,26.37,141,26.0,C,5787000.0,79980.0,1.0,4.0,277.0,133.0,대전둔산3,대전광역시 서구 월평북로 11
C2621,1396,아파트,대전광역시,영구임대,26.37,20,26.0,C,5787000.0,79980.0,1.0,4.0,277.0,133.0,대전둔산3,대전광역시 서구 월평북로 11
C2621,1396,아파트,대전광역시,영구임대,26.37,20,26.0,C,5787000.0,79980.0,1.0,4.0,277.0,133.0,대전둔산3,대전광역시 서구 월평북로 11
C2621,1396,아파트,대전광역시,영구임대,31.32,298,26.0,C,6873000.0,94990.0,1.0,4.0,277.0,133.0,대전둔산3,대전광역시 서구 월평북로 11
C2621,1396,아파트,대전광역시,영구임대,52.74,9,26.0,C,11574000.0,159960.0,1.0,4.0,277.0,133.0,대전둔산3,대전광역시 서구 월평북로 11
C2621,1396,아파트,대전광역시,영구임대,52.74,4,26.0,C,11574000.0,159960.0,1.0,4.0,277.0,133.0,대전둔산3,대전광역시 서구 월평북로 11
C2621,1396,아파트,대전광역시,영구임대,52.74,4,26.0,C,11574000.0,159960.0,1.0,4.0,277.0,133.0,대전둔산3,대전광역시 서구 월평북로 11
C2520,970,아파트,대전광역시,공공임대(50년),39.69,960,2.0,A,13155000.0,177500.0,1.0,2.0,420.0,386.0,대전문화주공1단지,대전광역시 중구 보문산로161번길 55
C2319,606,아파트,대전광역시,국민임대,51.86,98,1.0,A,17389000.0,236220.0,1.0,12.0,548.0,266.0,대전반석마을4단지,대전광역시 유성구 반석로 46
C2319,606,아파트,대전광역시,국민임대,51.91,83,1.0,A,17405000.0,236470.0,1.0,12.0,548.0,266.0,대전반석마을4단지,대전광역시 유성구 반석로 46
C2319,606,아파트,대전광역시,국민임대,51.96,157,1.0,A,17423000.0,236710.0,1.0,12.0,548.0,266.0,대전반석마을4단지,대전광역시 유성구 반석로 46
C2319,606,아파트,대전광역시,국민임대,59.57,267,1.0,A,19975000.0,273790.0,1.0,12.0,548.0,266.0,대전반석마을4단지,대전광역시 유성구 반석로 46
C1616,1507,아파트,대전광역시,영구임대,26.37,588,1.0,C,5787000.0,79980.0,1.0,2.0,407.0,98.0,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34
C1616,1507,아파트,대전광역시,영구임대,31.32,450,1.0,C,6873000.0,94990.0,1.0,2.0,407.0,98.0,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34
C1616,1507,아파트,대전광역시,영구임대,40.32,450,1.0,E,54040000.0,28140.0,1.0,2.0,407.0,98.0,법동 주공아파트3단지,대전광역시 대덕구 계족로663번길 34
C1704,639,아파트,대전광역시,영구임대,39.3,204,34.0,C,8625000.0,119190.0,1.0,7.0,162.0,131.0,대전산내주공아파트,대전광역시 동구 산내로 1352-25
C1704,639,아파트,대전광역시,영구임대,39.69,420,34.0,C,8710000.0,120370.0,1.0,7.0,162.0,131.0,대전산내주공아파트,대전광역시 동구 산내로 1352-25
C2258,965,아파트,대전광역시,영구임대,26.37,588,13.0,C,5787000.0,79980.0,1.0,3.0,287.0,78.0,중촌주공2단지,대전광역시 중구 대전천서로 695
C2258,965,아파트,대전광역시,영구임대,31.32,180,13.0,C,6873000.0,94990.0,1.0,3.0,287.0,78.0,중촌주공2단지,대전광역시 중구 대전천서로 695
C2258,965,아파트,대전광역시,영구임대,40.32,180,13.0,C,8848000.0,122290.0,1.0,3.0,287.0,78.0,중촌주공2단지,대전광역시 중구 대전천서로 695
C1032,946,아파트,대전광역시,국민임대,39.65,68,6.0,A,16852000.0,118580.0,1.0,2.0,986.0,316.0,천동휴먼시아1단지,대전광역시 동구 대전로542번길 78
C1032,946,아파트,대전광역시,국민임대,46.47,69,6.0,A,22471000.0,149810.0,1.0,2.0,986.0,316.0,천동휴먼시아1단지,대전광역시 동구 대전로542번길 78
C1032,946,아파트,대전광역시,국민임대,51.84,63,6.0,A,28714000.0,187260.0,1.0,2.0,986.0,316.0,천동휴먼시아1단지,대전광역시 동구 대전로542번길 78
C1032,946,아파트,대전광역시,국민임대,51.92,251,6.0,A,28714000.0,187260.0,1.0,2.0,986.0,316.0,천동휴먼시아1단지,대전광역시 동구 대전로542번길 78
C1032,946,아파트,대전광역시,국민임대,59.99,171,6.0,A,34956000.0,230950.0,1.0,2.0,986.0,316.0,천동휴먼시아1단지,대전광역시 동구 대전로542번길 78
C1032,946,아파트,대전광역시,국민임대,59.99,324,6.0,A,34956000.0,230950.0,1.0,2.0,986.0,316.0,천동휴먼시아1단지,대전광역시 동구 대전로542번길 78
C2038,785,아파트,대전광역시,영구임대,26.37,588,7.0,C,5787000.0,79980.0,1.0,10.0,150.0,108.0,대전판암3,대전광역시 동구 옥천로 152-9
C2038,785,아파트,대전광역시,영구임대,31.32,90,7.0,C,6873000.0,94990.0,1.0,10.0,150.0,108.0,대전판암3,대전광역시 동구 옥천로 152-9
C2038,785,아파트,대전광역시,영구임대,40.32,90,7.0,C,8848000.0,122290.0,1.0,10.0,150.0,108.0,대전판암3,대전광역시 동구 옥천로 152-9
C1859,2424,아파트,대전광역시,영구임대,26.37,1865,1.0,C,5787000.0,79980.0,1.0,4.0,487.0,116.0,대전판암4,대전광역시 동구 동부로 56-7
C1859,2424,아파트,대전광역시,영구임대,26.37,10,1.0,C,5787000.0,79980.0,1.0,4.0,487.0,116.0,대전판암4,대전광역시 동구 동부로 56-7
C1859,2424,아파트,대전광역시,영구임대,26.37,10,1.0,C,5787000.0,79980.0,1.0,4.0,487.0,116.0,대전판암4,대전광역시 동구 동부로 56-7
C1859,2424,아파트,대전광역시,영구임대,31.32,478,1.0,C,6873000.0,94990.0,1.0,4.0,487.0,116.0,대전판암4,대전광역시 동구 동부로 56-7
C1859,2424,아파트,대전광역시,영구임대,52.74,26,1.0,C,11574000.0,159960.0,1.0,4.0,487.0,116.0,대전판암4,대전광역시 동구 동부로 56-7
C1722,809,아파트,강원도,공공임대(50년),37.67,89,1.0,A,10043000.0,189240.0,0.0,6.0,264.0,649.0,동해천곡 주공5차,강원도 동해시 동굴로 15
C1722,809,아파트,강원도,공공임대(50년),49.69,267,1.0,A,13101000.0,221030.0,0.0,6.0,264.0,649.0,동해천곡 주공5차,강원도 동해시 동굴로 15
C1722,809,아파트,강원도,공공임대(50년),49.69,149,1.0,A,13101000.0,221030.0,0.0,6.0,264.0,649.0,동해천곡 주공5차,강원도 동해시 동굴로 15
C1722,809,아파트,강원도,영구임대,26.37,149,1.0,C,7744000.0,125000.0,0.0,6.0,264.0,649.0,동해천곡 주공5차,강원도 동해시 동굴로 15
C1722,809,아파트,강원도,영구임대,31.32,149,1.0,C,8813000.0,138130.0,0.0,6.0,264.0,649.0,동해천곡 주공5차,강원도 동해시 동굴로 15
