단지코드,총세대수,임대건물구분,지역,공급유형,전용면적,전용면적별세대수,공가수,자격유형,임대보증금,임대료,지하철역,버스정류장,단지내주차면수,등록차량수,단지명,도로명주소,연면적,위도,경도,subway_name,subway_dist,환승역 수,총인구수,세대당_인구,남/여비율,남/여_0~19세,남/여_20~39세,남/여_40~69세,남/여_70세이상,0~19세_비율,20~39세_비율,40~69세_비율,70세이상_비율
C1407,1216,아파트,대전광역시,국민임대,41.58,70,13.0,A,27637000.0,164610.0,1.0,1.0,1285.0,1064.0,도안 휴먼시아 4단지,대전광역시 유성구 상대로 40,4636.41,127.337381950462,36.3465657238409,유성온천역,0.008228206461359284,1,45840.0,2.42,0.92,2.1671342685370742,0.9294207317073172,0.8715511672972225,0.6995073891625616,0.2287521815008726,0.27611256544502616,0.4424520069808028,0.052683246073298426
C1407,1216,아파트,대전광역시,국민임대,46.36,170,13.0,A,36048000.0,198250.0,1.0,1.0,1285.0,1064.0,도안 휴먼시아 4단지,대전광역시 유성구 상대로 40,4636.41,127.337381950462,36.3465657238409,유성온천역,0.008228206461359284,1,45840.0,2.42,0.92,2.1671342685370742,0.9294207317073172,0.8715511672972225,0.6995073891625616,0.2287521815008726,0.27611256544502616,0.4424520069808028,0.052683246073298426
C1407,1216,아파트,대전광역시,국민임대,46.36,170,13.0,A,36048000.0,198250.0,1.0,1.0,1285.0,1064.0,도안 휴먼시아 4단지,대전광역시 유성구 상대로 40,4636.41,127.337381950462,36.3465657238409,유성온천역,0.008228206461359284,1,45840.0,2.42,0.92,2.1671342685370742,0.9294207317073172,0.8715511672972225,0.6995073891625616,0.2287521815008726,0.27611256544502616,0.4424520069808028,0.052683246073298426
C1407,1216,아파트,대전광역시,국민임대,51.24,62,13.0,A,42056000.0,253520.0,1.0,1.0,1285.0,1064.0,도안 휴먼시아 4단지,대전광역시 유성구 상대로 40,4636.41,127.337381950462,36.3465657238409,유성온천역,0.008228206461359284,1,45840.0,2.42,0.92,2.1671342685370742,0.9294207317073172,0.8715511672972225,0.6995073891625616,0.2287521815008726,0.27611256544502616,0.4424520069808028,0.052683246073298426
C1407,1216,아파트,대전광역시,국민임대,51.24,62,13.0,A,42056000.0,253520.0,1.0,1.0,1285.0,1064.0,도안 휴먼시아 4단지,대전광역시 유성구 상대로 40,4636.41,127.337381950462,36.3465657238409,유성온천역,0.008228206461359284,1,45840.0,2.42,0.92,2.1671342685370742,0.9294207317073172,0.8715511672972225,0.6995073891625616,0.2287521815008726,0.27611256544502616,0.4424520069808028,0.052683246073298426
C1945,755,아파트,경기도,국민임대,39.72,120,6.0,B,15607000.0,130070.0,1.0,3.0,734.0,730.0,호평마을 주공휴먼시아,경기도 남양주시 늘을3로 8,6017.76,127.24077274083449,37.65839027630814,평내호평역,0.0063432642224209405,1,57499.0,2.65,0.95,1.99057412167952,0.9644031451036454,0.9376932941087728,0.6974320803870487,0.23494321640376356,0.2389780691838119,0.4467555957494913,0.07932311866293326
C1945,755,아파트,경기도,국민임대,39.72,120,6.0,B,15607000.0,130070.0,1.0,3.0,734.0,730.0,호평마을 주공휴먼시아,경기도 남양주시 늘을3로 8,6017.76,127.24077274083449,37.65839027630814,평내호평역,0.0063432642224209405,1,57499.0,2.65,0.95,1.99057412167952,0.9644031451036454,0.9376932941087728,0.6974320803870487,0.23494321640376356,0.2389780691838119,0.4467555957494913,0.07932311866293326
C1945,755,아파트,경기도,국민임대,51.93,207,6.0,B,23139000.0,193230.0,1.0,3.0,734.0,730.0,호평마을 주공휴먼시아,경기도 남양주시 늘을3로 8,6017.76,127.24077274083449,37.65839027630814,평내호평역,0.0063432642224209405,1,57499.0,2.65,0.95,1.99057412167952,0.9644031451036454,0.9376932941087728,0.6974320803870487,0.23494321640376356,0.2389780691838119,0.4467555957494913,0.07932311866293326
C1945,755,아파트,경기도,국민임대,51.93,96,6.0,B,23139000.0,193230.0,1.0,3.0,734.0,730.0,호평마을 주공휴먼시아,경기도 남양주시 늘을3로 8,6017.76,127.24077274083449,37.65839027630814,평내호평역,0.0063432642224209405,1,57499.0,2.65,0.95,1.99057412167952,0.9644031451036454,0.9376932941087728,0.6974320803870487,0.23494321640376356,0.2389780691838119,0.4467555957494913,0.07932311866293326
C1945,755,아파트,경기도,국민임대,59.88,160,6.0,B,29209000.0,244020.0,1.0,3.0,734.0,730.0,호평마을 주공휴먼시아,경기도 남양주시 늘을3로 8,6017.76,127.24077274083449,37.65839027630814,평내호평역,0.0063432642224209405,1,57499.0,2.65,0.95,1.99057412167952,0.9644031451036454,0.9376932941087728,0.6974320803870487,0.23494321640376356,0.2389780691838119,0.4467555957494913,0.07932311866293326
C1945,755,아파트,경기도,국민임대,59.88,52,6.0,B,29209000.0,244020.0,1.0,3.0,734.0,730.0,호평마을 주공휴먼시아,경기도 남양주시 늘을3로 8,6017.76,127.24077274083449,37.65839027630814,평내호평역,0.0063432642224209405,1,57499.0,2.65,0.95,1.99057412167952,0.9644031451036454,0.9376932941087728,0.6974320803870487,0.23494321640376356,0.2389780691838119,0.4467555957494913,0.07932311866293326
C1470,696,아파트,전라북도,국민임대,36.55,228,14.0,A,12015000.0,102130.0,0.0,2.0,645.0,553.0,장신휴먼시아1단지,전라북도 익산시 오산면 선화로4길 66,6611.9,126.9311660050544,35.94671124015283,연산역,0.37848791116141317,2,7783.0,2.0,0.98,1.822368421052632,1.1859375,1.049409237379162,0.6716417910447762,0.14287549787999487,0.1797507387896698,0.4902993704227162,0.1870743929076192
C1470,696,아파트,전라북도,국민임대,36.55,26,14.0,A,12015000.0,102130.0,0.0,2.0,645.0,553.0,장신휴먼시아1단지,전라북도 익산시 오산면 선화로4길 66,6611.9,126.9311660050544,35.94671124015283,연산역,0.37848791116141317,2,7783.0,2.0,0.98,1.822368421052632,1.1859375,1.049409237379162,0.6716417910447762,0.14287549787999487,0.1797507387896698,0.4902993704227162,0.1870743929076192
C1470,696,아파트,전라북도,국민임대,46.9,196,14.0,A,21628000.0,132160.0,0.0,2.0,645.0,553.0,장신휴먼시아1단지,전라북도 익산시 오산면 선화로4길 66,6611.9,126.9311660050544,35.94671124015283,연산역,0.37848791116141317,2,7783.0,2.0,0.98,1.822368421052632,1.1859375,1.049409237379162,0.6716417910447762,0.14287549787999487,0.1797507387896698,0.4902993704227162,0.1870743929076192
C1470,696,아파트,전라북도,국민임대,51.93,246,14.0,A,25233000.0,144180.0,0.0,2.0,645.0,553.0,장신휴먼시아1단지,전라북도 익산시 오산면 선화로4길 66,6611.9,126.9311660050544,35.94671124015283,연산역,0.37848791116141317,2,7783.0,2.0,0.98,1.822368421052632,1.1859375,1.049409237379162,0.6716417910447762,0.14287549787999487,0.1797507387896698,0.4902993704227162,0.1870743929076192
C1898,566,아파트,전라북도,국민임대,36.55,230,9.0,A,12015000.0,102130.0,0.0,6.0,517.0,415.0,장신휴먼시아2단지,전라북도 익산시 오산면 선화로4길 24-9,6749.2,126.931972402425,35.9485646523394,연산역,0.3766135295417959,2,7783.0,2.0,0.98,1.822368421052632,1.1859375,1.049409237379162,0.6716417910447762,0.14287549787999487,0.1797507387896698,0.4902993704227162,0.1870743929076192
C1898,566,아파트,전라북도,국민임대,36.55,28,9.0,A,12015000.0,102130.0,0.0,6.0,517.0,415.0,장신휴먼시아2단지,전라북도 익산시 오산면 선화로4길 24-9,6749.2,126.931972402425,35.9485646523394,연산역,0.3766135295417959,2,7783.0,2.0,0.98,1.822368421052632,1.1859375,1.049409237379162,0.6716417910447762,0.14287549787999487,0.1797507387896698,0.4902993704227162,0.1870743929076192
C1898,566,아파트,전라북도,국민임대,36.62,13,9.0,A,12015000.0,102130.0,0.0,6.0,517.0,415.0,장신휴먼시아2단지,전라북도 익산시 오산면 선화로4길 24-9,6749.2,126.931972402425,35.9485646523394,연산역,0.3766135295417959,2,7783.0,2.0,0.98,1.822368421052632,1.1859375,1.049409237379162,0.6716417910447762,0.14287549787999487,0.1797507387896698,0.4902993704227162,0.1870743929076192
C1898,566,아파트,전라북도,국민임대,46.9,194,9.0,A,21628000.0,132160.0,0.0,6.0,517.0,415.0,장신휴먼시아2단지,전라북도 익산시 오산면 선화로4길 24-9,6749.2,126.931972402425,35.9485646523394,연산역,0.3766135295417959,2,7783.0,2.0,0.98,1.822368421052632,1.1859375,1.049409237379162,0.6716417910447762,0.14287549787999487,0.1797507387896698,0.4902993704227162,0.1870743929076192
C1898,566,아파트,전라북도,국민임대,46.9,15,9.0,A,21628000.0,132160.0,0.0,6.0,517.0,415.0,장신휴먼시아2단지,전라북도 익산시 오산면 선화로4길 24-9,6749.2,126.931972402425,35.9485646523394,연산역,0.3766135295417959,2,7783.0,2.0,0.98,1.822368421052632,1.1859375,1.049409237379162,0.6716417910447762,0.14287549787999487,0.1797507387896698,0.4902993704227162,0.1870743929076192
C1898,566,아파트,전라북도,국민임대,51.93,86,9.0,A,25233000.0,144180.0,0.0,6.0,517.0,415.0,장신휴먼시아2단지,전라북도 익산시 오산면 선화로4길 24-9,6749.2,126.931972402425,35.9485646523394,연산역,0.3766135295417959,2,7783.0,2.0,0.98,1.822368421052632,1.1859375,1.049409237379162,0.6716417910447762,0.14287549787999487,0.1797507387896698,0.4902993704227162,0.1870743929076192
C1244,1722,아파트,경기도,국민임대,39.62,275,10.0,A,29551000.0,203030.0,0.0,10.0,1483.0,1804.0,백현마을 3단지,경기도 성남시 분당구 동판교로 92,3320.18,127.117716491702,37.3898939851789,서현역,0.007514081304020033,1,21629.666666666668,2.893333333333333,0.9533333333333333,1.965072133637054,0.9110286193270266,0.9362438005742628,0.7841282894736843,0.2299311131316556,0.24594307201528764,0.4572577786681872,0.06686803618486956
C1244,1722,아파트,경기도,국민임대,39.62,126,10.0,A,29551000.0,203030.0,0.0,10.0,1483.0,1804.0,백현마을 3단지,경기도 성남시 분당구 동판교로 92,3320.18,127.117716491702,37.3898939851789,서현역,0.007514081304020033,1,21629.666666666668,2.893333333333333,0.9533333333333333,1.965072133637054,0.9110286193270266,0.9362438005742628,0.7841282894736843,0.2299311131316556,0.24594307201528764,0.4572577786681872,0.06686803618486956
C1244,1722,아파트,경기도,국민임대,39.62,168,10.0,A,29551000.0,203030.0,0.0,10.0,1483.0,1804.0,백현마을 3단지,경기도 성남시 분당구 동판교로 92,3320.18,127.117716491702,37.3898939851789,서현역,0.007514081304020033,1,21629.666666666668,2.893333333333333,0.9533333333333333,1.965072133637054,0.9110286193270266,0.9362438005742628,0.7841282894736843,0.2299311131316556,0.24594307201528764,0.4572577786681872,0.06686803618486956
C1244,1722,아파트,경기도,국민임대,39.72,219,10.0,A,29551000.0,203030.0,0.0,10.0,1483.0,1804.0,백현마을 3단지,경기도 성남시 분당구 동판교로 92,3320.18,127.117716491702,37.3898939851789,서현역,0.007514081304020033,1,21629.666666666668,2.893333333333333,0.9533333333333333,1.965072133637054,0.9110286193270266,0.9362438005742628,0.7841282894736843,0.2299311131316556,0.24594307201528764,0.4572577786681872,0.06686803618486956
C1244,1722,아파트,경기도,국민임대,46.73,98,10.0,A,43990000.0,304540.0,0.0,10.0,1483.0,1804.0,백현마을 3단지,경기도 성남시 분당구 동판교로 92,3320.18,127.117716491702,37.3898939851789,서현역,0.007514081304020033,1,21629.666666666668,2.893333333333333,0.9533333333333333,1.965072133637054,0.9110286193270266,0.9362438005742628,0.7841282894736843,0.2299311131316556,0.24594307201528764,0.4572577786681872,0.06686803618486956
C1244,1722,아파트,경기도,국민임대,46.81,144,10.0,A,43990000.0,304540.0,0.0,10.0,1483.0,1804.0,백현마을 3단지,경기도 성남시 분당구 동판교로 92,3320.18,127.117716491702,37.3898939851789,서현역,0.007514081304020033,1,21629.666666666668,2.893333333333333,0.9533333333333333,1.965072133637054,0.9110286193270266,0.9362438005742628,0.7841282894736843,0.2299311131316556,0.24594307201528764,0.4572577786681872,0.06686803618486956
C1244,1722,아파트,경기도,국민임대,46.81,76,10.0,A,43990000.0,304540.0,0.0,10.0,1483.0,1804.0,백현마을 3단지,경기도 성남시 분당구 동판교로 92,3320.18,127.117716491702,37.3898939851789,서현역,0.007514081304020033,1,21629.666666666668,2.893333333333333,0.9533333333333333,1.965072133637054,0.9110286193270266,0.9362438005742628,0.7841282894736843,0.2299311131316556,0.24594307201528764,0.4572577786681872,0.06686803618486956
C1244,1722,아파트,경기도,국민임대,46.81,76,10.0,A,43990000.0,304540.0,0.0,10.0,1483.0,1804.0,백현마을 3단지,경기도 성남시 분당구 동판교로 92,3320.18,127.117716491702,37.3898939851789,서현역,0.007514081304020033,1,21629.666666666668,2.893333333333333,0.9533333333333333,1.965072133637054,0.9110286193270266,0.9362438005742628,0.7841282894736843,0.2299311131316556,0.24594307201528764,0.4572577786681872,0.06686803618486956
C1244,1722,아파트,경기도,국민임대,46.95,75,10.0,A,43990000.0,304540.0,0.0,10.0,1483.0,1804.0,백현마을 3단지,경기도 성남시 분당구 동판교로 92,3320.18,127.117716491702,37.3898939851789,서현역,0.007514081304020033,1,21629.666666666668,2.893333333333333,0.9533333333333333,1.965072133637054,0.9110286193270266,0.9362438005742628,0.7841282894736843,0.2299311131316556,0.24594307201528764,0.4572577786681872,0.06686803618486956
C1244,1722,아파트,경기도,국민임대,46.95,75,10.0,A,43990000.0,304540.0,0.0,10.0,1483.0,1804.0,백현마을 3단지,경기도 성남시 분당구 동판교로 92,3320.18,127.117716491702,37.3898939851789,서현역,0.007514081304020033,1,21629.666666666668,2.893333333333333,0.9533333333333333,1.965072133637054,0.9110286193270266,0.9362438005742628,0.7841282894736843,0.2299311131316556,0.24594307201528764,0.4572577786681872,0.06686803618486956
C1244,1722,아파트,경기도,국민임대,51.78,232,10.0,A,49854000.0,338380.0,0.0,10.0,1483.0,1804.0,백현마을 3단지,경기도 성남시 분당구 동판교로 92,3320.18,127.117716491702,37.3898939851789,서현역,0.007514081304020033,1,21629.666666666668,2.893333333333333,0.9533333333333333,1.965072133637054,0.9110286193270266,0.9362438005742628,0.7841282894736843,0.2299311131316556,0.24594307201528764,0.4572577786681872,0.06686803618486956
C1244,1722,아파트,경기도,국민임대,51.78,83,10.0,A,49854000.0,338380.0,0.0,10.0,1483.0,1804.0,백현마을 3단지,경기도 성남시 분당구 동판교로 92,3320.18,127.117716491702,37.3898939851789,서현역,0.007514081304020033,1,21629.666666666668,2.893333333333333,0.9533333333333333,1.965072133637054,0.9110286193270266,0.9362438005742628,0.7841282894736843,0.2299311131316556,0.24594307201528764,0.4572577786681872,0.06686803618486956
C1244,1722,아파트,경기도,국민임대,51.95,75,10.0,A,49854000.0,338380.0,0.0,10.0,1483.0,1804.0,백현마을 3단지,경기도 성남시 분당구 동판교로 92,3320.18,127.117716491702,37.3898939851789,서현역,0.007514081304020033,1,21629.666666666668,2.893333333333333,0.9533333333333333,1.965072133637054,0.9110286193270266,0.9362438005742628,0.7841282894736843,0.2299311131316556,0.24594307201528764,0.4572577786681872,0.06686803618486956
C1171,624,아파트,대전광역시,국민임대,33.38,190,13.0,A,17730000.0,118190.0,0.0,5.0,634.0,700.0,LH대전노은3지구4단지,대전광역시 유성구 지족로148번길 40,4595.19,127.30503109342301,36.377198918698895,노은역,0.013210357877301324,1,28168.0,2.6,0.9733333333333332,1.9404452690166971,1.008714596949891,0.9441125152011844,0.7318622534269476,0.2417282022152797,0.26185742686736724,0.4351154974912431,0.06129887342611001
C1171,624,아파트,대전광역시,국민임대,39.46,106,13.0,A,23641000.0,141840.0,0.0,5.0,634.0,700.0,LH대전노은3지구4단지,대전광역시 유성구 지족로148번길 40,4595.19,127.30503109342301,36.377198918698895,노은역,0.013210357877301324,1,28168.0,2.6,0.9733333333333332,1.9404452690166971,1.008714596949891,0.9441125152011844,0.7318622534269476,0.2417282022152797,0.26185742686736724,0.4351154974912431,0.06129887342611001
C1171,624,아파트,대전광역시,국민임대,39.46,43,13.0,A,23641000.0,141840.0,0.0,5.0,634.0,700.0,LH대전노은3지구4단지,대전광역시 유성구 지족로148번길 40,4595.19,127.30503109342301,36.377198918698895,노은역,0.013210357877301324,1,28168.0,2.6,0.9733333333333332,1.9404452690166971,1.008714596949891,0.9441125152011844,0.7318622534269476,0.2417282022152797,0.26185742686736724,0.4351154974912431,0.06129887342611001
C1171,624,아파트,대전광역시,국민임대,39.46,15,13.0,A,23641000.0,141840.0,0.0,5.0,634.0,700.0,LH대전노은3지구4단지,대전광역시 유성구 지족로148번길 40,4595.19,127.30503109342301,36.377198918698895,노은역,0.013210357877301324,1,28168.0,2.6,0.9733333333333332,1.9404452690166971,1.008714596949891,0.9441125152011844,0.7318622534269476,0.2417282022152797,0.26185742686736724,0.4351154974912431,0.06129887342611001
C1171,624,아파트,대전광역시,국민임대,46.66,38,13.0,A,35462000.0,189130.0,0.0,5.0,634.0,700.0,LH대전노은3지구4단지,대전광역시 유성구 지족로148번길 40,4595.19,127.30503109342301,36.377198918698895,노은역,0.013210357877301324,1,28168.0,2.6,0.9733333333333332,1.9404452690166971,1.008714596949891,0.9441125152011844,0.7318622534269476,0.2417282022152797,0.26185742686736724,0.4351154974912431,0.06129887342611001
C1171,624,아파트,대전광역시,국민임대,46.66,15,13.0,A,35462000.0,189130.0,0.0,5.0,634.0,700.0,LH대전노은3지구4단지,대전광역시 유성구 지족로148번길 40,4595.19,127.30503109342301,36.377198918698895,노은역,0.013210357877301324,1,28168.0,2.6,0.9733333333333332,1.9404452690166971,1.008714596949891,0.9441125152011844,0.7318622534269476,0.2417282022152797,0.26185742686736724,0.4351154974912431,0.06129887342611001
C1171,624,아파트,대전광역시,국민임대,46.87,46,13.0,A,35462000.0,189130.0,0.0,5.0,634.0,700.0,LH대전노은3지구4단지,대전광역시 유성구 지족로148번길 40,4595.19,127.30503109342301,36.377198918698895,노은역,0.013210357877301324,1,28168.0,2.6,0.9733333333333332,1.9404452690166971,1.008714596949891,0.9441125152011844,0.7318622534269476,0.2417282022152797,0.26185742686736724,0.4351154974912431,0.06129887342611001
C1171,624,아파트,대전광역시,국민임대,46.87,23,13.0,A,35462000.0,189130.0,0.0,5.0,634.0,700.0,LH대전노은3지구4단지,대전광역시 유성구 지족로148번길 40,4595.19,127.30503109342301,36.377198918698895,노은역,0.013210357877301324,1,28168.0,2.6,0.9733333333333332,1.9404452690166971,1.008714596949891,0.9441125152011844,0.7318622534269476,0.2417282022152797,0.26185742686736724,0.4351154974912431,0.06129887342611001
C1171,624,아파트,대전광역시,국민임대,46.88,78,13.0,A,35462000.0,189130.0,0.0,5.0,634.0,700.0,LH대전노은3지구4단지,대전광역시 유성구 지족로148번길 40,4595.19,127.30503109342301,36.377198918698895,노은역,0.013210357877301324,1,28168.0,2.6,0.9733333333333332,1.9404452690166971,1.008714596949891,0.9441125152011844,0.7318622534269476,0.2417282022152797,0.26185742686736724,0.4351154974912431,0.06129887342611001
C1171,624,아파트,대전광역시,국민임대,46.88,30,13.0,A,35462000.0,189130.0,0.0,5.0,634.0,700.0,LH대전노은3지구4단지,대전광역시 유성구 지족로148번길 40,4595.19,127.30503109342301,36.377198918698895,노은역,0.013210357877301324,1,28168.0,2.6,0.9733333333333332,1.9404452690166971,1.008714596949891,0.9441125152011844,0.7318622534269476,0.2417282022152797,0.26185742686736724,0.4351154974912431,0.06129887342611001
C1171,624,아파트,대전광역시,국민임대,51.96,20,13.0,A,41372000.0,236410.0,0.0,5.0,634.0,700.0,LH대전노은3지구4단지,대전광역시 유성구 지족로148번길 40,4595.19,127.30503109342301,36.377198918698895,노은역,0.013210357877301324,1,28168.0,2.6,0.9733333333333332,1.9404452690166971,1.008714596949891,0.9441125152011844,0.7318622534269476,0.2417282022152797,0.26185742686736724,0.4351154974912431,0.06129887342611001
C1171,624,아파트,대전광역시,국민임대,51.96,20,13.0,A,41372000.0,236410.0,0.0,5.0,634.0,700.0,LH대전노은3지구4단지,대전광역시 유성구 지족로148번길 40,4595.19,127.30503109342301,36.377198918698895,노은역,0.013210357877301324,1,28168.0,2.6,0.9733333333333332,1.9404452690166971,1.008714596949891,0.9441125152011844,0.7318622534269476,0.2417282022152797,0.26185742686736724,0.4351154974912431,0.06129887342611001
C2073,361,아파트,강원도,국민임대,39.63,94,13.0,A,10813000.0,144180.0,0.0,5.0,288.0,301.0,횡성휴먼시아,강원도 횡성군 횡성읍 앞들서2로 34,2768.614,127.981035991168,37.4882886027589,지평역,0.35155006711196346,1,20964.0,2.2,1.02,1.8348813209494323,1.120215897939156,1.0952677459526774,0.6599147121535182,0.16380461743941996,0.20611524518221716,0.4815397824842587,0.14854035489410414
C2073,361,아파트,강원도,국민임대,39.63,74,13.0,A,10813000.0,144180.0,0.0,5.0,288.0,301.0,횡성휴먼시아,강원도 횡성군 횡성읍 앞들서2로 34,2768.614,127.981035991168,37.4882886027589,지평역,0.35155006711196346,1,20964.0,2.2,1.02,1.8348813209494323,1.120215897939156,1.0952677459526774,0.6599147121535182,0.16380461743941996,0.20611524518221716,0.4815397824842587,0.14854035489410414
C2073,361,아파트,강원도,국민임대,46.9,97,13.0,A,16821000.0,205460.0,0.0,5.0,288.0,301.0,횡성휴먼시아,강원도 횡성군 횡성읍 앞들서2로 34,2768.614,127.981035991168,37.4882886027589,지평역,0.35155006711196346,1,20964.0,2.2,1.02,1.8348813209494323,1.120215897939156,1.0952677459526774,0.6599147121535182,0.16380461743941996,0.20611524518221716,0.4815397824842587,0.14854035489410414
C2073,361,아파트,강원도,국민임대,46.9,46,13.0,A,16821000.0,205460.0,0.0,5.0,288.0,301.0,횡성휴먼시아,강원도 횡성군 횡성읍 앞들서2로 34,2768.614,127.981035991168,37.4882886027589,지평역,0.35155006711196346,1,20964.0,2.2,1.02,1.8348813209494323,1.120215897939156,1.0952677459526774,0.6599147121535182,0.16380461743941996,0.20611524518221716,0.4815397824842587,0.14854035489410414
