단지코드,총세대수,전용면적,전용면적별세대수,공가수,임대보증금,임대료,지하철역,버스정류장,단지내주차면수,등록차량수,연면적,위도,경도,subway_dist,환승역 수,총인구수,세대당_인구,남/여비율,남/여_0~19세,남/여_20~39세,남/여_40~69세,남/여_70세이상,0~19세_비율,20~39세_비율,40~69세_비율,70세이상_비율,지역,자격유형,공급유형,전용면적_std,전용면적별세대수_std,임대보증금_std,임대료_std,강원도,경기도,경상남도,경상북도,광주광역시,대구광역시,대전광역시,부산광역시,세종특별자치시,울산광역시,전라남도,전라북도,제주특별자치도,충청남도,충청북도,상가,아파트,공공임대(50년),공공임대(분납),국민임대,영구임대,임대상가,행복주택,"공공임대(5년,10년)",A,C,D,E,G,H,I,J,K,L,M,N,등록차량수/총세대수,등록차량수/연면적,임대보증금/임대료,km1,km2,geometry,km4
C1048,368.0,37.27333333333333,122.66666666666667,15.0,31552333.333333332,238383.33333333334,0.0,3.0,333.0,243.0,2721.519407307336,127.112303486904,37.645398464317296,0.011592952766797856,1.0,76076.0,2.45,0.9499999999999998,2.1902754356379988,0.9535351687551451,0.9489595375722543,0.7634478289047312,0.20451916504548082,0.2807455702192544,0.4432015353067984,0.0715337294284662,부산광역시,A,국민임대,9.948840803497326,56.190153348547945,15842729.131476475,69745.00005974143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6603260869565217,0.08928835831467523,132.35964482975598,1,1,POINT (127.112303486904 37.6453984643173),0
C1049,676.0,45.538,135.2,18.0,24993200.0,141290.0,0.0,3.0,658.0,762.0,4474.19,126.85985711239701,35.2088552358168,0.05807220008085736,1.0,30052.0,2.55,0.9800000000000001,2.314054054054054,0.9914173045697054,0.961887771650989,0.6037735849056604,0.2750232929588713,0.2856715027286037,0.40253560495141744,0.0367695993611074,경상남도,C,영구임대,8.370225206050314,139.99535706586843,8556521.793345705,46720.73415519067,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.1272189349112427,0.17031015669875443,176.8929152806285,1,1,POINT (126.859857112397 35.2088552358168),0
C1065,938.0,35.919999999999995,312.6666666666667,37.0,13507333.333333334,187376.66666666666,0.0,3.0,1117.0,1255.0,20.22,128.17334573419183,36.121152422958495,0.36818628416501503,1.0,22662.0,2.54,1.01,2.63768115942029,0.9635343618513325,1.0659532105525138,0.5880758807588076,0.2989586091254081,0.3088871238196099,0.36629600211808305,0.0258582649368987,대전광역시,C,영구임대,10.168598723521347,69.17610377387074,8363823.547477155,61513.7320712484,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.3379530916844349,62.06726013847676,72.08652802732465,1,1,POINT (128.1733457341918 36.1211524229585),0
C1085,525.0,41.425,131.25,4.0,15776000.0,133610.0,0.0,2.0,422.0,521.0,9.0,127.45909672964493,37.28139628623352,0.024112504127683256,1.0,54715.0,2.82,1.0,2.0007949125596185,1.0079323109465892,0.9902063658621896,0.609375,0.2650278716988029,0.2775838435529562,0.4159736818057205,0.0414146029425203,대전광역시,C,영구임대,5.53678908152851,85.18362518700411,2106173.7820037547,25842.19804892765,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9923809523809524,57.888888888888886,118.0749943866477,1,1,POINT (127.4590967296449 37.28139628623352),0
C1102,522.0,45.163333333333334,87.0,21.0,17754666.666666668,185806.66666666666,0.0,7.0,525.0,417.0,2629.9120000000003,127.92429418092199,37.351179824266005,0.3035533837854892,1.0,30950.0,2.275,0.955,1.9583072100313481,1.0592956396741735,0.8874593805955301,0.6769290724863603,0.19297253634894987,0.27772213247172856,0.4597899838449111,0.0695153473344103,대전광역시,A,국민임대,6.966073977978316,53.028294334251406,7209911.474260045,45511.62166597304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7988505747126436,0.15856043852417873,95.5545190341215,1,1,POINT (127.924294180922 37.351179824266),0
C1103,935.0,41.214999999999996,233.75,31.0,15591000.0,217742.5,0.0,2.0,939.0,787.0,526.36,127.98120390831757,37.33628389854929,0.3566983367361407,1.0,44533.0,2.4,0.95,1.8882433356117567,0.9050765995794532,0.9862651875330164,0.6813643926788685,0.2476365841061684,0.2848224911863112,0.4221588484943749,0.0453820762131453,대전광역시,C,영구임대,9.7382459063906,48.334770093587906,8888756.793462927,57149.890274027064,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.841711229946524,1.4951744053499505,71.60292547389692,1,1,POINT (127.9812039083176 37.33628389854929),0
C1122,808.0,43.787142857142854,115.42857142857143,7.0,21417857.14285714,146577.14285714287,2.0,2.0,728.0,1077.0,1951.3600000000001,128.69447054715098,35.8639268895607,0.006132014337752741,1.0,43034.0,2.14,0.96,2.1954154727793695,1.091974223784417,0.9452028269919646,0.6312479311486262,0.1696565506343821,0.24894269647255657,0.46688664776688205,0.11451410512617931,강원도,A,공공임대(50년),3.880123341191253,90.26970171446813,3336489.344034706,22690.47943836483,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.3329207920792079,0.5519227615611676,146.1200343066547,1,1,POINT (128.694470547151 35.8639268895607),0
C1129,1444.0,57.81125000000001,180.5,2.0,51269250.0,507487.5,1.0,10.0,1275.0,1668.0,8996.949999999999,127.12105282548053,37.634658188578065,0.006319616930294205,1.0,31073.0,2.5399999999999996,0.9900000000000001,2.9512403763900767,0.9498145319659611,1.01437125748503,0.8003766478342751,0.2178418562739355,0.2875808579795964,0.43304476555208715,0.061532520194380894,경상남도,A,공공임대(50년),3.6687344548222574,126.29444055177454,5300782.981247743,24094.46809658065,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.1551246537396123,0.18539616203268888,101.02564102564102,1,1,POINT (127.1210528254805 37.63465818857807),0
C1131,901.0,55.67999999999999,225.25,10.0,20601750.0,187290.0,0.0,7.0,668.0,1019.0,20.25,126.895771056552,35.1867758680317,0.032915411232773334,1.0,38493.0,2.2,0.99,1.8767045454545448,1.1347150259067358,0.9308877644894205,0.7383273473576193,0.1653807185722079,0.3103940976281402,0.4362091808900319,0.0880160029096199,경상남도,C,영구임대,4.576468798830238,188.2398735656184,1693398.4321476154,53777.798393017176,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.1309655937846836,50.32098765432099,109.99919910299535,1,1,POINT (126.895771056552 35.1867758680317),0
C1133,856.0,42.05833333333333,142.66666666666666,10.0,22916500.0,134186.66666666666,0.0,3.0,777.0,842.0,4459.997232730729,127.10321079811798,35.809475543852294,0.41449639701918456,2.0,30410.666666666675,2.3433333333333333,0.9466666666666669,1.8747178329571101,1.0068994649394538,0.9136267711787758,0.6892991239048811,0.2109128376008418,0.31245615573482993,0.4174522097509645,0.0591787969133637,경상남도,C,영구임대,7.401522591106957,89.44644580231608,7423133.7789373025,38911.3236303607,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9836448598130841,0.18878935480515255,170.78075317965025,1,1,POINT (127.103210798118 35.80947554385229),0
C1136,984.0,40.442499999999995,246.0,31.0,73838750.0,126355.0,0.0,19.0,865.0,763.0,303.04,127.10158156316973,37.00207807973736,0.019710263687335985,1.0,71307.5,2.4850000000000003,1.01,2.2299683711122817,1.0562432849068062,1.0045554185504864,0.6913348946135831,0.2303404270238053,0.3086491603267538,0.4103705781299302,0.0506398345195105,경상남도,A,국민임대,10.971248409669094,63.37191807101943,67668073.07918558,73236.46018207051,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0.7754065040650406,2.517819429778247,584.3753709785921,1,1,POINT (127.1015815631697 37.00207807973736),0
C1143,693.0,39.626666666666665,231.0,3.0,16944333.333333332,178760.0,1.0,11.0,717.0,632.0,4197.47,127.11040354038202,37.288131471190795,0.0021700812663982766,1.0,38473.0,2.4,1.0,2.058098591549296,1.0429988974641675,1.0069006543723973,0.7400670177118238,0.17809892651989703,0.2889818833987472,0.43843734567098996,0.09448184441036571,충청남도,A,공공임대(50년),5.1135147729652015,119.6536668890678,2934671.4182908684,23486.608950633978,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.911976911976912,0.15056688910224492,94.7881703587678,1,1,POINT (127.110403540382 37.28813147119079),0
C1155,375.0,54.303333333333335,125.0,9.0,36751000.0,210583.33333333334,1.0,10.0,454.0,373.0,5374.83,127.44306634178145,36.326690355590785,0.0029044376727813646,1.0,15024.0,2.34,1.0,2.2542372881355934,1.0947075208913648,1.003866745984533,0.6946859903381642,0.1845713525026624,0.2502662406815761,0.4484158679446219,0.1167465388711395,부산광역시,C,영구임대,4.630349158900796,43.71498598878879,5720963.817400002,32187.277507321633,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9946666666666667,0.06939754373626701,174.5199841709537,1,1,POINT (127.4430663417814 36.32669035559078),0
C1156,1004.0,26.55875,124.75,47.0,67596375.0,35202.5,0.0,3.0,700.0,505.0,4158.504456700095,127.52195784408079,36.606409461624175,0.28784202313604507,1.0,47196.0,2.485,0.9850000000000001,2.0854311199207136,1.0780813411983858,0.9610986126734158,0.6261398176291794,0.21639545724213913,0.28364691923044333,0.44327909144842786,0.0566785320789897,부산광역시,C,영구임대,7.517865269761472,88.34308122314955,18342022.656321194,9548.999573627745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.5029880478087649,0.12143788837026605,1920.2151835807117,1,1,POINT (127.5219578440808 36.60640946162417),2
C1171,624.0,44.708333333333336,52.0,13.0,32014083.333333332,179275.83333333334,0.0,5.0,634.0,700.0,4595.1900000000005,127.305031093423,36.3771989186989,0.01321035787731679,1.0,28168.0,2.6000000000000005,0.9733333333333328,1.9404452690166967,1.0087145969498912,0.9441125152011841,0.7318622534269476,0.24172820221527977,0.2618574268673672,0.43511549749124284,0.06129887342610999,부산광역시,A,공공임대(50년),5.580284830353979,51.398620427188334,7750839.220935232,36985.32570390915,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.1217948717948718,0.15233320058582994,178.57444998628742,1,1,POINT (127.305031093423 36.3771989186989),0
C1176,1486.0,37.260000000000005,185.75,55.0,18480750.0,178850.0,0.0,3.0,1493.0,619.0,7263.48850075584,127.51933632370654,36.621167911601844,0.30117769951633194,1.0,47196.0,2.485,0.9850000000000001,2.0854311199207136,1.0780813411983858,0.9610986126734158,0.6261398176291794,0.21639545724213913,0.28364691923044333,0.44327909144842786,0.0566785320789897,부산광역시,C,영구임대,7.700421138761549,120.63137473903119,7763248.339819762,46476.68048141378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4165545087483176,0.08522075858392104,103.33100363433044,1,1,POINT (127.5193363237065 36.62116791160184),0
C1177,1668.0,42.2775,104.25,17.0,29420687.5,188907.5,1.0,10.0,1756.0,1044.0,6774.452999999998,127.34224347211763,36.350407132300475,0.0034078698847349155,1.0,40387.5,2.0249999999999995,0.9949999999999997,2.1641791044776117,1.0457222794875567,0.9447276022199573,0.7033618984838499,0.16690807799442894,0.3439801918910553,0.42513153822346017,0.0639801918910554,부산광역시,A,국민임대,6.275700757684354,116.68790282915647,9187355.243077302,41321.92759298628,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6258992805755396,0.15410838336320296,155.74123579000303,1,1,POINT (127.3422434721176 36.35040713230048),0
C1184,458.0,45.534285714285716,65.42857142857143,4.0,33181428.57142857,239957.14285714287,0.0,3.0,403.0,488.0,3046.8940000000002,127.15574269560899,37.41509299834801,0.02697979443608606,1.0,27657.0,2.5500000000000003,0.9399999999999997,2.107324147933285,0.9745762711864405,0.9155254654562242,0.7338775510204083,0.20349278663629458,0.2695881693603788,0.45012112665871207,0.07679791734461429,부산광역시,C,영구임대,6.2661015449343465,67.66303063184293,10228835.561899554,55151.6139728433,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0655021834061136,0.16016310380341423,138.2806453533369,1,1,POINT (127.155742695609 37.41509299834801),0
C1207,100.0,27.846666666666664,33.333333333333336,10.0,28073333.333333332,145040.0,0.0,6.0,54.0,59.0,11.449999999999998,126.84252777364422,35.2181557052617,0.07174576564667165,1.0,35472.5,2.535,1.0,1.7201099404489237,1.1023651844843898,0.9662355864177868,0.6029116465863453,0.2067235182183381,0.3132285573331454,0.43504122912115023,0.0450066953273662,경상남도,C,영구임대,10.334569818494302,33.97548135543238,9078255.632737676,46903.9358689652,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.59,5.152838427947599,193.55580069865783,1,1,POINT (126.8425277736442 35.2181557052617),2
C1210,1088.0,25.607999999999997,217.6,39.0,23832000.0,129086.0,0.0,4.0,773.0,586.0,9223.96,128.75094292664934,35.873998842443115,0.017397674244937326,1.0,19971.0,2.39,0.96,2.2778568041725937,0.9856822494393652,0.958808385435822,0.7064004697592484,0.2390215812928746,0.2881928796755295,0.4000300435631665,0.0727554954684292,제주특별자치도,C,영구임대,6.597432834065082,203.64748954995738,5997426.114592826,32486.496117617855,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5386029411764706,0.06353019744231328,184.62110530963852,1,1,POINT (128.7509429266493 35.87399884244311),2
C1236,1124.0,46.02583333333333,93.66666666666667,29.0,21429000.0,146470.83333333334,0.0,2.0,1129.0,657.0,6776.055,127.08586505370097,37.793875668359895,0.03833988305127351,1.0,50148.0,2.6000000000000005,0.9600000000000003,1.6998548621190135,0.9808976261127599,0.9613679003922903,0.7474856321839081,0.23137512961633563,0.21298955092924934,0.45862247746669854,0.0970128419877163,울산광역시,A,국민임대,4.009870681055423,96.8704226680094,3294174.5275837798,22353.882907911237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5845195729537367,0.09695907131804567,146.302164822348,1,1,POINT (127.085865053701 37.7938756683599),0
C1244,1722.0,45.78076923076923,132.46153846153845,10.0,40900461.538461536,281115.3846153846,0.0,10.0,1483.0,1804.0,3320.18,127.11771649170198,37.3898939851789,0.007514081304020034,1.0,21629.666666666664,2.8933333333333335,0.9533333333333333,1.9650721336370542,0.9110286193270268,0.9362438005742627,0.7841282894736843,0.22993111313165568,0.24594307201528756,0.4572577786681871,0.06686803618486949,강원도,A,국민임대,4.7209841162241855,70.15888561521791,8231090.19323873,55916.077982303774,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0476190476190477,0.5433440355643369,145.49350116294977,1,1,POINT (127.117716491702 37.3898939851789),0
C1268,1035.0,46.925000000000004,172.5,21.0,19472500.0,201211.66666666666,0.0,16.0,911.0,934.0,9.0,127.067689527774,37.0577329793178,0.014853917402956732,1.0,44218.0,2.1999999999999997,1.0600000000000003,1.6702401372212694,1.3033707865168542,1.0296458416235572,0.6373106060606061,0.1729612375050884,0.2874395042742774,0.4613958116604097,0.07820344656022428,제주특별자치도,A,국민임대,8.292439327483805,86.98448137455324,4266697.915250152,51341.88248074536,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9024154589371981,103.77777777777777,96.77619753659083,1,1,POINT (127.067689527774 37.0577329793178),0
C1269,561.0,46.315,140.25,1.0,19699000.0,200167.5,0.0,3.0,572.0,643.0,5285.38,127.16317735245904,37.28449876979869,0.01862933717992164,2.0,28277.5,2.78,0.93,1.7477958236658933,0.9079340141398272,0.9371509478486588,0.7288495575221239,0.2634603483334807,0.2147290248430731,0.4354522146582972,0.0863584121651489,제주특별자치도,A,공공임대(50년),5.108695201973463,85.15231451150736,2301687.496888605,36195.640045913446,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.1461675579322639,0.12165634259031517,98.41257946469831,1,1,POINT (127.163177352459 37.28449876979869),0
C1281,646.0,40.094,129.2,4.0,20810200.0,122624.0,0.0,3.0,583.0,484.0,3700.392056757445,127.10288611297942,35.80737317760299,0.4166161430080669,2.0,30410.666666666675,2.3433333333333333,0.9466666666666669,1.8747178329571104,1.0068994649394538,0.9136267711787758,0.6892991239048811,0.21091283760084184,0.3124561557348299,0.4174522097509644,0.05917879691336371,경상남도,C,영구임대,6.287975031757043,61.62548174253894,5966983.8444560915,29831.18217570333,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7492260061919505,0.1307969513976625,169.70739822546972,1,1,POINT (127.1028861129794 35.80737317760299),0
C1286,919.0,81.60333333333334,306.3333333333333,27.0,32900000.0,571666.6666666666,0.0,2.0,988.0,881.0,7904.88,126.77827733981779,35.015725962522964,0.1093489613398893,1.0,38423.0,2.39,0.9899999999999999,2.4118666089216108,0.950590762620838,1.0130901603176938,0.7716262975778547,0.28628685943315196,0.3308435051922025,0.3562189313692321,0.0266507040054134,경상남도,C,영구임대,5.796605328408459,288.0526572231774,4849742.261192856,31754.264805429426,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.9586507072905331,0.11145014219064679,57.55102040816327,1,1,POINT (126.7782773398178 35.01572596252296),0
C1301,340.0,29.27,113.33333333333333,19.0,11430000.0,155106.66666666666,0.0,4.0,320.0,202.0,5862.86,128.752818097945,35.8805136124169,0.02119766299492917,1.0,19971.0,2.39,0.96,2.2778568041725937,0.9856822494393652,0.9588083854358219,0.7064004697592484,0.23902158129287457,0.2881928796755295,0.4000300435631665,0.0727554954684292,경상남도,A,국민임대,4.070319397786861,99.14299437344694,1586558.5397330916,16223.542564228488,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5941176470588235,0.03445417424260515,73.69122324421903,1,1,POINT (128.752818097945 35.8805136124169),0
C1307,506.0,47.32500000000001,63.25,9.0,34112875.0,243595.0,0.0,3.0,436.0,504.0,5175.830000000001,126.99970074024465,37.39268808060127,0.024647685007703347,1.0,37180.0,2.49,0.9699999999999999,2.067264573991032,1.0651446565636686,0.934438916528469,0.7293689320388348,0.17052178590640127,0.2822216245293168,0.4706024744486283,0.0766541151156535,충청남도,A,국민임대,7.738754052540648,41.13305934924573,13225949.746480536,69545.07500278404,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9960474308300395,0.0973756866048537,140.03930704653214,1,1,POINT (126.9997007402446 37.39268808060127),0
