단지코드,총세대수,전용면적,전용면적별세대수,공가수,임대보증금,임대료,지하철역,버스정류장,단지내주차면수,등록차량수,연면적,위도,경도,subway_dist,환승역 수,총인구수,세대당_인구,남/여비율,남/여_0~19세,남/여_20~39세,남/여_40~69세,남/여_70세이상,0~19세_비율,20~39세_비율,40~69세_비율,70세이상_비율,전용면적_std,전용면적별세대수_std,임대보증금_std,임대료_std,강원도,경기도,경상남도,경상북도,광주광역시,대구광역시,대전광역시,부산광역시,세종특별자치시,울산광역시,전라남도,전라북도,제주특별자치도,충청남도,충청북도,상가,아파트,공공임대(50년),공공임대(분납),국민임대,영구임대,임대상가,행복주택,"공공임대(5년,10년)",A,C,D,E,G,H,I,J,K,L,M,N
C1027,452.0,42.720000000000006,90.4,21.0,22218800.0,273760.0,0.0,5.0,461.0,207.0,6981.99,128.992766699177,35.3099575895724,0.022309028881571345,1.0,120892.0,2.52,0.9800000000000001,2.3134161886551943,0.9854089484183529,0.9795505792706634,0.7042761463163318,0.2359461337392052,0.2881414816530457,0.4211858518346954,0.0547265327730536,5.862738268079177,66.30837051232672,6916599.178787217,47274.99550502358,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1032,946.0,51.64333333333334,157.66666666666666,6.0,27777166.666666668,184135.0,1.0,2.0,986.0,316.0,9075.983,127.446682505255,36.3147849625444,0.011944730078495834,1.0,24779.0,2.59,0.9699999999999999,1.8623507228158391,1.0471662228984402,0.9542709232096636,0.7083641746854182,0.2326163283425481,0.2172000484281044,0.4570402356834416,0.0931433875459058,7.87467247996173,110.83260651390756,7104101.362358695,44448.80954536353,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1036,742.0,46.87285714285714,106.0,13.0,34634571.428571425,233627.14285714287,0.0,3.0,1016.0,1279.0,7011.046,127.06898188512602,37.2751194133424,0.018506050855249926,1.0,24064.5,2.535,0.9850000000000001,2.1911073108165877,1.0403848957573991,0.9666383941193102,0.7261146496815287,0.20806582310041757,0.2907810259926447,0.43358474100853955,0.06756840989839798,5.093445835207288,58.66856057549052,8475732.295936497,40409.22118951141,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1039,790.0,41.96363636363636,71.81818181818181,13.0,73676272.72727273,171274.54545454544,0.0,3.0,673.0,645.0,13708.410000000002,127.02185036066295,37.4583702373696,0.020097609067428336,1.0,43690.0,2.43,0.91,1.949715370018975,0.9415349143610012,0.8855630413859482,0.7585215605749486,0.1837491416800183,0.2698329137102311,0.4484092469672695,0.09800869764248109,11.859927717087716,57.25000992457238,85452438.68619655,136827.07687907657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
C1045,464.0,34.1025,116.0,13.0,15525000.0,147500.0,0.0,2.0,288.0,266.0,2545.322330406317,127.95577579492745,37.359182749806685,0.3360292328632987,1.0,17383.0,2.2,1.0,1.812712826333712,1.1093117408906883,1.0147824030274362,0.6422976501305483,0.1766093309555312,0.2247885865500776,0.4900477477995743,0.1085543346948167,9.759775868328125,43.726422218150894,7415468.067941946,59022.594543671716,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C1046,232.0,41.72333333333333,77.33333333333333,9.0,18580333.333333332,202316.66666666666,0.0,4.0,195.0,156.0,3715.0399999999995,127.95336362350241,37.33659802698201,0.32924961797253866,1.0,12744.0,2.21,0.93,1.7033333333333334,1.086761406133134,0.9018159433671901,0.6606334841628959,0.1522284996861268,0.2189265536723164,0.4848556183301946,0.1439893283113622,8.839232621293172,45.21430452117265,8582889.101772977,71527.92484990275,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1048,368.0,37.27333333333333,122.66666666666667,15.0,31552333.333333332,238383.33333333334,0.0,3.0,333.0,243.0,2721.519407307336,127.112303486904,37.645398464317296,0.011592952766797856,1.0,76076.0,2.45,0.9499999999999998,2.1902754356379988,0.9535351687551451,0.9489595375722543,0.7634478289047312,0.20451916504548082,0.2807455702192544,0.4432015353067984,0.0715337294284662,9.948840803497326,56.190153348547945,15842729.131476475,69745.00005974143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C1049,676.0,45.538,135.2,18.0,24993200.0,141290.0,0.0,3.0,658.0,762.0,4474.19,126.85985711239701,35.2088552358168,0.05807220008085736,1.0,30052.0,2.55,0.9800000000000001,2.314054054054054,0.9914173045697054,0.961887771650989,0.6037735849056604,0.2750232929588713,0.2856715027286037,0.40253560495141744,0.0367695993611074,8.370225206050314,139.99535706586843,8556521.793345705,46720.73415519067,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1056,410.0,31.268333333333327,34.166666666666664,0.0,622208.3333333334,3554218.3333333335,0.0,10.0,120.0,125.0,1637.6000000000001,126.57391795605078,33.249795825732235,1.8851149016287965,1.0,13624.5,2.25,1.0399999999999998,1.7480503899220157,1.0647382920110187,0.9817130353235387,0.6874265569917742,0.2092553855187346,0.22004477228522137,0.4653014789533562,0.1053983632426878,1.600510335278512,77.46064494407155,1294538.7772613585,1624997.5647636764,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,10,2,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
C1057,521.0,47.645,130.25,24.0,19598750.0,166332.5,0.0,4.0,521.0,521.0,5894.619000000001,128.7616308530879,35.808017329300725,0.02955587768746081,1.0,38839.0,2.28,1.0,2.0036082474226804,1.1337270618013078,0.9569180683667932,0.650887573964497,0.1890367929143386,0.2604598470609439,0.4643013465846186,0.0862020134400988,5.730273408253162,66.31930337390465,4393531.334056164,36854.68796503371,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1059,514.0,43.13833333333333,85.66666666666667,7.0,16954000.0,103410.0,0.0,8.0,362.0,246.0,9.0,126.99555037933901,35.9593500690523,0.32576526009839224,2.0,32354.0,2.42,0.9900000000000001,1.6085106382978724,1.1066456527449435,1.00146315509444,0.5788812067881836,0.2094022377449465,0.2478827965630215,0.4650738703096989,0.0776410953823329,3.740980709208035,37.950845401211645,2241280.7053111396,10275.275178796915,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1065,938.0,35.919999999999995,312.6666666666667,37.0,13507333.333333334,187376.66666666666,0.0,3.0,1117.0,1255.0,20.22,128.17334573419183,36.121152422958495,0.36818628416501503,1.0,22662.0,2.54,1.01,2.63768115942029,0.9635343618513325,1.0659532105525138,0.5880758807588076,0.2989586091254081,0.3088871238196099,0.36629600211808305,0.0258582649368987,10.168598723521347,69.17610377387074,8363823.547477155,61513.7320712484,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C1068,806.0,43.49166666666667,134.16666666666666,11.0,16540666.666666666,134191.66666666666,0.0,2.0,804.0,510.0,4821.644,126.61177429273401,36.347791964022605,0.5415705201980833,1.0,16450.0,2.22,1.01,1.9132762312633835,1.141158221302999,1.0056864337936633,0.64075382803298,0.2133130699088146,0.25173252279635255,0.4502735562310029,0.0846808510638297,6.126987568672447,77.92410837902906,5082947.006084823,25819.94300277727,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1077,861.0,45.16,287.0,21.0,18725333.333333332,138980.0,0.0,5.0,612.0,236.0,4854.541,128.75043007946158,35.48027731761656,0.2422525416208857,1.0,18149.0,2.26,0.9499999999999998,1.9828510182207928,1.1291816778178074,0.9181155356141336,0.5893984013462348,0.1968703509835252,0.22794644333021105,0.4711003361066725,0.1040828695795911,7.787188196005026,35.08560958569767,5721454.914034833,50457.11446367103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1084,280.0,48.806666666666665,46.666666666666664,2.0,17393333.333333332,118580.0,0.0,2.0,280.0,226.0,5630.39,129.3958577812122,36.99148292699064,0.305835087752467,1.0,13939.0,2.24,1.03,1.8289817232375982,1.250384024577573,1.055766793409379,0.6107732406602954,0.1913336681254035,0.2102015926537054,0.46545663247004804,0.13300810675084287,9.180127813198824,33.82109795182094,5617058.684637954,38012.66210093684,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1085,525.0,41.425,131.25,4.0,15776000.0,133610.0,0.0,2.0,422.0,521.0,9.0,127.45909672964493,37.28139628623352,0.024112504127683256,1.0,54715.0,2.82,1.0,2.0007949125596185,1.0079323109465892,0.9902063658621896,0.609375,0.2650278716988029,0.2775838435529562,0.4159736818057205,0.0414146029425203,5.53678908152851,85.18362518700411,2106173.7820037547,25842.19804892765,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1089,368.0,45.03666666666667,61.333333333333336,14.0,13426000.0,118133.33333333333,0.0,2.0,285.0,309.0,5051.36,127.35671688899579,34.84751543435681,0.4958984087268994,1.0,11549.0,1.8,0.96,1.7806788511749347,1.2526636225266363,1.155654641264694,0.6046403712296984,0.11195774525932979,0.1281496233440124,0.4604727682050394,0.2994198631916183,6.801484151761782,74.07473703407031,4120202.325129192,31952.23226422008,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1102,522.0,45.163333333333334,87.0,21.0,17754666.666666668,185806.66666666666,0.0,7.0,525.0,417.0,2629.9120000000003,127.92429418092199,37.351179824266005,0.3035533837854892,1.0,30950.0,2.275,0.955,1.9583072100313481,1.0592956396741735,0.8874593805955301,0.6769290724863603,0.19297253634894987,0.27772213247172856,0.4597899838449111,0.0695153473344103,6.966073977978316,53.028294334251406,7209911.474260045,45511.62166597304,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1103,935.0,41.214999999999996,233.75,31.0,15591000.0,217742.5,0.0,2.0,939.0,787.0,526.36,127.98120390831757,37.33628389854929,0.3566983367361407,1.0,44533.0,2.4,0.95,1.8882433356117567,0.9050765995794532,0.9862651875330164,0.6813643926788685,0.2476365841061684,0.2848224911863112,0.4221588484943749,0.0453820762131453,9.7382459063906,48.334770093587906,8888756.793462927,57149.890274027064,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1109,1957.0,45.40954545454545,88.95454545454545,1.0,12750732.38225609,1329120.8865776723,1.0,2.0,351.0,313.0,1344.1699999999992,129.01487261843505,35.25282922481892,0.006315304174867687,1.0,38404.0,2.11,0.94,1.7856655290102383,1.1634437086092717,0.9520298929509191,0.5955179010658648,0.13201749817727318,0.2126601395687949,0.5033069471930005,0.15201541506093108,79.85997128768119,327.0244606073036,14314587.913815726,5038453.989679522,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,20,2,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
C1122,808.0,43.787142857142854,115.42857142857143,7.0,21417857.14285714,146577.14285714287,2.0,2.0,728.0,1077.0,1951.3600000000001,128.69447054715098,35.8639268895607,0.006132014337752741,1.0,43034.0,2.14,0.96,2.1954154727793695,1.091974223784417,0.9452028269919646,0.6312479311486262,0.1696565506343821,0.24894269647255657,0.46688664776688205,0.11451410512617931,3.880123341191253,90.26970171446813,3336489.344034706,22690.47943836483,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1129,1444.0,57.81125000000001,180.5,2.0,51269250.0,507487.5,1.0,10.0,1275.0,1668.0,8996.949999999999,127.12105282548053,37.634658188578065,0.006319616930294205,1.0,31073.0,2.5399999999999996,0.9900000000000001,2.9512403763900767,0.9498145319659611,1.01437125748503,0.8003766478342751,0.2178418562739355,0.2875808579795964,0.43304476555208715,0.061532520194380894,3.6687344548222574,126.29444055177454,5300782.981247743,24094.46809658065,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
C1131,901.0,55.67999999999999,225.25,10.0,20601750.0,187290.0,0.0,7.0,668.0,1019.0,20.25,126.895771056552,35.1867758680317,0.032915411232773334,1.0,38493.0,2.2,0.99,1.8767045454545448,1.1347150259067358,0.9308877644894205,0.7383273473576193,0.1653807185722079,0.3103940976281402,0.4362091808900319,0.0880160029096199,4.576468798830238,188.2398735656184,1693398.4321476154,53777.798393017176,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1133,856.0,42.05833333333333,142.66666666666666,10.0,22916500.0,134186.66666666666,0.0,3.0,777.0,842.0,4459.997232730729,127.10321079811798,35.809475543852294,0.41449639701918456,2.0,30410.666666666675,2.3433333333333333,0.9466666666666669,1.8747178329571101,1.0068994649394538,0.9136267711787758,0.6892991239048811,0.2109128376008418,0.31245615573482993,0.4174522097509645,0.0591787969133637,7.401522591106957,89.44644580231608,7423133.7789373025,38911.3236303607,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1136,984.0,40.442499999999995,246.0,31.0,73838750.0,126355.0,0.0,19.0,865.0,763.0,303.04,127.10158156316973,37.00207807973736,0.019710263687335985,1.0,71307.5,2.4850000000000003,1.01,2.2299683711122817,1.0562432849068062,1.0045554185504864,0.6913348946135831,0.2303404270238053,0.3086491603267538,0.4103705781299302,0.0506398345195105,10.971248409669094,63.37191807101943,67668073.07918558,73236.46018207051,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
C1141,630.0,46.91166666666667,105.0,28.0,15384833.333333334,99256.66666666667,0.0,2.0,637.0,620.0,9.0,128.06595465614998,35.0626049328755,0.8239825900300001,1.0,15466.0,2.34,1.09,1.999018645731109,1.3128834355828223,1.1197743861977438,0.5842956120092379,0.2544290702185439,0.2437605069184016,0.41309970257338685,0.0887107202896676,8.42253504989244,49.549974772950186,4554338.038251735,19032.830232697044,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1143,693.0,39.626666666666665,231.0,3.0,16944333.333333332,178760.0,1.0,11.0,717.0,632.0,4197.47,127.11040354038202,37.288131471190795,0.0021700812663982766,1.0,38473.0,2.4,1.0,2.058098591549296,1.0429988974641675,1.0069006543723973,0.7400670177118238,0.17809892651989703,0.2889818833987472,0.43843734567098996,0.09448184441036571,5.1135147729652015,119.6536668890678,2934671.4182908684,23486.608950633978,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1155,375.0,54.303333333333335,125.0,9.0,36751000.0,210583.33333333334,1.0,10.0,454.0,373.0,5374.83,127.44306634178145,36.326690355590785,0.0029044376727813646,1.0,15024.0,2.34,1.0,2.2542372881355934,1.0947075208913648,1.003866745984533,0.6946859903381642,0.1845713525026624,0.2502662406815761,0.4484158679446219,0.1167465388711395,4.630349158900796,43.71498598878879,5720963.817400002,32187.277507321633,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1156,1004.0,26.55875,124.75,47.0,67596375.0,35202.5,0.0,3.0,700.0,505.0,4158.504456700095,127.52195784408079,36.606409461624175,0.28784202313604507,1.0,47196.0,2.485,0.9850000000000001,2.0854311199207136,1.0780813411983858,0.9610986126734158,0.6261398176291794,0.21639545724213913,0.28364691923044333,0.44327909144842786,0.0566785320789897,7.517865269761472,88.34308122314955,18342022.656321194,9548.999573627745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
C1163,316.0,37.79,105.33333333333333,20.0,12762333.333333334,207103.33333333334,0.0,2.0,239.0,326.0,2614.53,128.18258124433535,36.57220564673226,0.7205097238051246,1.0,6483.0,1.91,0.93,1.4063604240282686,1.3410404624277457,1.085276482345103,0.5675675675675675,0.12386240937837419,0.1249421564090698,0.48280117229677605,0.2683942619157797,8.579673653467246,63.791326474163654,7184137.828113637,54660.66349152133,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1171,624.0,44.708333333333336,52.0,13.0,32014083.333333332,179275.83333333334,0.0,5.0,634.0,700.0,4595.1900000000005,127.305031093423,36.3771989186989,0.01321035787731679,1.0,28168.0,2.6000000000000005,0.9733333333333328,1.9404452690166967,1.0087145969498912,0.9441125152011841,0.7318622534269476,0.24172820221527977,0.2618574268673672,0.43511549749124284,0.06129887342610999,5.580284830353979,51.398620427188334,7750839.220935232,36985.32570390915,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1173,571.0,45.827777777777776,63.44444444444444,7.0,19141888.888888888,145641.11111111112,0.0,2.0,483.0,609.0,6987.055999999999,127.4844354884672,36.11110645122539,0.20749100871131929,1.0,22543.0,2.1999999999999997,0.9600000000000001,1.6997497914929107,1.1415929203539823,1.0127484064491938,0.6435955056179775,0.17903562081355634,0.18249567493235147,0.4762453976844253,0.1622233065696668,4.636568714517715,39.544630201555535,5185420.003346991,21401.555693713275,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1175,468.0,52.903333333333336,156.0,15.0,27325666.666666668,164370.0,0.0,2.0,477.0,430.0,6700.168999999999,126.66586626249482,36.58994263005826,0.3373685468116345,1.0,37846.0,2.12,0.98,1.6509708737864075,1.1696826645685812,0.9803166923246097,0.6802999318336743,0.1752893304444327,0.2185964170586059,0.47584949532315174,0.1302647571738096,6.544511695560895,57.86190456595773,6788761.620010923,38612.48373259612,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1176,1486.0,37.260000000000005,185.75,55.0,18480750.0,178850.0,0.0,3.0,1493.0,619.0,7263.48850075584,127.51933632370654,36.621167911601844,0.30117769951633194,1.0,47196.0,2.485,0.9850000000000001,2.0854311199207136,1.0780813411983858,0.9610986126734158,0.6261398176291794,0.21639545724213913,0.28364691923044333,0.44327909144842786,0.0566785320789897,7.700421138761549,120.63137473903119,7763248.339819762,46476.68048141378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
C1177,1668.0,42.2775,104.25,17.0,29420687.5,188907.5,1.0,10.0,1756.0,1044.0,6774.452999999998,127.34224347211763,36.350407132300475,0.0034078698847349155,1.0,40387.5,2.0249999999999995,0.9949999999999997,2.1641791044776117,1.0457222794875567,0.9447276022199573,0.7033618984838499,0.16690807799442894,0.3439801918910553,0.42513153822346017,0.0639801918910554,6.275700757684354,116.68790282915647,9187355.243077302,41321.92759298628,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1180,314.0,54.580000000000005,104.66666666666667,15.0,17588333.333333332,99123.33333333333,0.0,1.0,241.0,311.0,9.0,126.88477769748901,35.6944273669591,0.3753193385096383,1.0,5431.0,1.83,0.9700000000000001,2.392857142857143,1.32484076433121,1.1444444444444444,0.5756676557863502,0.1102927637635794,0.1344135518320751,0.4619775363653102,0.2933161480390351,4.589934640057527,55.00303021955548,1384485.945516723,9687.937517001923,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C1184,458.0,45.534285714285716,65.42857142857143,4.0,33181428.57142857,239957.14285714287,0.0,3.0,403.0,488.0,3046.8940000000002,127.15574269560899,37.41509299834801,0.02697979443608606,1.0,27657.0,2.5500000000000003,0.9399999999999997,2.107324147933285,0.9745762711864405,0.9155254654562242,0.7338775510204083,0.20349278663629458,0.2695881693603788,0.45012112665871207,0.07679791734461429,6.2661015449343465,67.66303063184293,10228835.561899554,55151.6139728433,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
